"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"John Collins","UTA",68,1901,185,0,87,23,0,0,18,0.10740740740740741,0.15051903114186851,0
"Darius Garland","CLE",57,1901,175,14,66,11,7,4,14,0.08120133481646273,0.12222222222222222,0.019498607242339833
"Isaiah Hartenstein","NYK",75,1896,157,0,80,29,0,0,10,0.19230769230769232,0.1937046004842615,0
"Eric Gordon","PHX",68,1893,64,0,29,9,2,0,5,0.0484375,0.12033195020746888,0.005012531328320802
"Jalen Johnson","ATL",56,1889,147,0,76,23,0,0,8,0.10066225165562914,0.13693693693693693,0
"Isaac Okoro","CLE",69,1887,137,0,74,21,0,0,4,0.13883677298311445,0.23270440251572327,0
"Clint Capela","ATL",73,1883,206,0,108,22,0,0,6,0.1534090909090909,0.15362731152204837,0
"Terance Mann","LAC",75,1873,95,0,47,11,0,0,6,0.0888468809073724,0.14461538461538462,0
"Malik Monk","SAC",72,1872,205,23,75,14,2,0,20,0.08054393305439331,0.14124293785310735,0.004705882352941176
"Bruce Brown","TOR",67,1865,142,1,68,20,0,0,13,0.10793650793650794,0.1459227467811159,0
"Jamal Murray","DEN",59,1861,184,16,60,16,5,0,27,0.06280193236714976,0.08708272859216255,0.014450867052023121
"RJ Barrett","TOR",58,1838,291,2,151,30,1,0,7,0.15169660678642716,0.2010652463382157,0.00398406374501992
"Georges Niang","CLE",82,1831,60,2,27,6,1,0,3,0.04281345565749235,0.10505836575875487,0.0025188916876574307
"Jerami Grant","POR",54,1830,312,18,122,23,14,5,21,0.1419624217118998,0.1812778603268945,0.04912280701754386
"Payton Pritchard","BOS",82,1826,56,1,22,4,1,0,6,0.035168195718654434,0.08118081180811808,0.0026109660574412533
"Rui Hachimura","LAL",68,1826,134,0,65,13,1,0,6,0.09053497942386832,0.1310483870967742,0.004291845493562232
"Lauri Markkanen","UTA",55,1820,277,16,95,14,6,2,39,0.10358974358974359,0.17857142857142858,0.013544018058690745
"Cole Anthony","ORL",81,1817,218,15,86,15,1,0,22,0.10419161676646707,0.15384615384615385,0.0036231884057971015
"Reggie Jackson","DEN",82,1817,98,3,33,7,3,1,15,0.04591836734693878,0.06626506024096386,0.01048951048951049
"Daniel Gafford","DAL",74,1814,175,0,88,20,0,0,10,0.16058394160583941,0.16058394160583941,0
"Ivica Zubac","LAC",68,1795,166,0,78,10,0,0,10,0.13287904599659284,0.13287904599659284,0
"Deandre Ayton","POR",55,1784,79,0,40,11,0,0,5,0.05141388174807198,0.052083333333333336,0
"Derrick Jones Jr.","DAL",76,1783,136,0,73,19,1,0,3,0.13454545454545455,0.23548387096774193,0.004166666666666667
"Kyle Anderson","MIN",79,1782,137,0,65,11,0,0,9,0.13347022587268995,0.1480637813211845,0
"Jalen Duren","DET",61,1778,181,0,95,29,0,0,10,0.15079365079365079,0.15175718849840256,0
"Bradley Beal","PHX",53,1767,134,4,65,13,1,1,5,0.08386277001270648,0.11775362318840579,0.00425531914893617
"Scoot Henderson","POR",62,1765,204,0,89,16,4,0,16,0.10640732265446225,0.1478405315614618,0.014705882352941176
"Kelly Olynyk","TOR",78,1759,180,0,74,19,1,0,23,0.13562386980108498,0.18639798488664988,0.00641025641025641
"Nick Richards","CHA",67,1759,179,0,90,17,0,0,7,0.20044543429844097,0.20089285714285715,0
"Caleb Martin","MIA",64,1756,99,0,49,14,1,1,6,0.08417508417508418,0.13535911602209943,0.004310344827586207
"Sam Hauser","BOS",79,1741,19,3,4,0,0,0,4,0.0071174377224199285,0.041237113402061855,0
"Al Horford","BOS",65,1740,30,0,9,2,0,0,7,0.02112676056338028,0.05357142857142857,0
"Toumani Camara","POR",70,1739,99,0,44,10,0,0,10,0.09322033898305085,0.14666666666666667,0
"Obi Toppin","IND",82,1730,100,1,49,16,0,0,9,0.08006535947712418,0.13649025069637882,0
"Bilal Coulibaly","WAS",63,1715,131,1,68,18,0,0,4,0.14107883817427386,0.22895622895622897,0
"OG Anunoby","NYK",50,1702,89,4,47,15,0,0,3,0.07717569786535304,0.13742690058479531,0
"Jabari Walker","POR",72,1701,171,0,81,21,0,0,14,0.14235500878734622,0.1883720930232558,0
"Andrew Nembhard","IND",68,1697,56,0,28,6,0,0,3,0.051470588235294115,0.07506702412868632,0
"Cason Wallace","OKC",82,1692,37,0,20,3,0,0,0,0.04357298474945534,0.08888888888888889,0
"Trey Murphy III","NOP",57,1690,151,15,53,12,4,0,15,0.08558558558558559,0.24423963133640553,0.008908685968819599
"Kristaps Porzingis","BOS",57,1690,302,7,126,27,2,1,34,0.15023474178403756,0.22580645161290322,0.006802721088435374
"Kyle Lowry","PHI",60,1690,75,5,23,4,4,1,9,0.06766917293233082,0.15753424657534246,0.015810276679841896
"Jordan Clarkson","UTA",55,1682,201,13,72,16,9,0,17,0.09194097616345062,0.12788632326820604,0.02830188679245283
"De'Andre Hunter","ATL",57,1681,196,3,85,26,8,2,14,0.12774725274725274,0.20334928229665072,0.025806451612903226
"Pat Connaughton","MIL",76,1676,58,1,19,6,1,0,11,0.055401662049861494,0.1557377049180328,0.0041841004184100415
"Christian Braun","DEN",82,1656,134,1,67,14,0,0,7,0.125,0.18010752688172044,0
"Simone Fontecchio","DET",66,1644,66,1,29,7,4,2,3,0.057692307692307696,0.1228813559322034,0.011904761904761904
"Ochai Agbaji","TOR",78,1642,56,1,30,13,0,0,4,0.06666666666666667,0.12552301255230125,0
"Julius Randle","NYK",46,1630,302,8,132,31,0,0,31,0.14087513340448238,0.19047619047619047,0
"Precious Achiuwa","NYK",74,1624,112,0,54,10,0,0,7,0.10526315789473684,0.12980769230769232,0
"Santi Aldama","MEM",61,1618,87,0,37,14,5,2,7,0.06913996627318718,0.1289198606271777,0.013071895424836602
"Cameron Johnson","BKN",58,1599,109,8,47,12,3,2,8,0.07633587786259542,0.15614617940199335,0.00847457627118644
"Malaki Branham","SAS",75,1594,63,4,29,8,1,1,4,0.046224961479198766,0.07611548556430446,0.0037313432835820895
"Paul Reed","PHI",82,1590,85,0,51,19,0,0,1,0.099609375,0.11208791208791209,0
"Ausar Thompson","DET",63,1583,119,0,61,15,0,0,6,0.11596958174904944,0.14769975786924938,0
"Anfernee Simons","POR",46,1582,178,21,70,15,5,1,10,0.08370535714285714,0.1437371663244353,0.012224938875305624
"Kevin Huerter","SAC",64,1562,47,2,20,3,0,0,5,0.03466204506065858,0.0847457627118644,0
"Bennedict Mathurin","IND",59,1538,224,6,110,27,2,0,10,0.1497326203208556,0.20676691729323307,0.009259259259259259
"Evan Mobley","CLE",50,1532,171,0,84,21,0,0,12,0.13658536585365855,0.1510791366906475,0
"Chris Paul","GSW",58,1531,52,4,9,4,2,0,14,0.023206751054852322,0.03435114503816794,0.009433962264150943
"Nicolas Batum","PHI",60,1529,21,0,6,1,2,0,2,0.030418250950570342,0.07894736842105263,0.0106951871657754
"Russell Westbrook","LAC",68,1529,160,0,81,18,0,0,8,0.1115702479338843,0.14160839160839161,0
"Zach Collins","SAS",69,1526,162,0,69,20,0,0,21,0.1037593984962406,0.14256198347107438,0
"Josh Green","DAL",57,1505,57,0,19,4,3,2,8,0.05641025641025641,0.09405940594059406,0.015957446808510637
"Walker Kessler","UTA",64,1493,93,0,43,11,0,0,8,0.112565445026178,0.1184573002754821,0
"Draymond Green","GSW",55,1490,74,0,32,7,1,0,7,0.0829145728643216,0.11940298507462686,0.007692307692307693
"Peyton Watson","DEN",80,1488,106,1,54,8,0,0,3,0.10953346855983773,0.15835777126099707,0
"Matisse Thybulle","POR",65,1487,29,0,14,2,0,0,2,0.0425531914893617,0.14285714285714285,0
"Khris Middleton","MIL",55,1487,120,4,41,8,7,1,11,0.07038123167155426,0.09557109557109557,0.02766798418972332
"Bojan Bogdanovic","NYK",57,1478,149,4,61,12,2,1,17,0.08618331053351573,0.15404040404040403,0.005970149253731343
"Julian Champagnie","SAS",74,1468,92,0,31,4,12,2,1,0.0958904109589041,0.20394736842105263,0.038461538461538464
"Patrick Beverley","MIL",73,1463,90,0,31,9,1,0,16,0.07960199004975124,0.1409090909090909,0.005494505494505495
"Amir Coffey","LAC",70,1460,71,0,32,11,2,1,7,0.09090909090909091,0.1693121693121693,0.010810810810810811
"Isaiah Joe","OKC",78,1445,52,2,11,4,8,2,6,0.03815261044176707,0.07913669064748201,0.022284122562674095
"Desmond Bane","MEM",42,1443,161,18,58,12,3,1,20,0.07290400972053462,0.12554112554112554,0.00554016620498615
"Vince Williams Jr.","MEM",52,1436,130,11,44,5,2,0,15,0.10952380952380952,0.21052631578947367,0.009478672985781991
"Isaiah Stewart","DET",46,1423,85,0,43,9,0,0,3,0.10336538461538461,0.17842323651452283,0
"Moritz Wagner","ORL",80,1415,204,0,111,36,1,0,7,0.17834394904458598,0.216796875,0.008620689655172414
"Tyler Herro","MIA",42,1407,111,10,44,11,4,0,7,0.06217616580310881,0.10114942528735632,0.011869436201780416
"Wendell Carter Jr.","ORL",55,1406,134,0,56,12,0,0,18,0.11940298507462686,0.18791946308724833,0
"Onyeka Okongwu","ATL",55,1405,116,1,61,14,0,0,3,0.14805825242718446,0.17784256559766765,0
"Amen Thompson","HOU",62,1388,155,0,81,27,0,0,9,0.162,0.1832579185520362,0
"Haywood Highsmith","MIA",66,1366,36,0,11,4,2,0,6,0.038461538461538464,0.0763888888888889,0.010309278350515464
"Dyson Daniels","NOP",61,1358,53,0,23,3,0,0,4,0.06948640483383686,0.11734693877551021,0
"Andre Drummond","CHI",79,1351,218,0,102,16,0,0,14,0.18021201413427562,0.1811722912966252,0
"Marcus Sasser","DET",71,1351,66,3,25,5,0,0,9,0.046992481203007516,0.08561643835616438,0
"Kris Murray","POR",62,1348,56,0,31,10,0,0,2,0.08010335917312661,0.15196078431372548,0
"Miles McBride","NYK",68,1328,50,1,14,4,5,1,6,0.0405982905982906,0.0707070707070707,0.018518518518518517
"Jakob Poeltl","TOR",50,1319,107,0,53,17,0,0,9,0.1280193236714976,0.1280193236714976,0
"Joel Embiid","PHI",39,1309,452,13,195,35,3,0,37,0.1952662721893491,0.22362385321100917,0.02112676056338028
"Jeff Green","HOU",78,1307,149,0,75,17,0,0,8,0.17688679245283018,0.2840909090909091,0
"Cameron Payne","PHI",78,1304,67,2,29,6,2,0,4,0.06126482213438735,0.12236286919831224,0.007434944237918215
"Gary Harris","ORL",54,1297,45,6,11,2,1,1,11,0.0392156862745098,0.10891089108910891,0.004878048780487805
"Dereck Lively II","DAL",55,1294,81,0,40,11,0,0,5,0.12307692307692308,0.1238390092879257,0
"T.J. McConnell","IND",71,1291,62,0,33,12,0,0,4,0.05374592833876222,0.05789473684210526,0
"Aaron Holiday","HOU",78,1269,63,9,21,5,1,0,7,0.05069124423963134,0.09722222222222222,0.0045871559633027525
"Cedi Osman","SAS",72,1269,52,0,25,10,0,0,6,0.06265664160401002,0.1404494382022472,0
"Gradey Dick","TOR",60,1268,51,2,17,4,2,0,7,0.041304347826086954,0.07834101382488479,0.00823045267489712
"Naji Marshall","NOP",66,1257,86,2,39,8,2,0,4,0.1025,0.15725806451612903,0.013157894736842105
"Kris Dunn","UTA",66,1249,32,0,13,2,0,0,4,0.040123456790123455,0.06103286384976526,0
"Gordon Hayward","OKC",51,1245,120,2,63,16,0,0,4,0.14,0.175,0
"GG Jackson","MEM",48,1233,153,2,73,11,0,0,8,0.1168,0.2153392330383481,0
"Aaron Wiggins","OKC",78,1228,71,0,38,9,0,0,2,0.09359605911330049,0.1357142857142857,0
"Larry Nance Jr.","NOP",61,1216,61,0,28,7,0,0,6,0.10687022900763359,0.14213197969543148,0
"Duop Reath","POR",68,1214,93,2,49,12,0,0,3,0.0914179104477612,0.16838487972508592,0
"Alec Burks","NYK",66,1211,167,13,60,8,7,1,12,0.10685805422647528,0.20618556701030927,0.020833333333333332
"Kevon Looney","GSW",74,1195,83,0,41,11,0,0,6,0.155893536121673,0.15648854961832062,0
"David Roddy","PHX",65,1177,68,0,37,8,0,0,1,0.08447488584474885,0.13503649635036497,0
"Vasilije Micic","CHA",60,1176,75,0,32,7,2,0,6,0.08333333333333333,0.13278008298755187,0.0064516129032258064
"Patrick Williams","CHI",43,1174,66,0,33,4,0,0,2,0.08505154639175258,0.1375,0
"John Konchar","MEM",55,1173,25,0,9,3,0,0,5,0.04205607476635514,0.09574468085106383,0
"Joe Ingles","ORL",68,1169,34,15,6,1,0,0,4,0.02586206896551724,0.08450704225352113,0
"Drew Eubanks","PHX",75,1169,93,0,39,8,0,0,12,0.13732394366197184,0.1387900355871886,0
"Anthony Black","ORL",69,1164,80,0,34,8,0,0,10,0.12454212454212454,0.18994413407821228,0
"Jordan Hawkins","NOP",67,1161,80,12,19,0,7,1,6,0.05405405405405406,0.10734463276836158,0.023026315789473683
"Trey Lyles","SAC",58,1158,70,0,32,11,2,1,7,0.09912536443148688,0.2601626016260163,0.00909090909090909
"Moses Moody","GSW",66,1156,93,0,45,12,3,1,3,0.1054945054945055,0.17786561264822134,0.01485148514851485
"Jae Crowder","MIL",50,1156,36,2,7,1,4,0,5,0.039285714285714285,0.06363636363636363,0.023529411764705882
"Trayce Jackson-Davis","GSW",67,1130,132,0,73,22,0,0,4,0.1906005221932115,0.19109947643979058,0
