"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"C.J. Watson","ORL",62,1012,84,40,5,4,1,1,9,4,3,8,0,0,0,0,73
"Bobby Portis","CHI",64,1000,94,55,5,3,10,0,0,0,2,0,0,0,0,0,44
"Taurean Prince","ATL",59,981,96,41,4,2,1,7,5,3,2,7,0,0,0,0,72
"Joffrey Lauvergne","CHI",70,980,83,45,12,8,7,0,4,8,10,1,0,0,0,0,72
"Denzel Valentine","CHI",57,976,86,40,2,1,0,1,2,1,3,1,0,0,0,1,18
"Semaj Christon","OKC",64,973,79,34,1,1,4,1,2,0,1,5,0,0,0,0,32
"Lance Thomas","NYK",46,968,85,34,6,3,2,2,12,1,0,3,0,0,0,0,49
"Leandro Barbosa","PHX",67,963,82,24,2,1,1,1,8,2,8,3,0,0,0,0,53
"Mario Hezonja","ORL",65,960,74,39,6,3,0,2,4,1,1,1,0,0,0,0,53
"Michael Beasley","MIL",56,935,92,59,2,6,2,5,2,0,3,3,0,0,0,3,79
"Al Jefferson","IND",66,931,125,78,11,2,6,1,3,8,10,1,0,0,0,4,74
"Salah Mejri","DAL",73,905,152,75,13,10,16,0,3,22,20,0,0,0,0,5,87
"Aaron Brooks","IND",65,894,93,54,2,2,1,1,6,10,3,6,0,0,0,0,55
"Khris Middleton","MIL",29,889,79,37,5,2,4,4,2,7,4,5,0,0,0,1,74
"Jeremy Lin","BKN",36,883,79,39,4,3,1,3,8,7,4,9,0,0,0,0,138
"Lavoy Allen","IND",61,871,78,51,4,6,2,0,0,0,3,1,0,0,0,1,25
"Pascal Siakam","TOR",55,859,109,63,4,3,3,2,2,0,6,1,0,0,0,1,26
"Ron Baker","NYK",52,857,74,35,1,1,2,0,8,2,2,4,1,0,0,0,56
"David West","GSW",68,854,105,58,7,12,15,0,3,1,1,0,0,0,0,6,73
"Michael Carter-Williams","CHI",45,846,102,54,2,1,5,1,16,1,2,2,1,0,0,0,84
"Paul Zipser","CHI",44,843,78,46,4,1,1,1,2,1,2,2,0,0,0,1,37
"Juan Hernangomez","DEN",62,842,62,32,7,11,2,1,4,0,5,3,0,0,0,1,65
"Mike Dunleavy","ATL",53,841,67,38,4,5,0,1,5,3,6,1,0,0,0,0,43
"Ramon Sessions","CHA",50,811,43,9,1,0,0,1,7,0,1,3,0,0,0,1,87
"Wesley Johnson","LAC",68,810,83,54,1,7,0,0,2,0,3,1,0,0,0,0,18
"Davis Bertans","SAS",67,807,75,53,2,2,3,0,7,4,8,1,0,0,0,1,37
"Derrick Williams","CLE",50,804,60,29,6,3,1,3,0,2,1,2,0,0,0,0,69
"Spencer Hawes","MIL",54,797,77,51,4,10,10,1,1,0,2,1,0,0,0,1,55
"Ed Davis","POR",46,789,137,87,17,8,11,1,3,0,6,2,0,0,0,2,66
"Tyreke Evans","SAC",40,788,60,23,4,0,4,5,0,1,5,6,0,0,0,3,74
"Joel Embiid","PHI",31,786,112,48,10,17,21,9,9,1,7,7,0,0,0,2,219
"DeAndre Liggins","DAL",62,776,81,37,1,2,1,5,9,3,4,1,0,0,0,0,48
"Tyus Jones","MIN",60,774,50,20,3,0,1,0,8,5,1,2,0,0,0,0,51
"J.J. Barea","DAL",35,771,30,9,0,1,0,1,25,2,1,6,0,0,0,0,72
"Hollis Thompson","NOP",40,752,69,33,5,2,0,4,1,1,2,2,2,0,0,2,24
"JaVale McGee","GSW",77,739,109,59,12,12,6,4,3,0,6,1,0,0,0,4,80
"Jodie Meeks","ORL",36,737,41,26,1,0,0,1,7,1,0,2,0,0,0,0,58
"Tomas Satoransky","WAS",57,719,60,22,2,1,1,1,5,2,4,0,0,0,0,3,45
"Anthony Morrow","CHI",49,714,44,20,1,3,0,0,2,0,1,0,0,0,0,2,42
"Alan Williams","PHX",47,708,125,58,14,9,22,2,1,0,1,5,0,0,0,5,99
"Trey Burke","WAS",57,703,54,22,1,0,3,1,4,0,3,1,0,0,0,0,31
"Rodney Stuckey","IND",39,696,44,19,1,1,5,4,4,1,2,9,0,0,0,1,76
"Kris Humphries","ATL",56,689,69,37,8,11,3,0,4,0,3,3,0,0,0,3,76
"Roy Hibbert","DEN",48,682,100,59,8,10,12,0,1,0,4,0,0,0,0,4,64
"Chandler Parsons","MEM",34,675,52,28,4,1,2,1,4,3,4,0,0,0,0,0,37
"Alec Burks","UTA",42,653,50,27,1,2,1,4,2,0,1,2,0,0,0,1,59
"Omri Casspi","MIN",36,642,50,22,7,4,0,3,0,0,0,2,0,0,0,0,36
"Darrell Arthur","DEN",41,638,76,50,2,4,5,0,1,1,5,2,0,0,0,2,22
"Jakob Poeltl","TOR",54,626,113,64,7,8,11,1,1,1,11,1,0,0,0,2,47
"Justise Winslow","MIA",18,625,52,20,3,0,1,1,4,0,1,4,0,0,0,0,40
"Skal Labissiere","SAC",33,612,64,32,7,8,2,1,2,0,4,2,0,0,0,2,64
"Ivica Zubac","LAL",38,609,66,50,5,3,5,0,0,0,4,1,0,0,0,2,51
"Isaiah Canaan","CHI",39,592,35,13,1,0,1,0,5,3,2,3,0,0,0,0,30
"Tyler Ennis","LAL",53,588,58,32,2,1,2,4,5,1,4,2,0,0,0,0,29
"Alexis Ajinca","NOP",39,584,77,45,5,7,7,1,0,1,1,1,0,0,0,0,45
"Andrew Bogut","CLE",27,583,86,42,7,4,14,0,2,13,9,0,0,0,0,0,28
"Brandon Bass","LAC",52,577,45,21,4,6,3,1,0,0,0,1,0,0,0,1,68
"Marcus Thornton","WAS",33,575,48,16,1,3,3,3,1,0,2,1,1,0,0,0,34
"Dragan Bender","PHX",43,574,74,44,1,2,3,1,2,0,4,2,0,0,0,4,15
"Thon Maker","MIL",57,562,84,50,9,6,3,0,3,4,3,1,0,0,0,4,44
"Thomas Robinson","LAL",48,560,76,50,3,6,9,3,3,6,0,1,0,0,0,1,54
"Beno Udrih","DET",39,560,29,16,0,2,0,0,4,1,1,2,0,0,0,0,35
"Kevin Seraphin","IND",49,559,66,42,6,3,1,0,0,0,4,0,0,0,0,1,20
"Jarell Martin","MEM",42,558,91,52,9,3,5,0,2,3,3,1,0,0,0,1,37
"Quincy Acy","BKN",38,558,67,31,6,7,5,1,2,6,6,4,0,0,0,0,57
"Troy Williams","HOU",30,557,60,29,0,2,0,4,0,0,2,1,0,0,0,0,24
"Ian Mahinmi","WAS",31,555,90,47,6,12,12,0,2,2,5,0,0,0,0,2,60
"Derrick Jones Jr.","PHX",32,545,63,33,3,1,0,4,5,1,2,1,0,0,0,0,32
"Jose Calderon","ATL",41,539,36,16,1,0,0,0,1,2,1,0,0,0,0,0,15
"Gerald Green","BOS",47,538,48,21,6,1,1,2,2,0,1,0,0,0,0,0,25
"Cole Aldrich","MIN",62,531,85,39,6,8,7,0,2,0,9,0,0,0,0,1,26
"Tyler Zeller","BOS",51,525,61,36,4,8,5,1,3,6,5,2,0,0,0,1,49
"Nicolas Brussino","DAL",54,521,43,20,2,2,0,0,2,0,5,0,0,0,0,0,25
"Shabazz Napier","POR",53,512,38,13,1,1,1,0,9,0,0,3,0,0,0,0,50
"KJ McDaniels","BKN",49,506,49,26,3,1,2,2,0,0,0,0,0,0,0,1,25
"Miles Plumlee","CHA",45,485,73,39,12,5,8,0,3,0,4,1,0,0,0,0,40
"Omer Asik","NOP",31,482,51,31,3,9,2,0,1,0,2,0,0,0,0,3,37
"Donatas Motiejunas","NOP",34,479,55,28,6,5,3,0,0,8,6,1,0,0,0,1,49
"Okaro White","MIA",35,471,52,27,3,13,3,1,1,2,4,0,0,0,0,1,35
"Reggie Bullock","DET",31,467,22,12,0,3,1,0,1,0,1,0,0,0,0,0,12
"Cameron Payne","CHI",31,462,52,30,1,1,1,1,4,4,2,1,0,0,0,1,19
"Luis Scola","BKN",36,461,63,27,1,2,9,0,1,3,4,1,1,0,0,0,32
"Rashad Vaughn","MIL",41,459,32,18,0,1,0,0,0,0,2,1,0,0,0,0,5
"James Michael McAdoo","GSW",52,457,47,26,4,3,2,1,0,2,1,1,0,0,0,1,33
"Kevon Looney","GSW",53,447,64,29,10,5,4,1,0,2,1,1,0,0,0,0,30
"Brandan Wright","MEM",28,447,42,25,4,5,1,0,0,0,0,0,0,0,0,0,36
"Delon Wright","TOR",27,446,31,18,1,1,0,2,0,3,2,3,0,0,0,0,46
"Jordan Crawford","NOP",19,442,30,18,0,1,1,2,1,0,0,0,0,0,0,0,22
"Jeff Withey","UTA",51,432,52,33,6,5,5,0,0,0,2,0,0,0,0,3,37
"Brian Roberts","CHA",41,416,18,10,1,1,0,1,4,3,3,1,0,0,0,0,34
"Sasha Vujacic","NYK",42,408,38,17,0,0,2,1,1,0,2,0,0,0,0,0,17
"Wade Baldwin IV","MEM",33,405,40,19,2,1,0,4,4,0,0,0,0,0,0,2,32
"David Nwaba","LAL",20,397,36,23,0,0,0,0,2,0,1,1,0,0,0,0,27
"Toney Douglas","MEM",24,394,50,17,3,0,0,1,3,1,1,1,0,0,0,0,32
"Kay Felder","CLE",42,386,38,23,0,1,0,4,1,0,0,1,0,0,0,0,35
"Kyle Singler","OKC",32,385,29,17,0,0,1,0,1,2,3,3,0,0,0,0,13
"Jordan McRae","CLE",37,383,31,15,1,0,1,0,4,0,0,0,0,0,0,0,27
"Josh McRoberts","MIA",22,381,31,10,3,1,1,1,0,0,1,0,0,0,0,0,10
"Darrun Hilliard","DET",39,381,39,20,2,0,0,0,4,2,0,1,0,0,0,0,28
"James Jones","CLE",48,380,37,13,2,1,1,0,2,1,1,0,0,0,0,0,18
"DeAndre' Bembry","ATL",38,371,21,10,1,1,1,0,3,0,1,0,0,0,0,0,21
"Lance Stephenson","IND",18,362,32,11,2,1,2,3,2,0,0,2,1,0,0,0,22
"Georgios Papagiannis","SAC",22,355,44,34,0,2,0,1,0,0,0,0,0,0,0,0,19
"Raul Neto","UTA",40,346,48,21,2,0,2,1,4,0,1,0,0,0,0,0,16
"Andrew Nicholson","BKN",38,342,55,23,7,2,3,0,0,0,1,1,0,0,0,4,15
"Maurice Ndour","NYK",32,331,30,18,2,3,0,0,1,0,0,0,0,0,0,1,22
"Dejounte Murray","SAS",38,321,29,8,2,0,3,2,1,0,1,2,0,0,0,0,25
"Pat Connaughton","POR",39,316,23,17,0,0,2,0,0,0,1,0,0,0,0,0,6
"Damjan Rudez","ORL",45,314,31,13,2,2,1,0,0,0,3,0,0,0,0,0,5
"Alan Anderson","LAC",30,308,35,17,1,0,0,0,1,0,3,1,1,0,0,0,19
"Chasson Randle","NYK",26,299,39,17,2,2,3,0,2,2,1,1,0,0,0,0,37
"Fred VanVleet","TOR",36,294,36,18,0,0,1,0,1,0,2,0,0,0,0,0,18
"Boban Marjanovic","DET",35,293,25,13,4,5,2,0,1,0,0,0,0,0,0,0,52
"Sheldon Mac","WAS",30,287,17,12,1,0,0,1,3,2,1,2,0,0,0,0,29
"Bryn Forbes","SAS",36,285,20,13,0,0,1,0,1,0,1,0,0,0,0,0,4
"Paul Pierce","LAC",25,277,40,27,3,1,1,0,1,2,0,0,1,0,0,0,17
"Anthony Bennett","BKN",23,264,18,11,2,2,2,0,2,0,1,0,0,0,0,1,25
"Jake Layman","POR",35,249,22,17,1,0,0,2,0,1,0,0,0,0,0,0,12
"Deyonta Davis","MEM",36,238,40,23,1,2,4,0,1,0,0,0,0,0,0,3,17
"Marcelo Huertas","LAL",23,237,16,9,0,0,0,0,4,0,0,1,0,0,0,0,14
"Wayne Selden","MEM",14,236,18,8,2,0,0,2,0,1,0,0,0,0,0,1,14
"Shawn Long","PHI",17,234,49,29,3,5,5,1,1,0,1,0,0,0,0,0,27
"Jonathan Gibson","DAL",17,231,21,7,1,1,3,0,1,2,3,0,0,0,0,0,23
"James Young","BOS",29,220,15,10,0,0,0,0,1,0,1,1,0,0,0,1,8
"Rakeem Christmas","IND",29,219,37,17,5,5,5,0,3,0,2,1,0,0,0,0,28
"Archie Goodwin","BKN",15,214,8,2,0,1,0,1,2,0,0,1,0,0,0,0,32
"Briante Weber","CHA",20,205,16,6,0,0,0,0,0,0,2,1,0,0,0,0,14
"Cheick Diallo","NOP",17,199,17,9,1,1,1,0,2,0,0,0,0,0,0,0,15
"Malachi Richardson","SAC",22,198,23,10,0,0,0,2,1,1,2,1,0,0,0,0,20
"Mike Scott","ATL",18,195,12,7,1,2,1,0,2,0,0,0,0,0,0,0,10
"Treveon Graham","CHA",27,189,18,10,1,0,0,0,0,2,0,0,0,0,0,0,14
"Quinn Cook","NOP",14,187,13,5,0,1,0,0,2,0,0,0,0,0,0,0,9
"Nicolas Laprovittola","SAS",18,174,19,3,1,0,0,0,2,0,0,0,1,0,0,0,11
"Marshall Plumlee","NYK",21,170,23,12,4,4,1,1,0,0,0,0,0,0,0,0,17
"Malik Beasley","DEN",22,165,10,4,1,1,0,0,3,0,1,0,0,0,0,0,9
"AJ Hammons","DAL",22,163,21,9,3,3,4,1,0,0,0,0,0,0,0,0,13
"Metta World Peace","LAL",25,160,18,6,1,1,2,0,0,0,1,1,0,0,0,0,10
"Anthony Brown","ORL",11,159,15,6,0,0,1,0,1,0,0,0,0,0,0,0,1
"Alex Poythress","PHI",6,157,14,11,0,0,0,0,1,0,1,2,0,0,0,0,8
"Mike Miller","DEN",20,151,9,4,0,1,2,0,0,0,0,0,0,0,0,0,1
"Henry Ellenson","DET",19,146,6,2,1,0,1,1,1,0,0,0,0,0,0,1,7
"Jordan Mickey","BOS",25,141,12,4,1,1,2,0,1,0,1,0,0,0,0,2,10
"Adreian Payne","MIN",18,135,32,18,2,1,0,2,0,0,4,0,0,0,0,0,13
"Joe Young","IND",33,135,5,5,0,0,0,0,0,1,1,0,0,0,0,0,12
"Ronnie Price","PHX",14,134,14,3,0,0,0,0,1,2,1,0,0,0,0,0,6
"Udonis Haslem","MIA",16,130,22,12,2,3,4,0,2,1,2,0,0,0,0,0,15
"Nick Collison","OKC",20,128,17,8,2,2,0,0,0,2,2,0,0,0,0,1,9
"Norris Cole","OKC",13,125,18,8,0,0,1,0,0,0,2,1,0,0,0,0,8
"Bobby Brown","HOU",25,123,5,2,0,0,0,0,0,1,0,0,0,0,0,0,2
"Joel Anthony","SAS",19,122,11,6,0,0,1,0,0,2,1,0,0,0,0,0,6
"Jared Sullinger","TOR",11,118,17,7,0,1,2,0,1,0,0,0,0,0,0,0,9
"Jarrod Uthoff","DAL",9,115,8,6,0,0,0,0,0,0,0,0,0,0,0,0,5
"Chris Andersen","CLE",12,114,20,13,0,2,1,0,1,0,0,0,0,0,0,0,10
"Ryan Kelly","ATL",16,110,5,3,2,1,0,0,0,1,0,0,0,0,0,0,6
"Stephen Zimmerman","ORL",19,108,17,12,0,0,1,0,0,0,1,0,0,0,0,0,2
"CJ Wilcox","ORL",22,108,8,4,1,0,0,0,2,1,0,0,0,0,0,0,7
"Christian Wood","CHA",13,107,11,5,2,2,2,1,3,0,1,0,0,0,0,0,17
"Gary Payton II","MIL",6,99,9,5,0,1,0,1,0,0,0,0,0,0,0,0,5
"Georges Niang","IND",23,93,6,5,0,1,0,0,0,1,0,0,0,0,0,0,2
"Anderson Varejao","GSW",14,92,16,9,2,0,1,1,2,0,0,0,0,0,0,0,10
"Alonzo Gee","DEN",13,89,14,3,2,1,0,1,0,0,0,0,0,0,0,0,6
"Damian Jones","GSW",10,85,15,8,0,1,4,0,0,0,0,0,0,0,0,0,6
"Pierre Jackson","DAL",8,84,5,0,0,0,0,0,0,1,1,0,0,0,0,0,9
"Johnny O'Bryant III","CHA",11,81,10,5,0,0,2,0,0,0,0,0,0,0,0,0,4
"Chris McCullough","WAS",16,80,7,4,0,1,0,0,0,0,0,0,0,0,0,0,3
"Tim Quarterman","POR",16,80,6,2,0,0,0,0,0,1,0,0,0,0,0,0,5
"Reggie Williams","NOP",6,79,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4
"Tiago Splitter","PHI",8,76,8,4,1,0,0,0,0,0,1,0,0,0,0,0,7
"Daniel Ochefu","WAS",19,75,17,11,1,0,2,0,0,0,0,0,0,0,0,0,3
"Jerryd Bayless","PHI",3,72,4,2,0,0,0,0,0,0,0,1,0,0,0,0,7
"Jarell Eddie","PHX",5,62,1,1,0,1,0,0,0,0,0,1,0,0,0,0,6
"Joel Bolomboy","UTA",12,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"Isaiah Taylor","HOU",4,52,6,2,0,0,0,0,2,0,0,0,0,0,0,0,4
"Chinanu Onuaku","HOU",5,52,6,4,0,0,1,0,0,0,0,0,0,0,0,0,2
"Marcus Georges-Hunt","ORL",5,48,5,2,1,0,0,0,0,0,0,0,0,0,0,0,5
"Axel Toupane","NOP",4,47,6,4,0,0,0,0,1,0,0,0,0,0,0,0,2
"Jordan Hill","MIN",7,47,9,8,1,1,0,0,0,0,0,0,0,0,0,0,3
"Kyle Wiltjer","HOU",14,44,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2
"Patricio Garino","ORL",5,43,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"Lamar Patterson","ATL",5,40,6,4,1,0,0,0,0,0,0,0,0,0,0,0,2
"Bruno Caboclo","TOR",9,40,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"Greivis Vasquez","BKN",3,39,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Jordan Farmar","SAC",2,35,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"Jarrett Jack","NOP",2,33,4,2,0,0,0,0,0,1,2,0,0,0,0,0,2
"Michael Gbinije","DET",9,32,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"Justin Harper","PHI",3,31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Huestis","OKC",2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Arinze Onuaku","ORL",8,28,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1
"Edy Tavares","CLE",2,28,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2
"Mike Tobey","CHA",2,25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Manny Harris","DAL",4,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"Diamond Stone","LAC",7,24,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2
"Elijah Millsap","PHX",2,23,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2
"Steve Novak","MIL",8,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gary Neal","ATL",2,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Demetrius Jackson","BOS",5,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"Aaron Harrison","CHA",5,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"John Jenkins","PHX",4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Larry Sanders","CLE",5,13,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1
"Dahntay Jones","CLE",1,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
"John Lucas III","MIN",5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Bentil","DAL",3,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Brice Johnson","LAC",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RJ Hunter","CHI",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jarnell Stokes","DEN",2,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1
"Danuel House","WAS",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
