"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Devin Booker","PHX",68,2345,30,0,101,6,0,95,26,0,61,13,0,4
"Reggie Jackson","LAC",75,2337,0,0,38,9,0,67,2,0,55,17,0,5
"Herbert Jones","NOP",78,2335,11,0,138,6,0,216,16,0,126,40,5,0
"Evan Mobley","CLE",69,2331,4,0,64,2,0,69,7,0,41,3,0,0
"Andrew Wiggins","GSW",73,2330,1,0,120,0,0,83,7,0,38,1,0,0
"Kentavious Caldwell-Pope","WAS",77,2329,6,0,35,0,0,31,0,0,30,1,5,0
"Zach LaVine","CHI",67,2328,8,0,43,9,0,46,5,0,21,5,0,5
"Alec Burks","NYK",81,2318,5,0,134,5,0,90,13,0,82,10,0,0
"Terance Mann","LAC",81,2317,4,0,40,0,0,33,10,0,27,10,0,3
"Luka Doncic","DAL",65,2301,11,0,46,18,0,61,24,0,45,15,5,0
"Joel Embiid","PHI",68,2297,15,0,88,5,0,105,17,0,62,4,6,0
"Marcus Smart","BOS",71,2296,0,0,68,3,0,77,5,0,40,19,5,3
"Jordan Poole","GSW",76,2283,23,2,115,10,0,151,16,0,89,20,0,0
"Will Barton","DEN",71,2276,1,0,42,0,0,56,8,0,36,1,0,0
"Desmond Bane","MEM",76,2266,1,0,94,3,0,82,18,0,89,19,5,0
"Donovan Mitchell","UTA",67,2266,1,0,100,0,0,83,4,0,27,17,2,0
"Jonas Valanciunas","NOP",74,2240,0,0,157,0,0,108,8,0,115,38,2,0
"Monte Morris","DEN",75,2239,0,0,33,1,0,15,0,0,3,0,0,0
"Jaylen Brown","BOS",66,2220,1,0,80,7,0,73,10,0,39,4,8,2
"Stephen Curry","GSW",64,2211,8,0,69,4,0,82,2,0,49,2,0,0
"Jrue Holiday","MIL",67,2208,0,0,32,0,0,22,2,0,29,0,0,0
"Giannis Antetokounmpo","MIL",67,2204,5,0,111,7,0,120,18,0,102,32,0,0
"Kyle Kuzma","WAS",66,2204,0,0,45,0,0,19,1,0,49,7,10,0
"Derrick White","BOS",75,2199,1,0,79,3,0,72,8,0,42,6,0,5
"Kevin Huerter","ATL",74,2188,2,0,86,7,0,79,3,0,59,17,0,0
"Devonte' Graham","NOP",76,2162,0,0,23,0,0,10,0,0,0,0,0,0
"Tyler Herro","MIA",66,2151,0,0,38,0,0,13,0,0,12,4,0,0
"CJ McCollum","NOP",62,2145,2,0,34,0,0,35,5,0,35,5,0,0
"Khris Middleton","MIL",66,2141,3,0,67,0,0,40,2,0,34,10,0,0
"Jordan Clarkson","UTA",79,2141,3,0,52,5,0,28,2,0,24,10,0,0
"Chris Paul","PHX",65,2139,6,0,38,1,0,26,0,0,22,2,5,0
"Malik Monk","LAL",76,2139,5,0,41,0,0,35,6,0,36,7,13,0
"Jalen Green","HOU",67,2138,36,0,78,11,0,46,10,0,11,6,0,0
"Domantas Sabonis","SAC",62,2136,0,0,119,0,0,122,1,0,118,20,1,3
"Seth Curry","BKN",64,2134,3,0,90,3,0,89,7,0,53,11,10,6
"Kyle Lowry","MIA",63,2133,2,0,88,6,0,113,11,0,80,28,3,0
"Bojan Bogdanovic","UTA",69,2131,2,0,16,0,0,23,2,0,15,6,5,0
"Jaren Jackson Jr.","MEM",78,2126,2,0,131,3,0,159,9,0,143,40,6,2
"Rudy Gobert","UTA",66,2120,0,0,59,0,0,48,3,0,85,15,7,3
"Ayo Dosunmu","CHI",77,2110,6,0,87,0,0,91,2,0,44,13,0,0
"Christian Wood","HOU",68,2094,11,0,46,21,0,93,23,0,47,15,0,0
"Cade Cunningham","DET",64,2088,13,0,160,15,0,165,29,0,119,25,10,5
"LeBron James","LAL",56,2084,0,0,34,7,0,41,4,0,29,9,6,0
"De'Aaron Fox","SAC",59,2084,0,0,109,2,0,92,1,0,64,2,8,0
"D'Angelo Russell","MIN",65,2077,6,0,71,1,0,70,0,0,18,5,13,0
"Davion Mitchell","SAC",75,2076,1,0,67,0,0,67,14,0,59,7,0,0
"Cole Anthony","ORL",65,2059,9,0,105,1,0,96,0,0,38,3,0,0
"Mike Conley","UTA",72,2058,3,0,23,0,0,36,0,0,27,0,5,0
"Justin Holiday","SAC",74,2057,4,0,65,0,0,53,3,0,24,2,5,5
"Jae'Sean Tate","HOU",78,2056,13,0,183,21,0,163,60,0,130,67,0,0
"Kevin Durant","BKN",55,2047,20,0,53,4,0,75,9,0,31,8,7,0
"Duncan Robinson","MIA",79,2043,13,0,87,2,0,158,19,0,32,19,1,7
"Clint Capela","ATL",74,2042,0,0,64,0,0,57,12,0,35,10,0,0
"Bobby Portis","MIL",72,2028,0,0,45,0,0,49,0,0,42,3,1,0
"Al Horford","BOS",69,2005,0,0,37,0,0,52,3,0,44,2,10,0
"Kelly Oubre Jr.","CHA",76,1999,10,0,73,8,0,90,5,0,60,11,3,0
"Steven Adams","MEM",76,1999,2,0,66,6,0,45,4,0,34,4,0,0
"Deni Avdija","WAS",82,1984,16,0,74,0,0,39,0,0,39,6,0,0
"P.J. Tucker","MIA",71,1981,4,0,87,0,0,95,10,0,27,13,5,0
"Isaac Okoro","CLE",67,1981,0,0,80,0,0,64,0,0,20,12,5,0
"Spencer Dinwiddie","DAL",67,1980,5,0,75,3,0,38,9,0,43,14,0,0
"Malik Beasley","MIN",79,1976,4,0,29,4,0,27,0,0,7,0,0,0
"Jakob Poeltl","SAS",68,1970,5,0,151,0,0,116,4,0,131,21,5,5
"Shai Gilgeous-Alexander","OKC",56,1942,19,0,54,13,0,92,33,4,40,26,0,0
"Robert Covington","LAC",71,1939,7,0,90,15,0,132,5,0,58,19,5,0
"Devin Vassell","SAS",71,1937,7,0,47,0,0,37,1,0,19,1,0,10
"Jimmy Butler","MIA",57,1931,0,0,27,0,0,40,0,0,4,0,5,0
"Darius Bazley","OKC",69,1924,0,0,3,0,0,3,0,0,9,0,0,0
"Luke Kennard","LAC",70,1919,2,0,51,0,0,28,1,0,23,8,6,0
"Kevin Porter Jr.","HOU",61,1907,25,0,86,8,0,86,21,0,56,19,5,5
"Reggie Bullock","DAL",68,1902,0,0,40,1,0,40,0,0,5,6,0,0
"Ja Morant","MEM",57,1889,1,0,19,2,0,42,6,0,15,0,0,0
"Jae Crowder","PHX",67,1886,16,0,110,10,0,114,12,0,91,9,0,0
"Jarred Vanderbilt","MIN",74,1880,9,0,103,2,0,88,5,0,48,16,0,9
"Lauri Markkanen","CLE",61,1878,5,0,58,2,0,34,0,0,48,9,5,0
"Grant Williams","BOS",77,1875,14,0,101,0,0,76,9,1,44,16,0,2
"Brandon Ingram","NOP",55,1869,4,0,66,1,0,62,4,0,33,7,2,5
"Cody Martin","CHA",71,1866,6,0,74,0,0,65,3,0,22,3,0,0
"Ivica Zubac","LAC",76,1852,0,0,79,1,0,83,25,0,44,15,0,13
"Wendell Carter Jr.","ORL",62,1852,8,0,104,5,0,78,12,0,55,20,1,5
"Jeff Green","DEN",75,1849,1,0,55,0,0,59,3,0,45,5,1,2
"Bogdan Bogdanovic","ATL",63,1848,0,0,61,0,0,38,0,0,33,6,0,0
"Mitchell Robinson","NYK",72,1848,3,0,105,0,0,92,11,0,66,37,2,0
"Dennis Schroder","HOU",64,1837,4,0,64,2,0,78,0,0,33,0,2,0
"Bam Adebayo","MIA",56,1825,0,0,64,0,0,101,4,0,86,12,15,5
"Mo Bamba","ORL",71,1824,13,0,106,11,0,84,6,0,38,25,5,0
"Isaiah Stewart","DET",71,1816,1,0,118,9,0,168,11,0,80,44,0,10
"Jarrett Allen","CLE",56,1810,1,0,48,0,0,43,3,0,21,0,0,0
"Grayson Allen","MIL",66,1805,1,0,29,0,0,19,0,0,4,0,4,0
"Robert Williams III","BOS",61,1804,0,0,70,0,0,76,3,0,44,13,1,2
"Jaden McDaniels","MIN",70,1803,13,0,115,9,0,117,48,0,108,58,1,2
"Immanuel Quickley","NYK",78,1802,10,0,83,1,0,32,1,0,52,12,0,0
"Corey Kispert","WAS",77,1801,0,0,33,0,0,23,0,0,18,0,0,0
"Dwight Powell","DAL",82,1798,7,0,85,3,0,87,23,0,51,19,0,0
"Carmelo Anthony","LAL",69,1793,5,0,93,1,0,40,3,0,41,6,14,5
"Mason Plumlee","CHA",73,1793,20,0,104,4,0,112,38,0,85,40,4,4
"Josh Hart","POR",54,1791,5,0,75,7,0,64,11,0,88,1,1,3
"Caris LeVert","CLE",58,1780,1,0,54,0,0,50,7,0,46,14,5,0
"Bruce Brown","BKN",72,1774,15,0,73,13,0,106,31,0,99,6,0,0
"P.J. Washington","CHA",65,1768,10,0,70,10,0,72,11,0,56,22,8,0
"Chuma Okeke","ORL",70,1749,2,0,37,6,0,32,7,0,17,0,0,0
"Georges Niang","PHI",76,1736,6,0,47,1,0,36,15,1,54,21,0,0
"Kevon Looney","GSW",82,1732,15,0,102,9,0,107,24,0,48,20,0,0
"Gary Harris","ORL",61,1730,12,0,48,7,0,37,0,0,15,17,0,5
"Cameron Johnson","PHX",66,1730,0,0,30,0,0,16,0,0,9,0,0,0
"OG Anunoby","TOR",48,1728,3,0,110,8,0,97,13,0,57,15,0,0
"Precious Achiuwa","TOR",73,1725,4,0,47,3,0,56,11,0,35,15,0,0
"Deandre Ayton","PHX",58,1713,3,0,75,7,0,81,14,0,47,13,5,0
"Garrison Mathews","HOU",65,1712,14,0,95,2,0,71,8,0,45,17,3,2
"Josh Giddey","OKC",54,1700,0,0,33,1,0,15,0,0,12,0,0,0
"Pat Connaughton","MIL",65,1691,8,0,48,2,0,23,0,0,0,0,0,0
"Chris Boucher","TOR",80,1690,13,0,84,6,0,68,7,0,34,9,1,0
"Matisse Thybulle","PHI",66,1685,3,0,88,0,0,115,16,0,46,10,0,0
"Anfernee Simons","POR",57,1681,15,0,84,15,0,51,9,0,48,4,0,0
"Coby White","CHI",61,1675,6,0,66,0,0,33,8,0,32,12,0,0
"Danilo Gallinari","ATL",66,1672,0,0,26,0,0,8,0,0,0,2,0,0
"Eric Gordon","HOU",57,1670,2,0,17,10,0,16,0,0,2,0,0,0
"Luguentz Dort","OKC",51,1665,7,0,66,4,0,74,16,0,24,2,0,0
"Kevin Love","CLE",74,1665,9,0,33,0,0,18,0,0,4,0,0,0
"John Collins","ATL",54,1663,1,0,95,3,0,99,3,0,112,8,5,0
"De'Anthony Melton","MEM",73,1657,4,0,62,2,0,29,5,0,7,0,5,0
"Kenyon Martin Jr.","HOU",79,1656,2,0,36,0,0,28,5,0,18,2,5,0
"Killian Hayes","DET",66,1647,6,0,106,0,0,75,16,3,61,22,3,0
"Montrezl Harrell","CHA",71,1640,4,0,48,0,0,36,1,0,10,6,9,7
"Lonnie Walker IV","SAS",70,1612,3,0,30,0,0,5,0,0,12,0,4,0
"Cory Joseph","DET",65,1600,9,0,75,9,0,81,10,0,46,15,0,0
"Josh Richardson","SAS",65,1600,0,0,32,1,0,22,5,0,11,5,7,3
"Torrey Craig","PHX",78,1596,0,0,74,0,0,40,6,0,32,6,0,0
"Gabe Vincent","MIA",68,1589,3,0,61,0,0,73,0,0,76,4,14,0
"Max Strus","MIA",68,1587,5,0,34,0,0,27,0,0,15,1,0,0
"Jusuf Nurkic","POR",56,1579,14,0,136,1,0,104,3,0,56,48,0,0
"De'Andre Hunter","ATL",53,1577,0,0,49,1,0,45,4,0,82,12,1,4
"Amir Coffey","LAC",69,1567,0,0,21,0,0,12,2,0,20,1,5,0
"Marcus Morris Sr.","LAC",54,1564,5,0,74,0,0,41,0,0,36,0,0,0
"Oshae Brissett","IND",67,1564,2,0,59,0,0,45,6,0,17,1,0,0
"Gordon Hayward","CHA",49,1564,4,0,47,1,0,45,0,0,7,2,0,0
"Tyus Jones","MEM",73,1549,0,0,1,0,0,3,0,0,0,0,0,0
"Chris Duarte","IND",55,1541,0,0,36,0,0,23,0,0,10,0,0,0
"Trey Lyles","SAC",75,1536,3,0,40,2,0,21,1,0,18,0,0,0
"Javonte Green","CHI",65,1519,2,0,35,2,0,45,8,0,27,6,0,0
"Talen Horton-Tucker","LAL",60,1511,12,0,76,0,0,46,18,0,63,5,0,0
"Jerami Grant","DET",47,1500,2,0,52,1,0,78,2,0,36,2,2,0
"Alperen Sengun","HOU",72,1489,10,0,82,7,0,89,35,0,82,26,5,0
"Kyle Anderson","MEM",69,1484,2,0,41,0,0,33,2,0,9,2,0,0
"Kristaps Porzingis","WAS",51,1481,0,0,82,6,0,75,9,0,62,8,0,0
"Austin Rivers","DEN",67,1480,4,0,48,0,0,30,1,0,14,8,0,0
"Patrick Beverley","MIN",58,1476,7,0,86,1,0,77,22,0,78,23,1,1
"Nickeil Alexander-Walker","UTA",65,1466,2,0,19,0,0,21,1,0,45,0,0,0
"Nicolas Batum","LAC",59,1462,0,0,17,0,0,22,7,0,14,3,0,0
"Cedi Osman","CLE",66,1462,5,0,47,0,0,33,0,0,37,0,0,0
"Norman Powell","LAC",45,1458,3,0,75,1,0,47,8,0,33,0,5,0
"Delon Wright","ATL",77,1452,0,0,1,0,0,4,0,0,0,0,0,0
"Maxi Kleber","DAL",59,1450,4,0,54,1,0,40,7,0,54,9,5,0
"Terrence Ross","ORL",63,1448,11,0,30,0,0,8,0,0,1,0,0,0
"Daniel Gafford","WAS",72,1444,20,0,86,3,0,89,15,0,44,15,6,0
"Bradley Beal","WAS",40,1439,6,0,39,5,0,64,8,0,25,2,5,0
"Landry Shamet","PHX",69,1437,0,0,14,1,0,24,3,0,26,0,0,0
"Andre Drummond","BKN",73,1437,5,0,87,6,0,77,14,0,64,15,1,4
"Austin Reaves","LAL",61,1418,7,0,42,0,0,23,1,0,13,4,5,1
"Furkan Korkmaz","PHI",67,1414,0,0,16,0,0,0,0,0,0,0,0,0
"Avery Bradley","LAL",62,1406,2,0,36,0,0,40,2,0,16,3,0,0
"Anthony Davis","LAL",40,1404,4,0,73,0,0,51,23,0,47,0,10,0
"R.J. Hampton","ORL",64,1402,4,0,35,4,0,9,0,0,4,0,0,0
"Otto Porter Jr.","GSW",63,1401,0,0,32,0,0,17,3,0,24,0,0,0
"Jaxson Hayes","NOP",70,1398,14,0,68,4,0,51,18,2,33,16,0,0
"Caleb Martin","MIA",60,1372,3,0,30,2,0,6,0,0,12,0,0,0
"Raul Neto","WAS",70,1372,4,0,33,0,0,20,0,0,13,1,6,0
"Tre Mann","OKC",60,1367,7,0,41,10,0,24,7,0,13,7,1,0
"Eric Bledsoe","LAC",54,1361,0,0,36,0,0,24,1,0,17,0,0,0
"Danny Green","PHI",62,1353,0,0,40,1,0,57,3,0,27,3,0,0
"Ziaire Williams","MEM",62,1346,4,0,29,3,0,22,0,0,14,1,0,0
"Josh Christopher","HOU",74,1334,1,0,19,2,0,4,4,0,26,0,0,0
"Draymond Green","GSW",46,1329,2,0,67,11,0,80,24,0,57,11,0,0
"Bones Hyland","DEN",69,1310,4,0,46,0,0,31,4,0,20,4,1,0
"Jalen Suggs","ORL",48,1307,11,0,66,15,0,64,14,0,27,24,1,0
"John Konchar","MEM",72,1292,2,0,29,1,0,14,4,0,7,3,0,0
"Bryn Forbes","DEN",75,1286,1,0,28,5,0,22,0,0,2,0,0,0
"Ben McLemore","POR",64,1285,8,0,34,2,0,35,7,1,14,4,0,0
"Chimezie Metu","SAC",60,1279,0,0,34,0,0,6,1,0,17,0,0,0
"Cameron Payne","PHX",58,1278,6,0,34,0,0,19,0,0,18,1,0,0
"Hamidou Diallo","DET",58,1269,8,0,69,4,0,97,14,0,38,24,2,3
"Damion Lee","GSW",63,1256,0,0,10,0,0,18,3,0,22,3,0,0
"George Hill","MIL",54,1253,1,0,16,0,0,10,0,0,8,1,0,0
"Brandon Clarke","MEM",64,1246,4,0,28,3,0,24,15,0,35,6,0,0
"Tim Hardaway Jr.","DAL",42,1245,0,0,14,1,0,16,0,0,21,0,0,5
"Drew Eubanks","POR",71,1245,2,0,45,1,2,57,1,0,16,11,0,0
"Gary Payton II","GSW",71,1242,11,0,51,0,0,38,6,0,26,11,0,0
"Myles Turner","IND",42,1235,0,0,42,0,0,61,0,0,57,12,0,0
"Aleksej Pokusevski","OKC",61,1233,3,0,29,0,0,25,0,0,8,8,0,0
"Obi Toppin","NYK",72,1230,0,0,29,0,0,9,0,0,0,0,0,0
"Doug McDermott","SAS",51,1223,1,0,37,3,0,24,0,0,10,5,0,0
"Isaiah Hartenstein","LAC",68,1216,10,0,44,0,0,58,8,0,58,12,0,0
"Naz Reid","MIN",77,1215,9,0,102,4,0,29,9,1,36,5,0,6
"Lonzo Ball","CHI",35,1212,0,0,52,0,0,47,4,0,51,0,0,0
"Aaron Wiggins","OKC",50,1209,5,1,27,6,0,24,6,0,18,6,0,0
"Malcolm Brogdon","IND",36,1206,0,0,19,0,0,32,0,0,2,3,0,0
"James Johnson","BKN",62,1191,5,0,46,13,0,37,7,1,38,54,0,0
"Jordan Nwora","MIL",62,1185,5,0,21,0,0,14,4,0,11,6,2,0
"Jonathan Kuminga","GSW",70,1185,1,0,64,0,0,22,12,0,51,13,0,0
"Facundo Campazzo","DEN",65,1184,5,0,43,0,0,36,1,0,20,19,0,0
"Shake Milton","PHI",55,1179,2,0,51,0,0,13,0,0,12,7,0,0
"Taurean Prince","MIN",69,1177,8,1,50,1,0,48,5,2,23,5,0,0
"Cam Thomas","BKN",67,1176,3,0,16,1,0,8,0,0,5,0,0,0
"CJ Elleby","POR",58,1174,5,0,50,10,0,51,0,0,20,10,0,0
"JaVale McGee","PHX",74,1172,3,0,52,0,0,72,4,0,47,5,0,2
"Frank Jackson","DET",53,1164,2,0,56,2,0,23,0,0,21,6,0,0
"Hassan Whiteside","UTA",65,1162,9,0,68,4,0,54,3,0,53,17,0,0
"Tre Jones","SAS",69,1148,1,0,25,4,0,19,2,0,3,0,0,0
"Alex Caruso","CHI",41,1147,2,0,46,1,0,47,3,0,66,10,0,0
"Marvin Bagley III","DET",48,1146,4,0,60,2,0,35,9,0,18,4,0,0
"Nemanja Bjelica","GSW",71,1143,3,0,20,3,0,10,4,0,13,8,0,0
"Ish Smith","WAS",65,1126,0,0,16,0,0,7,0,0,14,0,0,0
"Joe Ingles","UTA",45,1122,9,0,23,4,0,35,10,0,29,1,0,0
"Garrett Temple","NOP",59,1098,7,0,25,0,0,18,5,0,18,0,0,0
"Stanley Johnson","LAL",48,1094,6,0,55,2,0,50,4,0,28,13,3,0
"Kyrie Irving","BKN",29,1091,1,0,66,2,0,62,0,0,29,8,0,0
"Nassir Little","POR",42,1088,0,0,30,1,0,26,0,0,8,0,0,0
"Jeremiah Robinson-Earl","OKC",49,1087,6,0,37,2,0,30,0,0,4,0,0,0
"JaMychal Green","DEN",67,1085,1,0,45,0,0,33,5,0,15,6,0,0
"Paul George","LAC",31,1077,0,0,33,4,0,58,0,0,27,4,5,0
"Richaun Holmes","SAC",45,1074,3,0,86,1,0,57,4,0,47,13,0,0
"Kenrich Williams","OKC",49,1072,5,0,38,10,0,10,4,0,11,6,3,0
"Dewayne Dedmon","MIA",67,1065,12,0,76,1,0,49,17,0,23,15,0,0
"Damian Lillard","POR",29,1056,0,0,21,0,0,9,0,0,0,0,0,0
"Troy Brown Jr.","CHI",66,1055,0,1,11,1,0,12,0,0,12,0,0,0
"LaMarcus Aldridge","BKN",47,1050,0,0,26,0,0,22,1,0,21,2,0,0
"Larry Nance Jr.","NOP",46,1040,0,0,33,2,0,26,0,0,30,7,0,0
"Josh Green","DAL",67,1039,0,0,21,2,0,13,0,0,27,1,0,0
"Rudy Gay","UTA",55,1038,5,0,20,0,0,17,7,0,25,4,0,0
"DeAndre' Bembry","MIL",56,1026,14,0,59,4,0,42,1,0,12,4,0,0
"Aaron Holiday","PHX",63,1021,10,0,13,5,0,28,0,0,10,0,0,0
"Damian Jones","SAC",56,1017,6,0,72,1,0,43,8,0,64,3,5,0
"Lamar Stevens","CLE",63,1015,4,0,19,3,0,31,1,0,16,0,0,0
"Cam Reddish","NYK",49,1012,0,0,15,0,0,4,0,0,13,3,0,0
"Donte DiVincenzo","SAC",42,1005,0,0,8,2,0,5,0,0,6,0,0,0
"Wesley Matthews","MIL",49,1002,0,0,31,0,0,14,1,0,18,2,0,0
"Payton Pritchard","BOS",71,1001,0,0,4,0,0,0,0,0,0,0,0,0
"Juan Toscano-Anderson","GSW",73,994,3,0,18,6,0,13,1,0,23,0,2,0
"Onyeka Okongwu","ATL",48,992,2,0,63,0,0,45,5,0,68,16,0,0
"Khem Birch","TOR",55,991,3,0,27,6,0,26,4,0,13,7,0,0
"Kessler Edwards","BKN",48,987,2,0,33,0,0,21,7,0,32,4,0,0
"Dean Wade","CLE",51,980,0,0,40,0,0,40,0,0,22,4,0,0
"Daniel Theis","BOS",47,977,6,0,66,1,0,35,17,0,31,6,0,0
"Jaylen Nowell","MIN",62,975,3,0,8,1,0,8,1,0,4,0,0,0
"Nic Claxton","BKN",47,974,2,0,37,1,0,52,9,0,44,0,0,0
"Dwight Howard","LAL",60,971,3,0,34,0,0,20,6,0,12,2,0,0
"Ricky Rubio","CLE",34,970,0,0,23,0,0,6,4,0,11,6,0,0
"Duane Washington Jr.","IND",48,968,0,0,28,0,0,8,2,0,25,0,0,0
"Joshua Primo","SAS",50,965,1,0,26,0,0,26,9,0,26,2,0,0
"Moritz Wagner","ORL",63,960,2,0,3,0,0,15,1,0,48,9,0,0
"Blake Griffin","BKN",56,958,0,0,29,0,0,28,0,0,7,2,0,4
"Keita Bates-Diop","SAS",59,956,0,0,22,1,0,16,0,0,0,0,0,0
"Isaiah Roby","OKC",45,948,41,0,43,15,0,58,16,4,38,15,5,0
"Kemba Walker","NYK",37,948,3,0,11,0,0,6,0,0,1,2,4,0
"Taj Gibson","NYK",52,946,11,0,53,7,0,37,25,0,28,23,0,0
"Rui Hachimura","WAS",42,943,2,0,26,0,0,0,0,0,2,0,0,0
"Klay Thompson","GSW",32,941,4,0,12,0,0,19,0,0,1,0,0,0
"Jeremy Lamb","SAC",56,935,3,0,34,0,0,15,2,0,8,0,1,0
"Jalen Smith","IND",51,924,0,0,26,1,0,27,4,0,12,8,0,0
"Theo Maledon","OKC",51,908,0,0,10,0,0,9,0,0,10,0,0,0
"Tomas Satoransky","WAS",55,906,1,0,6,5,0,18,3,0,4,1,0,0
"Jevon Carter","MIL",66,905,0,0,19,6,0,8,5,0,3,0,0,0
"Jordan McLaughlin","MIN",62,902,2,0,10,0,0,20,2,0,18,0,0,0
"Derrick Jones Jr.","CHI",51,899,5,0,37,0,0,31,10,4,30,9,0,0
"Tristan Thompson","CHI",57,896,1,0,20,0,0,16,0,0,14,11,0,0
"Jalen McDaniels","CHA",55,895,2,0,18,10,0,10,4,0,10,3,0,0
"Dillon Brooks","MEM",32,885,2,0,77,4,0,74,10,0,45,19,0,0
"D.J. Augustin","LAL",55,883,0,0,0,0,0,2,0,0,0,0,0,0
"Serge Ibaka","MIL",54,878,2,0,27,0,0,21,11,0,24,9,0,0
"Trendon Watford","POR",48,869,5,1,31,3,0,39,9,0,36,19,0,0
"Trey Murphy III","NOP",62,864,2,0,9,0,0,10,0,0,5,0,0,0
"Maurice Harkless","SAC",47,863,0,0,25,2,0,18,3,0,10,7,0,0
"Thaddeus Young","TOR",52,845,0,0,30,0,0,19,0,0,11,3,0,0
"Armoni Brooks","TOR",54,844,3,0,14,0,0,20,0,0,16,1,0,0
"Willy Hernangomez","NOP",49,839,8,0,43,0,0,20,0,0,12,0,0,0
"Jose Alvarado","NOP",54,834,4,0,28,1,0,33,1,0,9,0,0,0
"Josh Jackson","SAC",51,830,2,0,36,4,0,32,6,0,19,2,0,0
"Tony Snell","NOP",53,822,1,0,24,1,0,13,1,0,7,4,0,0
"Lance Stephenson","IND",46,814,2,0,40,0,0,14,0,0,11,0,0,5
"Wayne Ellington","LAL",43,810,0,0,8,0,0,20,0,0,7,0,0,0
"Davis Bertans","DAL",56,806,3,0,19,6,0,21,1,0,4,6,0,0
"Ty Jerome","OKC",48,801,0,0,17,8,0,5,1,0,8,1,0,0
"Lou Williams","ATL",56,799,0,0,12,0,0,0,0,0,0,0,0,0
"Quentin Grimes","NYK",46,786,1,0,21,1,0,11,2,0,24,6,0,5
"Justise Winslow","POR",48,775,2,0,10,0,0,10,1,0,2,0,0,0
