"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Isaiah Thomas","BOS",82,2644,10,0,67,0,0,41,0,0,24,6,5,0
"Wesley Matthews","DAL",78,2644,0,0,61,0,0,66,0,0,19,5,2,3
"Al Horford","ATL",82,2631,1,0,60,0,0,40,2,0,27,7,1,1
"Karl-Anthony Towns","MIN",82,2627,1,0,160,0,0,149,0,0,97,19,17,1
"DeAndre Jordan","LAC",77,2598,0,0,76,0,0,87,4,0,75,15,10,0
"Kevin Durant","OKC",72,2578,4,0,92,0,0,37,1,0,36,2,3,1
"Evan Fournier","ORL",79,2566,2,0,83,0,0,117,9,0,101,25,8,4
"Jordan Clarkson","LAL",79,2552,4,0,87,0,0,109,6,0,61,2,0,0
"Rodney Hood","UTA",79,2541,0,0,59,0,0,57,2,0,87,22,15,1
"PJ Tucker","PHX",82,2540,12,0,151,0,0,102,20,0,31,25,0,0
"Rajon Rondo","SAC",72,2537,16,0,58,0,0,54,20,0,34,7,10,0
"Avery Bradley","BOS",76,2536,13,0,58,4,0,54,22,0,28,3,4,1
"Carmelo Anthony","NYK",72,2530,0,0,61,0,0,55,3,0,67,10,0,0
"George Hill","IND",74,2524,0,0,56,0,0,34,0,0,42,1,0,0
"Tobias Harris","DET",76,2513,0,0,64,0,0,57,0,0,33,5,5,0
"Serge Ibaka","OKC",78,2500,5,0,68,1,0,88,2,0,66,12,0,0
"Jimmy Butler","CHI",67,2474,0,0,36,5,0,49,4,0,32,5,13,10
"Brook Lopez","BKN",73,2457,10,0,61,0,0,98,1,0,80,11,3,0
"Nicolas Batum","CHA",70,2448,0,0,12,0,0,23,0,0,17,0,0,0
"Gary Harris","DEN",76,2439,1,0,25,0,0,59,0,0,25,8,2,0
"Kevin Love","CLE",77,2425,0,0,52,0,0,69,6,0,34,2,1,4
"Reggie Jackson","DET",79,2424,0,0,38,0,0,107,4,0,37,8,12,0
"Chris Paul","LAC",74,2420,0,0,73,1,0,101,1,0,78,2,13,4
"Jabari Parker","MIL",76,2408,0,0,70,1,0,77,0,0,37,3,5,0
"Thaddeus Young","BKN",73,2408,5,0,83,0,0,94,6,0,45,14,5,0
"Kyle Korver","ATL",80,2401,1,0,49,1,0,49,0,0,42,2,10,0
"Luol Deng","MIA",74,2394,0,0,25,0,0,35,2,0,26,5,1,4
"Kawhi Leonard","SAS",72,2380,0,0,47,0,0,34,0,0,34,1,0,0
"Victor Oladipo","ORL",72,2379,1,0,74,0,0,56,1,0,77,3,2,8
"Rudy Gay","SAC",70,2379,9,0,114,2,0,94,4,0,75,30,5,0
"Arron Afflalo","NYK",71,2371,2,0,70,0,0,28,0,0,15,8,0,8
"Dirk Nowitzki","DAL",75,2364,0,0,74,0,0,52,1,0,45,10,13,3
"Goran Dragic","MIA",72,2363,1,0,87,0,0,110,8,0,101,1,5,5
"JR Smith","CLE",77,2362,0,0,58,3,0,137,3,0,49,13,3,2
"Will Barton","DEN",82,2353,0,0,32,0,0,6,0,0,17,7,1,0
"Al-Farouq Aminu","POR",82,2341,7,0,98,4,0,70,8,0,34,11,0,0
"Marvin Williams","CHA",81,2338,5,0,20,0,0,31,4,0,22,10,0,1
"Courtney Lee","CHA",79,2334,4,0,46,1,0,40,0,0,26,0,0,0
"Ricky Rubio","MIN",76,2323,3,0,100,0,0,93,0,0,42,10,5,10
"Greg Monroe","MIL",79,2314,0,0,62,2,0,74,1,0,48,5,0,0
"Jae Crowder","BOS",73,2308,10,0,79,6,0,105,3,0,64,21,0,1
"Zach LaVine","MIN",82,2293,0,0,50,0,0,52,4,0,94,10,5,0
"Pau Gasol","CHI",72,2292,0,0,40,0,0,60,0,0,18,2,22,2
"Julius Randle","LAL",81,2286,3,0,116,0,0,127,12,0,113,17,3,2
"Dwight Howard","HOU",71,2280,1,0,91,0,0,71,27,0,132,38,11,0
"Otto Porter Jr.","WAS",75,2276,1,0,70,2,0,130,1,0,43,7,10,0
"Evan Turner","BOS",81,2271,5,0,36,0,0,41,0,0,8,0,0,0
"Tristan Thompson","CLE",82,2269,2,0,24,1,0,59,9,0,65,17,5,0
"LaMarcus Aldridge","SAS",74,2261,2,0,59,0,0,48,0,0,33,3,0,0
"D'Angelo Russell","LAL",80,2259,2,0,40,10,0,66,0,0,18,2,4,0
"Dwyane Wade","MIA",74,2258,9,0,23,0,0,17,0,0,17,7,1,0
"Marcin Gortat","WAS",75,2256,0,0,49,0,0,92,1,0,53,11,0,5
"Jeff Teague","ATL",79,2255,0,0,59,1,0,49,0,0,38,10,0,0
"Jeff Green","LAC",80,2253,3,0,86,0,0,51,5,0,49,14,0,5
"DeMarcus Cousins","SAC",65,2246,5,0,154,0,0,152,22,0,119,58,3,10
"Ish Smith","PHI",77,2239,9,0,98,1,0,50,17,0,31,16,5,0
"Justise Winslow","MIA",78,2232,3,0,80,0,0,58,0,0,58,5,5,0
"Gorgui Dieng","MIN",82,2220,7,0,68,3,0,88,9,0,61,12,6,0
"Robin Lopez","NYK",82,2219,0,0,87,0,0,74,2,0,36,8,0,0
"Darren Collison","SAC",74,2219,0,0,62,2,0,27,7,0,38,7,10,0
"Raymond Felton","DAL",80,2192,0,0,18,0,0,33,2,0,16,0,0,0
"Matt Barnes","MEM",76,2190,7,0,102,0,0,92,18,0,116,7,10,1
"Anthony Davis","NOP",61,2164,0,0,80,0,0,77,0,0,40,9,0,0
"Hollis Thompson","PHI",77,2154,10,0,79,0,0,81,3,0,100,17,16,2
"Dion Waiters","OKC",78,2152,2,0,62,0,0,26,2,0,21,2,0,0
"Elfrid Payton","ORL",73,2145,8,0,99,0,0,97,9,0,29,14,3,11
"Jamal Crawford","LAC",79,2126,2,0,46,0,0,17,5,0,34,1,0,0
"Hassan Whiteside","MIA",73,2126,0,0,87,0,0,84,2,0,64,6,4,7
"Bojan Bogdanovic","BKN",79,2115,3,0,38,0,0,28,8,0,19,1,0,0
"Devin Booker","PHX",76,2108,2,0,85,7,0,94,21,1,104,20,0,0
"Deron Williams","DAL",65,2106,0,0,68,2,0,113,14,0,40,5,10,0
"Allen Crabbe","POR",81,2105,4,0,75,7,0,59,14,1,59,27,1,4
"Jared Dudley","WAS",81,2098,4,0,68,0,0,62,4,0,60,6,5,0
"Derrick Rose","CHI",66,2098,0,0,27,0,0,7,0,0,6,3,1,3
"JJ Redick","LAC",75,2097,0,0,40,0,0,40,3,0,38,5,7,0
"Mason Plumlee","POR",82,2084,3,0,139,6,0,110,33,0,94,26,6,4
"Kent Bazemore","ATL",75,2083,0,0,83,0,0,80,0,0,54,3,0,1
"Emmanuel Mudiay","DEN",68,2068,0,0,22,0,0,19,0,0,26,0,3,0
"Jerami Grant","PHI",77,2066,12,0,133,2,0,120,6,0,85,15,0,0
"Danny Green","SAS",79,2061,2,0,39,0,0,18,0,0,18,13,2,0
"Jeremy Lin","CHA",78,2048,2,0,37,0,0,27,1,0,25,20,7,0
"Kristaps Porzingis","NYK",72,2046,0,0,109,0,0,106,0,0,74,19,2,2
"Cory Joseph","TOR",80,2046,0,0,31,2,0,19,3,0,19,2,0,0
"Harrison Barnes","GSW",66,2041,0,0,39,0,0,41,3,0,30,9,5,0
"Patrick Beverley","HOU",71,2041,2,0,134,2,0,103,5,0,105,30,6,1
"Nikola Vucevic","ORL",65,2037,0,0,39,0,0,61,0,0,50,7,11,8
"Langston Galloway","NYK",82,2033,4,0,33,0,0,13,0,0,28,14,0,0
"Jose Calderon","NYK",72,2024,0,0,42,0,0,54,0,0,19,0,5,0
"Patrick Patterson","TOR",79,2020,0,0,10,0,0,16,2,0,22,0,0,0
"Zach Randolph","MEM",68,2017,10,0,38,0,0,35,1,0,32,1,5,0
"Steven Adams","OKC",80,2015,1,0,78,2,0,159,9,0,63,16,5,14
"Ryan Anderson","NOP",66,2008,0,0,36,0,0,19,3,0,23,0,0,0
"Zaza Pachulia","DAL",76,2004,2,0,74,0,0,64,5,0,50,12,15,5
"Derrick Favors","UTA",62,1983,0,0,73,0,0,52,0,0,40,10,5,0
"Tony Parker","SAS",72,1981,0,0,24,0,0,22,1,0,29,4,0,0
"Dante Cunningham","NOP",80,1971,4,0,56,0,0,60,4,0,40,11,0,4
"Isaiah Canaan","PHI",77,1966,1,0,40,4,0,26,4,0,13,7,0,5
"Nerlens Noel","PHI",67,1965,9,0,91,3,0,82,15,0,74,28,5,0
"Garrett Temple","WAS",80,1951,0,0,63,0,0,77,0,0,48,9,0,0
"Taj Gibson","CHI",73,1936,0,0,86,0,0,52,6,0,75,10,9,3
"Rudy Gobert","UTA",61,1932,1,0,47,0,0,78,2,0,49,5,14,1
"Jared Sullinger","BOS",81,1915,1,0,60,9,0,130,16,0,49,9,5,3
"Lou Williams","LAL",67,1907,4,0,17,0,0,12,0,0,23,0,0,0
"Robert Covington","PHI",67,1903,2,0,92,7,0,119,5,0,107,39,4,0
"Ersan Ilyasova","ORL",74,1880,0,0,52,2,0,71,8,0,36,1,10,5
"Omri Casspi","SAC",69,1880,1,0,48,0,0,43,0,0,58,2,0,0
"Roy Hibbert","LAL",81,1878,10,0,136,3,0,165,85,1,18,13,0,0
"Brandon Knight","PHX",52,1870,0,0,59,0,0,53,5,0,31,0,0,0
"Matthew Dellavedova","CLE",76,1867,0,0,30,0,0,25,4,0,26,6,3,0
"Kobe Bryant","LAL",66,1863,4,0,42,3,0,64,0,0,8,7,0,0
"Aaron Gordon","ORL",78,1863,6,0,65,0,0,45,9,0,53,0,7,5
"Doug McDermott","CHI",81,1860,1,0,47,0,0,18,0,0,8,0,0,0
"Danilo Gallinari","DEN",53,1839,0,0,44,0,0,30,2,0,10,2,0,0
"Jrue Holiday","NOP",65,1831,1,0,41,0,0,28,7,0,54,6,5,0
"Alex Len","PHX",78,1821,11,0,123,3,0,102,21,0,92,29,0,0
"Ian Mahinmi","IND",71,1816,0,0,72,0,0,131,0,0,99,15,7,2
"Nik Stauskas","PHI",73,1809,3,0,47,0,0,31,11,0,8,7,0,0
"Bismack Biyombo","TOR",82,1808,3,0,52,0,0,66,10,0,62,5,3,2
"Amir Johnson","BOS",79,1800,16,1,81,5,0,120,22,0,55,10,2,3
"Chandler Parsons","DAL",61,1799,0,0,47,0,0,22,2,0,17,1,5,5
"Marc Gasol","MEM",52,1791,9,0,107,2,0,61,6,0,48,12,0,0
"Chris Bosh","MIA",53,1778,0,0,16,0,0,14,0,0,17,3,2,1
"Cody Zeller","CHA",73,1774,9,0,36,0,0,113,7,0,51,12,5,3
"Mike Conley","MEM",56,1761,0,0,26,0,0,17,1,0,22,1,5,0
"Thabo Sefolosha","ATL",75,1758,1,0,21,3,0,13,6,0,7,5,0,6
"Shane Larkin","BKN",78,1751,3,0,27,0,0,5,0,0,14,0,1,0
"Terrence Ross","TOR",73,1747,2,0,30,0,0,33,7,0,23,3,0,0
"Nikola Jokic","DEN",80,1733,8,0,51,0,0,94,2,0,47,21,5,4
"Andre Iguodala","GSW",65,1732,0,0,33,0,0,25,1,0,12,1,5,0
"Enes Kanter","OKC",82,1721,4,0,17,0,0,20,1,0,33,22,0,0
"Bradley Beal","WAS",55,1708,1,0,28,0,0,52,1,0,37,5,0,0
"Frank Kaminsky","CHA",81,1708,1,0,32,0,0,12,0,0,14,0,0,0
"Kenneth Faried","DEN",67,1695,0,0,53,0,0,69,0,0,19,6,5,0
"Stanley Johnson","DET",73,1687,6,0,69,0,0,44,5,0,35,10,2,1
"Mirza Teletovic","PHX",79,1685,2,0,39,1,0,39,5,0,46,12,0,0
"Ed Davis","POR",81,1684,10,0,63,0,0,45,2,0,53,4,4,0
"Shabazz Muhammad","MIN",82,1682,1,0,9,0,0,8,0,0,6,0,0,0
"Marco Belinelli","SAC",68,1672,0,0,29,0,0,2,0,0,11,0,0,0
"Corey Brewer","HOU",82,1669,0,0,33,1,2,48,14,0,34,6,0,0
"Kyrie Irving","CLE",53,1667,0,0,43,0,0,37,0,0,15,6,0,0
"Ramon Sessions","WAS",82,1667,0,0,11,0,0,5,0,0,2,1,0,0
"J.J. Barea","DAL",74,1667,0,0,21,2,0,14,5,0,24,7,0,0
"Marcus Smart","BOS",61,1667,3,0,81,3,0,79,10,0,85,15,5,0
"Wesley Johnson","LAC",80,1666,5,0,57,0,0,51,12,0,47,4,5,0
"Patty Mills","SAS",81,1662,6,0,28,1,0,13,0,0,0,0,0,0
"Michael Carter-Williams","MIL",54,1649,0,0,94,2,0,103,6,0,63,24,0,15
"Nikola Mirotic","CHI",66,1646,0,0,48,0,0,64,0,0,53,3,0,3
"Randy Foye","OKC",81,1641,0,0,24,4,0,30,0,0,42,0,0,0
"Luis Scola","TOR",76,1636,2,0,49,0,0,81,5,0,21,6,0,0
"Trevor Booker","UTA",79,1632,0,0,46,0,0,21,6,0,53,2,19,0
"Alonzo Gee","NOP",73,1632,6,0,76,0,0,81,7,0,57,7,0,0
"Markieff Morris","WAS",64,1629,9,0,83,5,0,95,11,0,92,22,1,4
"Dennis Schroder","ATL",80,1621,3,0,29,1,0,33,1,0,14,0,4,2
"Tony Allen","MEM",64,1620,6,0,83,4,0,88,28,0,62,6,6,0
"Tyson Chandler","PHX",66,1618,7,0,78,1,0,46,6,0,24,17,0,0
"Wayne Ellington","BKN",76,1615,2,0,21,0,0,20,0,0,0,0,0,0
"T.J. McConnell","PHI",81,1606,4,0,29,5,0,21,0,0,24,0,0,0
"Lavoy Allen","IND",79,1599,3,0,53,0,0,37,5,0,32,5,1,3
"Jahlil Okafor","PHI",53,1591,11,0,130,0,0,72,19,0,48,7,0,0
"Jonas Valanciunas","TOR",60,1557,0,0,77,0,0,78,0,0,40,16,0,0
"Gerald Green","MIA",69,1557,6,0,29,0,0,12,4,0,13,3,0,0
"Andre Roberson","OKC",70,1553,1,0,44,1,0,43,9,0,30,4,1,0
"Tim Duncan","SAS",61,1537,0,0,60,6,0,53,3,0,22,4,0,0
"Shaun Livingston","GSW",78,1519,4,0,23,0,0,3,7,0,28,1,1,5
"Darrell Arthur","DEN",70,1516,5,0,39,0,0,40,1,0,62,10,8,0
"Jordan Hill","IND",73,1513,1,0,37,0,0,25,3,0,44,8,5,3
"Jerryd Bayless","MIL",52,1505,0,0,37,0,0,31,5,0,42,0,0,0
"Raul Neto","UTA",81,1499,2,0,33,0,0,53,0,0,27,2,0,0
"Kosta Koufos","SAC",78,1482,9,0,84,5,0,70,17,0,56,9,4,0
"Eric Gordon","NOP",45,1481,0,0,37,0,0,52,0,0,15,10,0,0
"Clint Capela","HOU",77,1471,18,0,75,0,0,79,20,0,37,13,0,0
"CJ Miles","IND",64,1464,2,0,68,0,0,39,0,0,29,0,0,0
"Austin Rivers","LAC",67,1463,2,0,34,1,0,25,1,0,47,5,0,1
"Tayshaun Prince","MIN",77,1461,0,0,14,0,0,7,0,0,0,0,0,0
"Maurice Harkless","POR",78,1457,10,0,43,3,0,42,10,0,21,3,0,0
"Andrew Bogut","GSW",70,1451,1,0,81,2,0,131,31,0,53,21,6,4
"JaMychal Green","MEM",78,1446,2,0,56,2,0,32,6,0,55,9,2,2
"Ben McLemore","SAC",68,1443,8,0,75,1,0,60,8,0,24,6,0,0
"Derrick Williams","NYK",80,1435,0,0,12,0,0,4,0,0,1,0,0,0
"Gerald Henderson","POR",72,1431,0,0,40,1,0,11,0,0,11,1,0,0
"Mario Hezonja","ORL",79,1413,2,0,36,0,0,18,0,0,10,9,0,0
"Willie Cauley-Stein","SAC",66,1411,0,0,44,0,0,50,8,0,41,24,1,1
"Ty Lawson","IND",66,1411,3,0,28,1,0,27,0,0,24,0,0,0
"David West","SAS",78,1404,1,0,36,1,0,25,0,0,16,0,1,0
"Kelly Olynyk","BOS",69,1395,9,4,60,11,0,47,20,2,24,15,1,0
"Boris Diaw","SAS",76,1386,2,0,12,2,0,27,0,0,20,1,0,0
"Trey Lyles","UTA",80,1382,4,0,27,1,0,29,0,0,14,0,5,0
"Mario Chalmers","MEM",61,1373,3,0,59,1,0,49,3,0,49,10,3,0
"Lance Stephenson","MEM",69,1372,1,0,32,4,0,34,1,0,16,11,0,0
"Myles Turner","IND",60,1367,2,0,53,1,0,83,0,0,53,8,11,3
"Trey Burke","UTA",64,1366,1,0,20,0,0,14,1,0,8,0,0,0
"Brandon Bass","LAL",66,1342,1,0,21,1,0,2,2,0,15,2,0,0
"Anthony Tolliver","DET",72,1341,1,0,16,1,0,12,1,0,23,0,0,0
"Meyers Leonard","POR",61,1332,7,0,78,2,0,65,29,1,78,32,3,4
"Timofey Mozgov","CLE",76,1326,0,0,38,0,0,32,5,2,9,4,0,0
"Richard Jefferson","CLE",74,1325,0,0,26,0,0,13,3,0,22,0,4,0
"Donald Sloan","BKN",61,1318,1,0,7,0,0,22,0,0,11,0,0,0
"Iman Shumpert","CLE",54,1316,1,0,33,0,0,23,0,0,64,10,2,0
"Lance Thomas","NYK",59,1313,0,0,28,0,0,32,0,0,17,5,3,0
"PJ Hairston","MEM",66,1313,28,0,44,3,0,96,25,0,32,3,5,0
"Tony Snell","CHI",64,1301,0,0,42,0,0,41,0,0,21,0,17,0
"Devin Harris","DAL",64,1280,0,0,18,0,0,12,4,0,16,3,1,0
"Rodney Stuckey","IND",58,1275,0,0,14,0,0,4,0,0,6,0,0,0
"Luc Mbah a Moute","LAC",74,1274,7,0,34,0,0,54,6,0,8,0,0,0
"Larry Nance Jr.","LAL",63,1266,1,0,74,3,0,36,8,0,12,9,0,0
"Jerian Grant","NYK",76,1265,3,0,26,0,0,6,0,0,12,0,0,0
"E'Twaun Moore","CHI",59,1263,0,0,28,0,0,25,0,0,8,8,0,0
"Toney Douglas","NOP",61,1262,1,0,57,1,0,29,0,0,28,5,0,5
"Jason Terry","HOU",72,1258,0,0,18,0,0,16,1,0,21,5,0,5
"Jon Leuer","PHX",67,1255,3,0,57,7,0,47,4,0,48,5,5,0
"Kyle Anderson","SAS",78,1245,0,0,12,2,0,14,0,0,16,0,0,0
"Joe Ingles","UTA",81,1241,0,0,13,0,0,9,0,0,3,0,0,0
"Aron Baynes","DET",81,1233,0,0,27,1,0,19,0,0,17,7,0,0
"Paul Pierce","LAC",68,1230,3,0,46,8,0,37,18,0,30,7,5,0
"Jeremy Lamb","CHA",66,1227,0,0,18,0,0,13,5,0,10,1,0,0
"Ronnie Price","PHX",62,1211,7,0,53,7,0,62,23,1,38,22,0,0
"Channing Frye","CLE",70,1199,5,0,45,0,0,44,0,0,9,7,0,0
"Norris Cole","NOP",45,1198,2,0,73,0,0,34,0,0,33,0,0,0
"Jason Smith","ORL",76,1181,6,0,24,0,0,15,5,0,15,4,1,0
"Omer Asik","NOP",68,1178,1,0,38,2,0,52,7,0,11,7,0,0
"D.J. Augustin","DEN",62,1178,1,0,17,0,0,13,1,0,12,0,0,0
"Jonas Jerebko","BOS",78,1177,5,0,32,4,0,22,0,0,20,1,2,0
"Noah Vonleh","POR",78,1174,16,0,20,1,0,78,3,0,12,4,0,0
"Blake Griffin","LAC",35,1170,0,0,39,3,0,76,1,0,40,4,0,0
"JaKarr Sampson","DEN",73,1160,4,1,37,1,0,56,13,0,11,7,0,0
"Mike Scott","ATL",75,1146,0,0,13,0,0,0,0,0,1,4,0,0
"Manu Ginobili","SAS",58,1134,2,0,26,3,0,25,4,0,7,0,0,0
"Archie Goodwin","PHX",57,1114,0,0,20,0,0,20,8,0,25,19,0,0
"Marcus Thornton","WAS",61,1108,0,0,41,0,0,22,4,0,30,8,0,0
"Aaron Brooks","CHI",69,1108,5,0,48,0,0,11,1,0,30,0,0,0
"Josh Richardson","MIA",52,1107,2,0,67,0,0,18,0,0,21,3,0,0
"Bobby Portis","CHI",62,1102,2,0,15,0,0,9,2,0,21,0,0,0
"Al Jefferson","CHA",47,1097,4,0,31,0,0,44,11,2,37,9,0,0
"Kevin Martin","SAS",55,1095,0,0,28,0,0,8,0,0,7,7,0,0
"Nene","WAS",57,1094,2,0,41,0,0,30,1,0,39,10,6,0
"O.J. Mayo","MIL",41,1090,1,0,50,0,0,52,9,0,69,23,0,0
"Leandro Barbosa","GSW",68,1079,1,0,28,0,0,3,5,0,15,1,0,0
"Nemanja Bjelica","MIN",60,1075,8,0,56,2,0,47,21,3,43,25,0,0
"TJ Warren","PHX",47,1070,2,0,30,1,0,21,7,0,10,11,0,0
"Eric Bledsoe","PHX",31,1059,0,0,50,0,0,28,2,0,43,7,0,5
"Shelvin Mack","UTA",52,1058,0,0,18,0,0,8,0,0,24,1,3,2
"Brandon Rush","GSW",72,1055,1,0,13,1,0,6,1,0,0,2,0,0
"Terrence Jones","HOU",50,1044,4,0,40,2,0,38,0,0,23,0,0,0
"Joffrey Lauvergne","DEN",59,1041,1,0,30,1,0,22,6,0,19,10,0,0
"Jameer Nelson","DEN",39,1036,4,0,32,0,0,23,0,0,43,7,7,3
"Spencer Hawes","CHA",57,1035,1,0,33,2,0,10,8,0,8,15,0,3
"Nick Young","LAL",54,1033,1,0,5,1,0,4,3,0,3,9,0,0
"Jarrett Jack","BKN",32,1027,0,0,11,0,0,19,0,0,10,8,0,0
"Vince Carter","MEM",60,1005,0,0,29,0,0,15,3,0,32,1,0,0
"Rashad Vaughn","MIL",70,1001,1,0,17,2,0,7,0,0,5,0,0,0
"Dwight Powell","DAL",69,992,2,0,34,0,0,24,3,0,36,1,0,0
"Steve Blake","DET",58,986,0,0,22,0,0,2,1,0,12,0,0,0
"Markel Brown","BKN",62,982,6,0,9,0,0,5,2,0,18,7,0,0
"Kyle Singler","OKC",68,977,3,0,38,6,0,38,1,0,16,7,0,0
"John Henson","MIL",57,959,5,0,26,0,0,28,5,0,11,0,0,0
"Chase Budinger","PHX",66,930,3,0,13,0,0,4,0,0,7,0,0,0
"Anthony Morrow","OKC",68,926,0,0,3,5,0,15,0,0,0,0,0,0
"James Johnson","TOR",57,926,1,0,22,0,0,36,0,0,7,0,0,0
"Thomas Robinson","BKN",71,916,1,0,34,3,0,28,3,0,28,1,0,0
"Sasha Vujacic","NYK",61,908,0,0,15,1,0,12,0,0,5,0,0,0
"David Lee","DAL",55,903,1,0,41,3,0,29,5,0,13,6,0,0
"Josh Smith","HOU",55,880,3,0,29,0,0,17,2,0,21,7,0,0
"Quincy Acy","SAC",59,876,0,0,27,1,0,37,6,0,20,5,0,0
"Miles Plumlee","MIL",61,870,6,0,23,0,0,9,0,0,5,3,0,0
"Marcelo Huertas","LAL",53,869,3,0,16,1,0,11,6,0,24,1,0,0
"Brandon Jennings","ORL",48,868,0,0,3,0,0,0,0,0,1,0,0,0
"Solomon Hill","IND",59,866,0,0,2,0,0,1,0,0,3,0,5,0
"Tim Hardaway Jr.","ATL",51,864,0,0,4,0,0,0,0,0,6,0,0,0
"Tyler Johnson","MIA",36,863,5,0,33,0,0,33,0,0,13,3,0,0
"Alexis Ajinca","NOP",59,861,2,0,31,1,0,54,5,0,20,6,0,0
"Johnny O'Bryant III","MIL",66,857,4,0,31,0,0,36,3,0,7,3,0,0
"Chris Johnson","UTA",70,857,3,0,13,0,0,23,1,0,21,3,1,0
"Luke Babbitt","NOP",47,845,1,0,33,1,0,38,1,0,15,10,0,0
"Kris Humphries","ATL",53,835,3,0,25,0,0,21,1,0,12,6,0,0
"Marreese Speights","GSW",72,832,1,0,9,0,0,7,1,0,12,4,0,0
"Andrew Nicholson","ORL",56,823,0,0,11,4,0,5,0,0,11,1,0,0
"Pablo Prigioni","LAC",59,823,0,0,21,1,0,20,2,0,9,1,4,1
"Jonathon Simmons","SAS",55,813,3,0,20,6,0,13,6,0,20,0,0,0
"Gary Neal","WAS",40,807,0,0,16,0,0,19,0,0,4,0,0,0
"Cole Aldrich","LAC",60,800,5,0,36,2,0,14,3,0,30,10,0,0
"Alec Burks","UTA",31,797,0,0,18,0,0,19,0,0,11,4,5,0
"DeMarre Carroll","TOR",26,786,0,0,19,0,0,13,0,0,16,0,0,0
"Justin Holiday","CHI",53,772,1,0,21,0,0,8,0,0,17,0,0,0
"Festus Ezeli","GSW",46,770,1,0,24,0,0,46,9,0,26,0,0,0
"Tyreke Evans","NOP",25,765,0,0,52,0,0,22,0,0,21,0,5,5
"Kyle O'Quinn","NYK",65,764,7,0,18,1,0,19,1,0,3,2,0,0
"Amar'e Stoudemire","MIA",52,762,13,0,15,0,0,39,9,0,7,9,0,0
"Mo Williams","CLE",41,748,0,0,16,0,0,6,0,0,2,0,0,0
"Tim Frazier","NOP",51,741,4,0,17,5,0,15,0,0,22,4,0,0
"Norman Powell","TOR",49,725,1,0,34,0,0,17,0,0,1,0,0,0
"James Anderson","SAC",51,721,5,0,8,0,0,4,0,0,1,1,0,0
"Tyler Zeller","BOS",60,710,3,3,18,3,0,9,6,0,12,10,0,0
"Beno Udrih","MIA",44,708,0,0,9,1,0,10,0,0,1,2,0,0
"Dewayne Dedmon","ORL",58,705,3,0,30,0,0,45,3,0,20,2,0,5
"Mike Dunleavy","CHI",31,703,0,0,15,0,0,28,0,0,5,0,0,0
"Richaun Holmes","PHI",51,702,7,0,27,7,0,27,6,0,22,0,0,0
"Nick Collison","OKC",59,699,0,0,19,1,0,16,5,0,9,1,0,0
"Cameron Payne","OKC",57,698,2,0,34,0,0,5,0,0,14,2,0,0
