"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"Kentavious Caldwell-Pope","ORL",77,2279,0,0,34,0,0,22,6,0,21,2,0,0
"Nikola Vučević","CHI",73,2278,0,0,42,0,0,34,1,0,44,3,0,0
"Payton Pritchard","BOS",80,2271,13,0,82,9,0,17,0,0,1,3,0,0
"Kevin Durant","PHX",62,2265,2,0,11,5,0,39,9,0,24,6,5,0
"Stephen Curry","GSW",70,2252,7,0,40,2,0,42,0,0,1,0,0,0
"Shaedon Sharpe","POR",72,2252,4,0,62,3,0,55,0,0,23,0,0,0
"De'Aaron Fox","SAS",62,2241,7,0,64,3,0,75,8,0,78,22,0,0
"Jalen Williams","OKC",69,2237,8,0,66,12,0,60,12,0,63,4,0,0
"Donovan Mitchell","CLE",71,2232,5,0,58,0,0,32,0,0,22,3,0,0
"Harrison Barnes","SAS",82,2228,0,0,6,0,0,3,0,0,0,0,2,0
"Julius Randle","MIN",69,2226,3,0,45,0,0,46,0,0,63,9,0,14
"Amen Thompson","HOU",69,2225,2,0,82,0,0,51,1,0,70,3,0,5
"Jaren Jackson Jr.","MEM",74,2207,0,0,138,1,0,165,16,0,138,70,0,0
"Desmond Bane","MEM",69,2205,3,0,93,1,0,88,4,0,85,5,0,0
"Naz Reid","MIN",80,2200,3,0,84,3,0,50,7,0,45,13,0,0
"Tyus Jones","PHX",81,2174,0,0,12,3,0,7,0,0,0,0,0,0
"Myles Turner","IND",72,2174,0,0,96,0,0,124,0,0,94,14,3,2
"Evan Mobley","CLE",71,2167,11,0,52,1,0,56,25,2,54,12,0,0
"Taurean Prince","MIL",80,2166,2,0,83,1,0,96,11,0,59,11,0,0
"Stephon Castle","SAS",81,2162,5,0,63,11,0,51,1,0,35,15,0,0
"Deni Avdija","POR",72,2161,2,0,67,0,0,60,1,0,45,1,6,0
"Jaylen Brown","BOS",63,2158,12,0,120,8,0,77,5,0,60,2,6,5
"Tim Hardaway Jr.","DET",77,2153,0,0,15,0,0,25,0,0,31,4,0,5
"Bennedict Mathurin","IND",72,2149,4,0,96,0,0,62,0,0,52,5,0,0
"Spencer Dinwiddie","DAL",79,2136,2,0,44,0,0,17,2,0,14,4,0,0
"Scottie Barnes","TOR",65,2134,0,0,44,1,0,50,15,4,15,22,0,0
"Max Christie","DAL",78,2127,3,0,47,2,0,26,17,0,33,10,0,1
"Josh Giddey","CHI",70,2117,6,0,27,0,0,28,2,0,25,0,0,0
"Fred VanVleet","HOU",60,2113,4,0,73,3,0,99,0,0,31,2,0,5
"Keyonte George","UTA",67,2108,11,0,48,2,0,23,4,0,29,0,0,0
"Dennis Schröder","BKN",75,2106,1,0,66,4,0,43,30,0,67,8,2,0
"Damian Lillard","MIL",58,2093,1,0,50,0,0,9,0,0,10,0,0,0
"Russell Westbrook","DEN",75,2092,4,0,69,1,0,52,0,0,30,3,7,0
"Kelly Oubre Jr.","PHI",60,2078,14,0,136,18,0,124,33,0,84,13,1,3
"Luguentz Dort","OKC",71,2073,5,0,95,10,0,115,8,0,64,19,0,0
"Nickeil Alexander-Walker","MIN",82,2073,0,0,24,2,0,53,0,0,22,2,9,0
"Onyeka Okongwu","ATL",74,2064,5,0,106,0,0,74,0,0,66,15,0,2
"Malik Monk","SAC",65,2054,7,0,74,6,0,86,18,0,75,5,5,0
"Jaylen Wells","MEM",79,2043,1,0,86,0,0,47,5,0,37,6,0,0
"Jalen Duren","DET",78,2035,0,0,135,6,0,138,7,0,115,35,0,10
"Jalen Wilson","BKN",79,2031,2,0,57,2,0,44,9,4,23,24,0,0
"Miles Bridges","CHA",64,2029,2,0,17,0,0,21,0,0,12,0,0,0
"Davion Mitchell","MIA",74,2027,1,0,76,0,0,47,0,0,44,18,7,0
"Franz Wagner","ORL",60,2023,18,0,111,12,0,76,25,0,57,0,0,0
"Quentin Grimes","PHI",75,2013,4,0,58,4,0,61,3,0,20,1,0,0
"Jordan Poole","WAS",68,2001,33,0,109,39,0,119,40,0,45,31,0,5
"Devin Vassell","SAS",64,1983,9,0,59,2,0,58,10,0,23,3,0,0
"Draymond Green","GSW",68,1983,3,0,79,19,0,108,22,0,110,45,5,0
"Klay Thompson","DAL",72,1965,1,0,39,0,0,14,0,0,20,0,0,0
"Tyrese Maxey","PHI",52,1960,12,0,88,1,0,68,7,0,20,0,0,0
"Norman Powell","LAC",60,1958,1,0,67,0,0,63,0,0,38,8,1,0
"Yves Missi","NOP",73,1956,0,0,74,0,0,55,3,0,56,9,0,0
"Keon Ellis","SAC",80,1948,10,0,52,4,0,63,8,0,35,0,5,0
"Bilal Coulibaly","WAS",59,1948,37,0,71,15,0,99,21,0,55,9,0,0
"Kyle Kuzma","MIL",65,1936,2,0,45,1,0,54,2,0,39,4,0,0
"Julian Champagnie","SAS",82,1932,5,0,26,0,0,2,0,0,10,0,0,0
"Keon Johnson","BKN",79,1925,9,0,68,5,0,82,10,0,73,33,0,0
"Naji Marshall","DAL",69,1919,2,0,31,0,0,25,0,0,18,0,0,0
"Guerschon Yabusele","PHI",70,1896,2,0,71,0,0,58,5,0,48,10,9,0
"Jrue Holiday","BOS",62,1896,0,0,14,0,0,27,0,0,17,0,0,0
"Gary Trent Jr.","MIL",74,1893,0,0,25,0,0,35,0,0,13,8,0,0
"Josh Green","CHA",68,1887,2,0,60,5,0,31,0,0,48,6,0,5
"Anthony Black","ORL",78,1887,7,0,68,13,0,38,14,0,59,15,0,0
"Andrew Nembhard","IND",65,1881,2,0,56,0,0,51,2,0,56,11,5,0
"Nic Claxton","BKN",70,1880,1,0,51,4,0,22,10,0,27,10,2,2
"Cason Wallace","OKC",68,1876,11,0,47,13,0,44,14,0,54,8,1,3
"Derrick Jones Jr.","LAC",77,1873,2,0,36,3,0,51,5,0,16,4,0,5
"RJ Barrett","TOR",58,1869,7,0,74,7,0,88,7,0,42,6,5,5
"Rui Hachimura","LAL",59,1869,2,0,26,8,0,36,8,0,27,10,0,0
"Buddy Hield","GSW",82,1864,5,0,33,1,0,17,0,0,12,0,0,0
"Trey Murphy III","NOP",53,1854,1,0,71,7,0,53,1,0,35,13,5,0
"Zaccharie Risacher","ATL",75,1843,17,0,66,9,0,60,1,0,17,9,0,0
"Andrew Wiggins","MIA",60,1842,5,0,32,0,0,23,1,0,14,0,0,0
"Isaiah Collier","UTA",71,1839,12,0,51,2,0,38,1,0,24,9,2,0
"Keldon Johnson","SAS",77,1838,0,0,45,3,0,11,1,3,2,3,0,0
"Royce O'Neale","PHX",75,1837,0,0,39,0,0,40,0,0,5,0,3,0
"P.J. Washington","DAL",57,1835,0,0,73,0,0,66,0,0,53,11,0,0
"CJ McCollum","NOP",56,1832,1,0,44,0,0,40,9,0,46,4,0,0
"Dorian Finney-Smith","LAL",63,1821,4,0,87,1,0,41,31,0,50,15,5,0
"Haywood Highsmith","MIA",74,1818,7,0,69,0,0,79,4,0,24,20,2,0
"Alex Sarr","WAS",67,1814,8,0,67,15,0,47,9,0,56,15,5,0
"Kyrie Irving","DAL",50,1804,1,0,82,8,0,66,2,0,41,0,0,0
"Kyshawn George","WAS",68,1802,12,0,80,16,0,104,29,0,100,22,5,0
"Cameron Johnson","BKN",57,1800,0,0,40,0,0,5,0,0,8,0,0,0
"Duncan Robinson","MIA",74,1786,6,0,43,0,0,35,11,0,19,4,0,0
"Kris Dunn","LAC",74,1783,2,0,105,0,0,89,10,0,58,22,11,0
"Luka Dončić","LAL",50,1769,0,0,58,4,0,73,11,0,42,25,0,5
"Scoot Henderson","POR",66,1759,15,0,75,15,0,78,16,0,52,25,3,0
"Wendell Carter Jr.","ORL",68,1758,9,0,105,5,0,83,21,0,104,11,0,0
"Collin Sexton","UTA",63,1758,15,0,79,5,0,43,4,0,37,16,0,0
"Mike Conley","MIN",71,1756,8,0,29,0,0,38,0,0,21,1,0,0
"Amir Coffey","LAC",72,1748,3,0,49,0,0,25,0,0,14,0,0,0
"Jimmy Butler","GSW",55,1746,3,0,9,0,0,8,0,0,6,0,0,0
"Aaron Wiggins","OKC",76,1744,0,0,33,4,0,20,7,0,20,2,5,0
"Walker Kessler","UTA",58,1740,11,0,62,10,0,63,30,0,76,15,0,0
"De'Andre Hunter","CLE",64,1740,13,0,71,6,0,74,8,0,52,2,13,0
"Ochai Agbaji","TOR",64,1739,2,0,50,0,0,45,2,0,24,12,1,0
"Brandin Podziemski","GSW",64,1716,5,0,39,0,0,21,2,0,14,0,2,1
"Jabari Smith Jr.","HOU",57,1716,0,0,37,0,0,36,0,0,47,2,0,0
"Anthony Davis","DAL",51,1706,6,0,38,0,0,54,7,0,20,7,0,0
"Bradley Beal","PHX",53,1702,0,0,38,1,0,35,1,0,28,8,1,0
"Georges Niang","ATL",79,1697,15,1,82,6,0,52,28,0,64,26,2,2
"Jakob Poeltl","TOR",57,1686,1,0,126,7,0,99,17,1,91,20,0,0
"Scotty Pippen Jr.","MEM",79,1683,5,0,61,7,0,67,0,0,68,5,0,0
"Kevin Huerter","CHI",69,1679,6,0,44,2,0,49,0,0,23,1,0,3
"Santi Aldama","MEM",65,1660,0,0,17,0,0,4,0,0,2,0,0,0
"AJ Green","MIL",73,1659,11,0,78,2,0,63,9,0,45,4,0,0
"Al Horford","BOS",60,1659,0,0,22,0,0,20,0,0,3,3,0,0
"Terry Rozier","MIA",64,1658,2,0,29,0,0,7,0,0,11,0,6,0
"Peyton Watson","DEN",68,1657,1,0,66,0,0,28,0,0,14,6,0,0
"Moses Moody","GSW",74,1649,4,0,39,0,0,16,7,0,15,3,0,0
"Tristan da Silva","ORL",74,1629,4,0,33,3,0,53,0,0,10,1,0,0
"Donte DiVincenzo","MIN",62,1606,4,0,64,0,0,16,0,0,23,4,1,0
"Isaiah Joe","OKC",74,1604,11,0,36,5,0,23,1,0,15,6,0,0
"Corey Kispert","WAS",61,1602,3,0,33,2,0,15,1,0,20,3,0,0
"Caris LeVert","ATL",64,1596,9,0,22,3,0,6,4,2,22,0,5,0
"Miles McBride","NYK",64,1593,5,0,9,4,0,14,6,0,25,0,0,0
"Isaiah Hartenstein","OKC",57,1590,8,0,94,8,0,78,9,0,87,24,0,0
"Gradey Dick","TOR",54,1587,1,0,47,5,0,41,7,0,33,13,1,0
"Paolo Banchero","ORL",46,1582,11,0,57,3,0,61,12,0,32,5,0,0
"Patrick Williams","CHI",63,1576,2,0,33,0,0,2,0,0,1,2,0,0
"Obi Toppin","IND",79,1545,3,0,3,0,0,11,0,0,5,0,1,0
"Grayson Allen","PHX",64,1544,0,0,31,0,0,10,6,0,16,2,0,0
"Ziaire Williams","BKN",63,1541,9,0,57,11,0,56,12,0,40,4,0,0
"Sam Hauser","BOS",71,1541,2,0,24,0,0,10,0,0,15,0,0,0
"Victor Wembanyama","SAS",46,1527,0,0,69,0,0,45,0,0,36,15,5,0
"Gabe Vincent","LAL",72,1525,14,0,42,9,0,57,6,0,34,2,4,1
"Jonas Valančiūnas","SAC",81,1524,11,0,57,2,0,62,3,0,25,12,0,5
"Jerami Grant","POR",47,1524,3,0,61,2,0,24,2,0,29,12,0,0
"Kyle Filipowski","UTA",72,1522,5,0,69,5,0,47,7,0,60,25,0,11
"Ja Morant","MEM",50,1519,0,0,45,0,0,47,9,0,36,1,0,5
"Matas Buzelis","CHI",80,1511,6,0,43,1,0,31,9,0,23,17,0,0
"LaMelo Ball","CHA",47,1505,5,0,111,18,0,74,10,0,79,28,0,0
"Dalton Knecht","LAL",78,1494,0,0,28,4,0,9,4,0,17,7,0,0
"Kevin Porter Jr.","MIL",75,1482,4,1,21,0,0,15,0,0,10,2,0,0
"D'Angelo Russell","BKN",58,1481,3,0,52,3,0,33,5,0,13,1,1,0
"Lauri Markkanen","UTA",47,1476,5,1,19,9,0,27,0,0,13,0,0,0
"Luke Kennard","MEM",65,1472,0,0,4,0,0,0,0,0,0,0,0,0
"Jamal Shead","TOR",75,1467,21,0,65,6,0,52,2,0,37,5,2,0
"Aaron Gordon","DEN",51,1447,0,0,41,0,0,47,0,0,8,0,0,0
"Isaiah Stewart","DET",72,1434,15,0,83,4,0,34,18,1,24,15,2,0
"Brice Sensabaugh","UTA",71,1432,1,0,14,6,0,10,0,0,13,0,3,0
"Goga Bitadze","ORL",70,1430,6,0,76,1,0,75,12,0,36,15,0,0
"Kel'el Ware","MIA",64,1422,5,0,53,0,0,53,3,0,43,1,7,3
"Tari Eason","HOU",57,1420,2,0,55,0,0,43,10,1,44,15,0,5
"Zach Edey","MEM",66,1416,1,0,77,2,0,44,13,0,64,8,0,0
"T.J. McConnell","IND",79,1415,0,0,24,0,0,5,0,0,5,0,0,0
"Terance Mann","ATL",67,1414,1,0,30,0,0,23,7,0,17,4,0,0
"Ryan Dunn","PHX",74,1410,0,0,52,5,0,65,5,0,43,2,0,0
"Sam Merrill","CLE",71,1401,8,0,18,2,0,30,7,0,26,0,0,0
"Ayo Dosunmu","CHI",46,1394,1,0,35,0,0,39,6,0,50,0,0,0
"Ty Jerome","CLE",70,1393,3,0,21,1,0,16,3,0,20,0,0,0
"Julian Strawther","DEN",65,1384,13,0,44,1,0,22,5,0,50,15,0,0
"Nick Smith Jr.","CHA",60,1369,0,0,17,0,0,17,1,0,30,5,0,0
"Jaime Jaquez Jr.","MIA",66,1368,2,0,20,0,0,18,0,0,6,0,0,0
"Jeremy Sochan","SAS",54,1367,13,0,63,4,0,49,4,0,32,0,1,0
"Nicolas Batum","LAC",78,1367,0,0,16,1,0,15,1,0,4,1,0,0
"Jose Alvarado","NOP",56,1366,0,0,23,0,0,13,0,0,9,0,0,0
"Luke Kornet","BOS",73,1361,0,0,31,0,0,30,4,0,9,2,2,0
"Trey Lyles","SAC",69,1349,1,0,11,3,0,6,0,0,1,0,5,0
"Jake LaRavia","SAC",66,1349,4,0,47,0,0,16,7,0,22,11,0,0
"Bogdan Bogdanović","LAC",54,1348,3,0,44,3,0,19,5,0,44,20,0,0
"Justin Champagnie","WAS",62,1340,15,0,39,8,0,34,7,0,30,3,5,0
"Paul George","PHI",41,1334,10,0,76,5,0,49,4,0,20,20,0,0
"Ausar Thompson","DET",59,1328,11,0,78,12,0,71,19,0,42,31,0,2
"Donovan Clingan","POR",67,1324,8,1,69,1,0,69,13,0,65,20,0,8
"Jordan Hawkins","NOP",56,1321,3,0,22,1,0,16,0,0,2,0,0,0
"Tyrese Martin","BKN",60,1315,2,0,14,1,0,10,0,0,5,0,0,0
"Mason Plumlee","PHX",74,1300,1,0,47,4,0,23,0,0,26,10,7,0
"Jonathan Mogbo","TOR",63,1286,8,0,49,3,0,44,3,0,33,7,0,2
"Jalen Johnson","ATL",36,1284,6,0,23,4,0,26,0,0,43,7,5,0
"Max Strus","CLE",50,1273,0,0,28,0,0,10,0,0,28,8,3,2
"Johnny Juzang","UTA",64,1270,1,0,36,1,0,20,1,0,49,4,0,0
"Ronald Holland II","DET",81,1266,1,0,38,0,0,8,1,0,16,0,0,0
"Javonte Green","CLE",68,1258,5,0,35,1,0,29,5,1,3,0,0,0
"Nick Richards","PHX",57,1256,2,0,73,9,0,64,9,0,41,14,0,0
"Dean Wade","CLE",59,1252,7,0,41,0,0,35,0,0,10,6,0,0
"Ricky Council IV","PHI",73,1250,2,0,22,0,0,15,3,0,0,3,0,0
"Tidjane Salaün","CHA",60,1244,0,0,4,0,0,6,0,0,6,5,0,0
"Bobby Portis","MIL",49,1244,0,0,44,0,0,6,1,0,8,2,0,0
"Moussa Diabaté","CHA",71,1241,5,0,43,0,0,17,0,0,15,0,1,0
"Jeremiah Robinson-Earl","NOP",66,1239,2,0,39,0,0,15,0,0,1,0,0,0
"Simone Fontecchio","DET",75,1237,9,0,20,1,0,22,4,0,10,0,0,0
"Cole Anthony","ORL",67,1234,6,0,58,2,0,56,11,0,54,14,0,0
"Ben Sheppard","IND",63,1228,2,0,7,2,0,25,0,0,22,11,4,0
"Daniel Gafford","DAL",57,1226,1,0,34,0,0,62,5,0,57,14,0,0
"John Collins","UTA",40,1220,8,0,62,4,0,60,6,0,42,21,0,0
"Caleb Martin","DAL",45,1218,5,0,25,4,0,22,6,0,39,0,0,0
"Kristaps Porziņģis","BOS",42,1210,5,0,80,4,0,76,9,0,39,16,0,0
"Brandon Clarke","MEM",64,1207,0,0,52,2,0,40,5,0,22,23,0,0
"Deandre Ayton","POR",40,1206,0,0,43,5,0,37,8,0,26,4,0,0
"Jarace Walker","IND",75,1187,0,0,33,0,0,7,0,0,15,0,0,0
"Kawhi Leonard","LAC",37,1180,0,0,25,0,0,6,0,0,4,0,0,0
"Clint Capela","ATL",55,1176,1,0,46,0,0,32,2,1,30,1,0,0
"Cody Martin","PHX",53,1173,0,0,27,4,0,35,1,0,30,1,5,0
"Mark Williams","CHA",44,1171,5,0,34,1,0,26,9,0,51,14,0,0
"Precious Achiuwa","NYK",57,1170,2,0,29,2,0,29,2,0,7,5,0,0
"Justin Edwards","PHI",44,1156,4,0,82,1,0,40,16,0,24,1,0,0
"Nikola Jović","MIA",46,1156,10,0,26,0,0,17,0,0,24,4,5,0
"Vít Krejčí","ATL",57,1153,6,0,31,0,0,26,6,0,19,13,0,0
"Jonathan Kuminga","GSW",47,1144,0,0,23,0,0,17,1,0,18,0,0,0
"Kevon Looney","GSW",76,1142,5,1,34,4,0,49,3,2,14,6,0,0
"Kenrich Williams","OKC",69,1132,7,2,23,4,0,26,2,0,18,0,0,0
"Aaron Nesmith","IND",45,1123,0,0,34,0,0,47,0,0,14,3,0,7
"Julian Phillips","CHI",79,1123,0,0,13,0,0,5,0,0,10,0,0,0
"Dalano Banton","POR",67,1120,1,0,14,7,0,6,0,0,4,0,0,0
"Ben Simmons","LAC",51,1120,9,0,47,1,0,42,8,3,11,13,0,0
"Ja'Kobe Walter","TOR",52,1103,7,0,40,1,0,27,8,0,20,0,0,0
"Jaxson Hayes","LAL",56,1093,2,0,47,4,0,30,9,0,27,5,3,2
"Jonathan Isaac","ORL",71,1090,1,0,12,0,0,11,3,0,7,0,0,0
"Cameron Payne","NYK",72,1090,0,0,18,3,0,13,0,0,9,3,0,0
"DaQuan Jeffries","CHA",47,1071,0,0,31,0,0,24,1,0,25,2,0,0
"Jusuf Nurkić","CHA",51,1063,7,0,47,9,0,63,11,0,25,2,1,0
"Seth Curry","CHA",68,1062,0,0,6,0,0,7,0,0,13,1,0,0
"Cody Williams","UTA",50,1060,11,0,44,1,0,17,10,0,25,5,0,0
"Isaac Okoro","CLE",55,1053,2,0,26,1,0,28,1,0,53,6,0,0
"Oso Ighodaro","PHX",61,1045,2,0,30,1,0,34,5,1,29,7,0,0
"Jared Butler","PHI",60,1044,0,0,33,1,0,39,0,0,15,0,5,0
"Noah Clowney","BKN",46,1042,3,0,34,2,0,34,7,3,30,6,0,0
"Jamison Battle","TOR",59,1042,5,0,28,2,0,16,10,0,31,14,0,0
"Alex Caruso","OKC",54,1041,6,0,39,1,0,14,8,0,12,0,1,0
"Kris Murray","POR",69,1040,1,0,6,1,0,4,0,0,7,0,0,0
"Dejounte Murray","NOP",31,1012,0,0,22,0,0,31,8,0,20,6,3,0
"Jalen Suggs","ORL",35,1002,6,0,32,4,0,19,17,0,14,19,0,0
"Kyle Anderson","MIA",61,1002,1,0,26,0,0,9,0,0,11,3,0,5
"Brandon Boston","NOP",42,993,1,0,33,0,0,11,0,0,12,0,0,0
"Dalen Terry","CHI",73,987,4,0,8,0,0,13,1,0,15,0,0,0
"Andre Jackson Jr.","MIL",67,980,2,0,32,3,0,61,6,0,20,2,5,0
"Zach Collins","CHI",64,976,12,0,47,1,0,34,6,4,12,4,0,0
"Trayce Jackson-Davis","GSW",62,967,1,0,8,0,0,29,0,0,3,7,0,0
"Thomas Bryant","IND",66,963,0,0,4,0,0,7,0,0,10,0,0,0
"Jordan Clarkson","UTA",37,962,0,0,13,1,0,11,0,0,7,2,0,0
"Jalen Smith","CHI",64,962,1,0,23,1,0,25,0,0,13,2,0,0
"Gary Payton II","GSW",62,927,0,0,27,6,0,24,5,0,13,6,0,0
"Brandon Miller","CHA",27,924,5,0,48,9,0,51,0,0,14,9,2,0
"Bruce Brown","NOP",41,921,4,0,16,0,0,16,0,0,5,0,0,0
"Immanuel Quickley","TOR",33,918,2,0,27,0,0,14,0,0,6,0,0,1
"Trendon Watford","BKN",43,913,7,0,45,4,0,23,0,0,11,6,0,0
"KJ Martin","UTA",43,912,11,2,35,5,0,49,20,0,21,1,1,2
"Day'Ron Sharpe","BKN",50,909,4,0,31,4,0,18,17,1,15,21,0,0
"Jaden Hardy","DAL",57,907,2,0,18,0,0,18,8,0,4,4,0,0
"Tre Jones","CHI",46,905,1,0,12,0,0,1,0,0,0,0,0,0
"Adem Bona","PHI",58,902,6,0,52,2,0,31,11,0,22,18,0,0
"Jaden Ivey","DET",30,898,2,0,33,0,0,27,1,0,19,0,5,4
"Kelly Olynyk","NOP",44,891,2,0,65,2,0,52,5,0,48,19,0,0
"Chet Holmgren","OKC",32,877,9,0,50,6,0,36,5,0,23,5,0,0
"Alec Burks","MIA",49,863,0,0,4,0,0,7,0,0,0,0,0,0
"Neemias Queta","BOS",62,863,6,0,30,0,0,25,9,0,34,2,4,0
"Chris Boucher","TOR",50,862,4,0,24,0,0,8,0,0,7,0,0,0
"Zion Williamson","NOP",30,857,3,0,34,11,0,40,0,0,18,4,0,0
"Khris Middleton","WAS",37,843,6,0,33,0,0,25,3,0,16,5,0,0
"KJ Simpson","CHA",36,842,1,0,19,0,0,6,0,0,6,4,0,0
"Shake Milton","LAL",57,836,10,0,20,2,0,16,1,0,15,4,0,0
"Dereck Lively II","DAL",36,833,5,0,42,0,0,42,8,0,33,17,0,0
"Garrison Mathews","ATL",47,830,3,0,31,7,0,27,3,0,18,7,0,0
"Cam Whitmore","HOU",51,827,0,0,8,0,0,6,0,0,0,3,0,0
"Ryan Rollins","MIL",56,820,6,0,23,0,0,24,4,0,19,1,0,0
"Marcus Sasser","DET",57,811,2,0,19,0,0,6,1,0,8,0,0,0
"Steven Adams","HOU",57,795,0,0,2,0,0,1,0,0,0,0,0,0
"Aaron Holiday","HOU",62,792,5,1,3,1,0,11,7,0,9,8,0,0
"Karlo Matković","NOP",42,791,3,0,26,3,0,35,14,0,40,5,0,0
"Caleb Houstan","ORL",58,788,1,0,13,1,0,12,6,0,5,4,0,0
"Vasilije Micić","PHX",41,785,0,0,0,0,0,7,0,0,4,0,0,0
"Jaylin Williams","OKC",47,784,3,0,19,3,0,12,5,0,13,4,0,0
"Pelle Larsson","MIA",55,782,1,0,32,0,0,23,9,0,15,4,0,5
"Cam Thomas","BKN",25,781,0,0,26,3,0,14,0,0,10,0,7,0
"Lindy Waters III","DET",52,777,0,0,8,3,0,4,0,0,12,0,0,0
"Lonzo Ball","CHI",35,777,5,0,28,0,0,24,0,0,1,3,0,0
"Orlando Robinson","TOR",44,770,14,0,23,4,0,9,6,0,26,18,0,0
"Eric Gordon","PHI",39,768,0,0,5,0,0,1,0,0,2,0,0,0
"Gui Santos","GSW",56,762,3,0,25,1,0,13,10,0,18,7,0,0
"Landry Shamet","NYK",50,762,0,0,11,0,0,7,0,0,8,0,0,0
"Svi Mykhailiuk","UTA",38,760,0,0,0,5,0,7,0,0,8,0,0,0
"Andre Drummond","PHI",40,751,13,0,69,0,0,58,8,0,10,7,0,5
"Jabari Walker","POR",60,749,11,0,21,9,0,32,4,0,25,2,5,0
