"Name","TeamAbbreviation","GamesPlayed","Minutes","Period1Fouls2Minutes","Period1Fouls3Minutes","Period2Fouls2Minutes","Period2Fouls3Minutes","Period2Fouls4Minutes","Period3Fouls3Minutes","Period3Fouls4Minutes","Period3Fouls5Minutes","Period4Fouls4Minutes","Period4Fouls5Minutes","PeriodOTFouls4Minutes","PeriodOTFouls5Minutes"
"De'Aaron Fox","SAC",81,2546,4,0,111,4,0,115,14,0,74,7,4,0
"Karl-Anthony Towns","MIN",77,2545,0,0,192,0,0,215,6,0,161,71,3,15
"Andrew Wiggins","MIN",73,2543,2,0,65,0,0,86,3,0,17,11,0,3
"Josh Richardson","MIA",73,2539,6,0,91,1,0,78,5,0,84,19,5,0
"Harrison Barnes","SAC",77,2533,0,0,18,4,0,59,0,0,11,0,0,0
"Nikola Vucevic","ORL",80,2510,0,0,3,0,0,32,0,0,19,7,0,0
"Nikola Jokic","DEN",80,2504,0,0,125,1,0,139,18,0,95,27,0,0
"Trae Young","ATL",81,2503,3,0,63,0,0,24,0,0,17,0,0,0
"Thaddeus Young","IND",81,2489,1,0,71,0,0,83,3,0,75,16,3,0
"Jayson Tatum","BOS",79,2455,10,0,67,0,0,62,5,0,44,7,5,0
"D'Angelo Russell","BKN",81,2448,4,0,44,0,0,45,0,0,39,0,10,4
"Jamal Murray","DEN",75,2447,1,0,48,0,0,63,1,0,39,9,0,0
"Cedi Osman","CLE",76,2444,2,0,108,1,0,104,17,0,62,10,0,0
"Marc Gasol","TOR",79,2436,3,0,121,3,0,139,6,0,73,12,20,9
"Mikal Bridges","PHX",82,2417,5,0,85,10,0,61,12,0,105,30,0,0
"Jrue Holiday","NOP",67,2402,1,0,42,2,0,48,13,0,58,17,0,0
"Khris Middleton","MIL",77,2394,4,0,80,0,0,59,5,0,63,4,0,0
"JJ Redick","PHI",76,2379,0,0,61,0,0,26,0,0,44,3,5,0
"CJ McCollum","POR",70,2375,7,0,96,0,0,114,4,0,55,14,1,0
"Giannis Antetokounmpo","MIL",72,2358,7,0,132,6,0,133,27,0,107,23,2,3
"Nicolas Batum","CHA",75,2354,0,0,60,1,0,48,3,0,48,0,0,0
"Trevor Ariza","WAS",69,2349,3,0,63,4,0,50,0,0,2,0,3,3
"Mike Conley","MEM",70,2342,0,0,29,0,0,22,9,0,35,3,0,0
"Stephen Curry","GSW",69,2331,12,0,156,21,0,161,0,0,61,6,5,0
"Brook Lopez","MIL",81,2322,0,0,63,0,0,28,3,0,44,5,0,0
"Luka Doncic","DAL",72,2318,3,0,63,1,0,79,1,0,10,0,0,0
"Dennis Schroder","OKC",79,2314,9,0,85,4,0,67,19,0,76,15,6,0
"Kyle Kuzma","LAL",70,2314,2,0,132,0,0,101,2,0,60,8,5,0
"Joe Harris","BKN",76,2293,10,0,75,0,0,51,9,0,22,15,5,0
"Bryn Forbes","SAS",82,2292,6,0,63,0,0,38,0,0,23,7,4,0
"Al-Farouq Aminu","POR",81,2292,1,0,42,0,0,44,4,0,31,2,4,1
"Reggie Jackson","DET",82,2289,8,0,109,2,0,76,4,0,75,9,12,3
"Eric Bledsoe","MIL",78,2272,0,0,65,0,0,37,11,0,47,1,0,0
"D.J. Augustin","ORL",81,2269,0,0,22,0,0,24,0,0,11,5,0,0
"Jeremy Lamb","CHA",79,2250,4,0,81,0,0,29,5,0,25,7,5,0
"Clint Capela","HOU",67,2249,0,0,57,10,0,60,5,0,58,24,5,0
"Julius Randle","NOP",73,2232,8,0,100,0,0,71,8,0,103,19,5,0
"Devin Booker","PHX",64,2230,7,0,99,6,0,119,38,0,76,56,0,6
"Danny Green","TOR",80,2216,10,0,101,1,0,71,6,0,45,7,7,2
"Jordan Clarkson","CLE",81,2214,1,0,39,0,0,9,0,0,6,0,0,0
"Kyrie Irving","BOS",67,2214,9,0,65,3,0,103,3,0,32,12,4,1
"Kyle Lowry","TOR",65,2213,6,0,76,1,0,142,3,0,64,0,6,1
"Willie Cauley-Stein","SAC",81,2213,1,0,134,1,0,83,12,0,89,25,0,0
"Marcus Smart","BOS",80,2200,7,0,103,10,0,117,6,0,45,1,5,0
"Jimmy Butler","PHI",65,2185,2,0,41,0,0,36,5,0,33,1,5,0
"Deandre Ayton","PHX",71,2183,7,0,122,21,0,117,9,0,89,25,8,0
"Shai Gilgeous-Alexander","LAC",82,2174,3,0,101,7,0,84,31,0,46,3,0,0
"Zach LaVine","CHI",63,2171,8,0,81,2,0,83,3,0,47,12,2,0
"Jae Crowder","UTA",80,2166,10,0,82,1,0,66,3,0,55,12,0,0
"Tomas Satoransky","WAS",80,2164,0,0,108,1,0,79,13,0,18,7,3,0
"Montrezl Harrell","LAC",82,2158,11,0,95,1,0,101,16,0,147,40,5,5
"Eric Gordon","HOU",68,2158,3,0,101,9,0,98,0,0,42,18,5,0
"Kevin Knox","NYK",75,2158,1,0,111,2,0,91,5,0,61,27,5,0
"Joel Embiid","PHI",64,2154,2,0,96,5,0,74,8,0,107,17,13,3
"Terrence Ross","ORL",81,2150,4,0,44,0,0,24,1,0,33,3,5,0
"Darren Collison","IND",76,2143,2,0,52,4,0,42,1,0,16,0,0,0
"Patrick Beverley","LAC",78,2137,1,0,108,5,0,127,31,0,160,29,5,0
"Marvin Williams","CHA",75,2133,0,0,41,1,0,24,14,0,26,7,3,2
"Myles Turner","IND",74,2119,1,0,95,0,0,152,12,0,67,24,3,0
"Jeff Green","WAS",77,2097,0,0,72,0,0,47,7,0,53,6,4,5
"Jarrett Allen","BKN",80,2096,11,0,99,0,0,80,5,0,57,23,1,10
"Wesley Matthews","IND",69,2091,2,0,67,0,0,51,0,0,39,2,5,0
"Marcus Morris","BOS",75,2091,3,2,66,18,0,86,9,0,62,14,0,0
"Draymond Green","GSW",66,2065,1,0,121,0,0,87,1,0,63,17,4,6
"Cory Joseph","IND",82,2063,2,0,53,0,0,7,0,0,11,0,0,0
"Danilo Gallinari","LAC",68,2059,0,0,59,3,0,46,9,0,32,7,0,5
"Tim Hardaway Jr.","DAL",65,2057,0,0,70,1,0,63,24,0,37,3,10,0
"Kevin Huerter","ATL",75,2048,5,0,82,0,0,77,0,0,42,3,1,0
"DeAndre Jordan","NYK",69,2047,2,0,81,3,0,116,4,0,40,13,0,0
"Garrett Temple","LAC",75,2041,0,0,79,4,0,80,5,0,86,17,3,7
"Kawhi Leonard","TOR",60,2040,4,0,43,1,0,30,0,0,14,6,3,0
"Kentavious Caldwell-Pope","LAL",82,2035,2,0,36,0,0,22,1,0,13,4,0,0
"Austin Rivers","HOU",76,2028,9,0,82,11,0,53,8,0,87,12,10,0
"Serge Ibaka","TOR",74,2010,4,0,60,1,0,69,8,0,41,21,9,0
"Dario Saric","MIN",81,2010,7,0,104,2,0,83,8,0,54,12,6,0
"Damyean Dotson","NYK",73,2004,6,0,48,0,0,49,0,0,23,5,0,0
"Jonathan Isaac","ORL",75,1996,18,0,70,0,0,47,9,0,7,10,0,0
"Lou Williams","LAC",75,1993,0,0,19,0,0,14,0,0,0,0,0,0
"Dorian Finney-Smith","DAL",81,1985,0,0,100,0,0,95,5,0,42,9,3,0
"Josh Jackson","PHX",79,1976,3,0,68,7,0,99,19,1,64,27,4,2
"Jusuf Nurkic","POR",72,1974,5,0,125,0,0,138,24,0,96,25,13,5
"Al Horford","BOS",68,1973,11,0,45,5,0,38,1,0,32,2,0,0
"Monte Morris","DEN",82,1970,2,0,8,0,0,3,0,0,3,0,0,0
"Ryan Arcidiacono","CHI",81,1961,4,0,67,7,0,72,1,5,43,8,3,0
"Justise Winslow","MIA",66,1960,0,0,60,0,0,59,0,0,59,1,7,0
"Bogdan Bogdanovic","SAC",70,1947,6,0,91,1,0,50,4,0,41,2,0,0
"LeBron James","LAL",55,1937,0,0,32,2,0,31,0,0,16,0,0,0
"DeAndre' Bembry","ATL",82,1931,2,0,59,0,0,64,2,0,70,4,0,0
"Terrance Ferguson","OKC",74,1931,19,0,75,5,0,159,24,0,109,29,15,7
"Kelly Oubre Jr.","PHX",69,1923,3,0,82,6,0,60,11,0,32,17,2,5
"Spencer Dinwiddie","BKN",68,1914,14,0,134,7,0,71,3,0,61,23,20,2
"Jaylen Brown","BOS",74,1913,10,0,78,11,0,54,19,0,61,15,0,0
"Bam Adebayo","MIA",82,1913,2,0,53,0,0,68,4,0,56,6,0,0
"Patty Mills","SAS",82,1908,0,0,64,0,0,29,0,0,14,0,3,0
"Avery Bradley","MEM",63,1905,6,0,95,3,0,104,1,0,42,22,0,0
"Ricky Rubio","UTA",68,1899,1,0,78,0,0,93,4,0,58,7,1,0
"Paul Millsap","DEN",70,1895,1,0,91,0,0,115,4,0,37,8,0,0
"Rodney Hood","POR",72,1893,2,0,69,0,0,54,4,0,38,0,8,0
"Dwyane Wade","MIA",72,1885,1,0,15,0,0,18,3,0,9,2,0,0
"Reggie Bullock","LAL",63,1879,5,0,41,0,0,34,1,0,15,0,0,0
"Malik Beasley","DEN",81,1879,2,0,47,0,0,13,2,2,19,2,0,0
"Gordon Hayward","BOS",72,1863,2,0,46,5,0,39,7,0,10,0,0,0
"Chris Paul","HOU",58,1857,1,0,39,8,0,46,12,0,55,8,5,3
"Anthony Davis","NOP",56,1850,8,0,76,0,0,52,10,0,56,8,0,0
"Rudy Gay","SAS",69,1842,3,0,74,0,0,56,9,0,34,13,0,0
"Domantas Sabonis","IND",74,1838,3,0,107,0,0,78,14,0,100,36,0,0
"Malcolm Brogdon","MIL",64,1832,0,0,12,1,0,18,0,0,32,0,5,0
"John Collins","ATL",61,1829,1,0,140,1,0,129,21,0,135,47,6,1
"Marco Belinelli","SAS",79,1815,0,0,28,1,0,6,0,0,11,0,0,0
"Kelly Olynyk","MIA",79,1812,7,0,67,0,0,37,13,0,39,12,0,0
"Landry Shamet","LAC",79,1802,6,0,68,8,0,66,3,0,15,13,0,0
"Larry Nance Jr.","CLE",67,1795,9,0,70,1,0,70,1,0,67,13,1,2
"Terry Rozier","BOS",79,1791,0,0,21,2,0,8,5,0,30,0,0,0
"Nemanja Bjelica","SAC",77,1788,4,1,98,5,0,127,7,0,66,17,1,4
"Derrick Favors","UTA",76,1766,13,0,31,0,0,53,8,0,20,0,0,0
"Brandon Ingram","LAL",52,1760,3,0,84,0,0,99,3,0,92,23,10,0
"Fred VanVleet","TOR",64,1760,8,0,55,0,0,40,1,0,19,0,0,0
"Darius Miller","NOP",69,1758,2,0,113,1,0,60,12,0,70,5,5,0
"Josh Okogie","MIN",74,1745,9,0,104,2,0,58,29,0,24,4,0,0
"Langston Galloway","DET",80,1745,6,0,73,0,0,20,1,0,15,6,5,0
"Mason Plumlee","DEN",82,1731,4,0,108,7,0,85,27,2,90,29,0,0
"Derrick White","SAS",67,1728,3,0,70,2,0,66,2,0,28,15,10,0
"Jabari Parker","WAS",64,1724,5,0,68,0,0,53,0,0,65,8,5,0
"Noah Vonleh","NYK",68,1722,3,0,68,1,0,90,8,0,51,27,0,1
"Josh Hart","LAL",67,1715,0,0,57,0,0,56,4,0,87,13,0,0
"DeMarre Carroll","BKN",67,1703,8,0,61,2,0,19,6,0,10,11,2,1
"Delon Wright","MEM",75,1698,0,0,33,0,0,2,0,0,0,0,0,0
"Miles Bridges","CHA",80,1696,0,0,32,0,0,19,12,0,28,12,10,0
"Taj Gibson","MIN",70,1686,1,0,37,0,0,87,12,0,57,9,3,1
"Otto Porter Jr.","CHI",56,1684,0,0,66,0,0,37,3,0,48,0,10,3
"Lauri Markkanen","CHI",52,1682,0,0,56,0,0,63,8,0,43,14,2,0
"Hassan Whiteside","MIA",72,1674,4,0,88,0,0,102,10,0,61,8,0,0
"Royce O'Neale","UTA",82,1671,6,0,80,3,0,59,1,0,34,1,0,0
"JaVale McGee","LAL",75,1671,9,0,98,8,0,122,17,0,72,16,0,0
"Dwight Powell","DAL",77,1662,4,0,66,0,0,32,3,0,36,16,3,0
"Kent Bazemore","ATL",67,1643,1,0,73,6,0,72,10,0,71,5,0,2
"Enes Kanter","POR",67,1640,1,0,46,0,0,38,0,0,36,2,0,0
"Gary Harris","DEN",57,1639,0,0,52,0,0,39,0,0,16,8,0,0
"Davis Bertans","SAS",76,1632,5,0,54,2,0,39,0,0,7,6,0,0
"Justin Jackson","DAL",81,1613,7,0,37,0,0,18,0,0,18,0,0,0
"Dewayne Dedmon","ATL",64,1609,7,0,133,2,0,106,17,0,98,34,3,2
"Emmanuel Mudiay","NYK",59,1607,3,0,53,0,0,27,0,0,15,0,10,0
"Robin Lopez","CHI",74,1606,7,0,45,1,0,41,9,0,3,10,0,0
"Evan Turner","POR",73,1606,1,0,20,0,0,23,0,0,17,0,0,0
"Jalen Brunson","DAL",73,1591,0,0,34,0,0,47,0,0,38,4,4,0
"Andre Iguodala","GSW",68,1578,4,0,40,0,0,13,1,0,6,0,0,0
"Marvin Bagley III","SAC",62,1567,10,0,48,3,0,25,6,2,7,16,0,0
"Tyus Jones","MIN",68,1560,0,0,8,0,0,3,0,0,13,1,5,0
"Taurean Prince","ATL",55,1552,4,0,110,9,0,47,17,0,84,21,0,7
"Rodney McGruder","MIA",66,1550,3,0,26,0,0,66,0,0,34,3,0,0
"Alex Len","ATL",77,1544,11,0,91,6,0,89,19,0,60,11,0,2
"Tyler Johnson","PHX",57,1529,1,0,32,4,0,19,8,0,18,2,0,0
"Jaren Jackson Jr.","MEM",58,1515,0,0,128,2,0,116,6,0,87,19,10,0
"Dennis Smith Jr.","NYK",53,1508,1,0,66,4,0,57,15,0,38,0,0,0
"Torrey Craig","DEN",75,1503,0,0,51,1,0,93,4,0,33,22,0,0
"Maxi Kleber","DAL",71,1502,0,0,63,0,0,32,2,0,25,10,0,0
"Thomas Bryant","WAS",72,1496,0,0,29,0,0,42,0,0,8,0,1,0
"Kevon Looney","GSW",80,1481,15,0,89,0,0,97,14,0,73,13,4,0
"Iman Shumpert","HOU",62,1481,2,0,40,1,0,46,8,0,23,8,0,0
"Gerald Green","HOU",73,1473,1,0,36,1,0,26,7,0,17,6,0,0
"T.J. McConnell","PHI",76,1470,13,0,38,1,0,27,0,0,25,0,0,0
"E'Twaun Moore","NOP",53,1463,4,0,43,8,0,62,5,0,20,11,0,0
"Allonzo Trier","NYK",64,1458,1,0,32,0,0,25,0,0,23,2,0,0
"Bruce Brown","DET",74,1449,1,0,37,3,0,74,6,0,21,15,0,0
"Ed Davis","BKN",81,1446,3,0,59,3,0,35,16,0,49,17,0,0
"Wayne Selden","CHI",75,1438,6,0,50,0,0,56,3,0,13,1,0,0
"Luke Kennard","DET",63,1437,0,0,45,0,0,24,0,0,19,0,0,0
"Jeremy Lin","TOR",74,1436,1,0,40,1,0,66,1,0,19,7,0,0
"Shaquille Harrison","CHI",73,1430,2,0,34,0,0,35,1,0,21,0,0,0
"Lonzo Ball","LAL",47,1423,1,0,63,2,0,49,4,0,55,11,0,5
"Maurice Harkless","POR",60,1415,19,0,73,5,0,73,14,0,28,12,10,5
"Tyreke Evans","IND",69,1402,1,0,64,0,0,30,5,0,15,2,0,0
"Seth Curry","POR",74,1399,2,0,19,0,0,12,1,0,18,0,10,0
"Mike Scott","PHI",79,1396,5,1,54,6,0,13,3,0,14,13,0,0
"Kris Dunn","CHI",46,1389,4,0,81,0,0,84,16,1,77,31,4,4
"Derrick Rose","MIN",51,1380,0,0,11,0,0,1,0,0,11,0,0,0
"Alec Burks","SAC",64,1375,2,0,29,0,0,15,0,0,23,2,0,0
"JaMychal Green","LAC",65,1371,3,0,55,1,0,70,2,0,72,17,0,6
"Rajon Rondo","LAL",46,1369,1,0,55,5,0,71,4,0,12,25,5,0
"Mitchell Robinson","NYK",66,1360,10,0,71,2,0,76,24,5,82,28,1,2
"Juancho Hernangomez","DEN",70,1358,0,0,22,0,0,17,1,0,8,0,0,0
"Zach Collins","POR",77,1356,9,0,64,13,0,40,9,2,52,28,0,0
"OG Anunoby","TOR",67,1352,3,0,62,0,0,37,5,0,54,14,0,0
"T.J. Warren","PHX",43,1348,19,0,82,11,1,76,14,4,58,22,0,0
"Doug McDermott","IND",77,1340,0,0,41,2,0,1,0,0,8,0,0,0
"Kyle Korver","UTA",70,1334,2,0,28,0,0,14,0,0,12,0,0,0
"Vince Carter","ATL",76,1330,11,0,31,11,0,36,6,1,10,10,1,8
"Jake Layman","POR",71,1327,2,0,20,3,0,28,0,0,25,16,0,0
"Mike Muscala","LAL",64,1306,12,0,63,2,0,52,11,0,38,26,0,0
"Tony Snell","MIL",74,1304,1,0,10,0,0,9,1,0,3,4,0,0
"George Hill","MIL",60,1302,3,0,68,1,0,48,0,0,11,0,0,0
"Bobby Portis","WAS",50,1298,0,0,24,0,0,57,5,0,45,3,2,3
"Wayne Ellington","DET",53,1297,2,0,36,0,0,23,1,0,21,8,0,0
"Rodions Kurucs","BKN",63,1294,18,0,48,5,0,58,6,0,52,7,8,2
"Kyle Anderson","MEM",43,1281,0,0,52,2,0,62,0,0,49,25,5,0
"Jakob Poeltl","SAS",77,1273,5,0,43,0,0,28,0,0,9,1,0,0
"Markieff Morris","OKC",58,1271,5,0,51,2,0,65,7,0,65,21,9,6
"Jeff Teague","MIN",42,1264,5,0,34,0,0,27,1,0,6,6,0,0
"Pat Connaughton","MIL",61,1261,0,0,13,0,0,1,0,0,5,0,0,0
"Malik Monk","CHA",73,1258,3,0,34,0,0,13,1,0,8,0,0,0
"Ish Smith","DET",56,1251,3,0,43,6,0,18,4,0,14,7,0,5
"Elfrid Payton","NOP",42,1250,6,0,55,2,0,46,15,0,28,0,8,2
"Shelvin Mack","CHA",57,1247,0,0,26,0,0,4,0,0,0,10,0,0
"Nikola Mirotic","MIL",46,1245,3,0,50,0,0,22,6,0,37,8,0,0
"Cody Zeller","CHA",49,1243,1,0,75,0,0,90,7,0,68,21,5,4
"Rondae Hollis-Jefferson","BKN",59,1234,1,0,16,0,0,23,0,0,5,1,5,5
"Wes Iwundu","ORL",68,1233,17,0,39,1,0,29,8,0,21,0,0,0
"Ersan Ilyasova","MIL",67,1231,4,0,56,8,0,72,14,0,59,13,0,0
"James Ennis III","PHI",58,1230,7,0,71,14,0,38,7,1,65,8,1,0
"Jared Dudley","BKN",59,1220,0,0,33,2,0,27,1,0,23,15,12,0
"Jonas Jerebko","GSW",73,1218,4,0,61,0,0,45,2,0,45,5,5,0
"Stanley Johnson","NOP",66,1207,2,0,46,0,0,12,0,0,28,6,3,2
"Mario Hezonja","NYK",58,1206,0,0,44,0,0,46,7,0,17,8,0,0
"Robert Covington","MIN",35,1203,4,0,83,6,0,105,8,0,80,24,5,15
"Jamal Crawford","PHX",64,1199,0,0,38,3,0,8,0,0,9,0,0,0
"Tristan Thompson","CLE",43,1198,0,0,36,0,0,58,2,0,26,1,0,0
"Will Barton","DEN",43,1189,0,0,44,0,0,32,1,0,18,5,0,0
"Richaun Holmes","PHX",70,1184,7,0,72,5,0,70,10,0,44,32,0,2
"Michael Kidd-Gilchrist","CHA",64,1179,9,0,39,0,0,48,4,0,41,14,0,0
"Wilson Chandler","LAC",51,1176,3,0,41,4,2,32,2,0,46,7,0,0
"Frank Jackson","NOP",61,1169,8,0,29,0,0,18,3,0,6,6,0,5
"James Johnson","MIA",55,1164,2,0,30,2,0,39,4,0,12,0,0,0
"Derrick Jones Jr.","MIA",60,1153,4,0,51,1,0,43,7,0,23,1,0,0
"Victor Oladipo","IND",36,1147,0,0,15,0,0,42,0,0,6,2,0,0
"Dion Waiters","MIA",44,1138,8,0,42,0,0,48,0,0,27,0,0,0
"Allen Crabbe","BKN",43,1133,7,0,42,11,0,65,6,0,22,11,0,0
"Norman Powell","TOR",60,1126,0,0,21,0,0,12,2,0,19,2,0,0
"Trey Burke","DAL",58,1124,0,0,11,0,0,5,0,0,5,0,0,0
"Lance Stephenson","LAL",68,1123,2,0,31,0,0,16,5,0,12,8,3,0
"Trey Lyles","DEN",63,1120,3,0,16,0,0,23,1,0,0,0,0,0
"Tim Frazier","MIL",59,1120,1,0,61,1,0,47,2,0,23,3,5,0
"Wendell Carter Jr.","CHI",44,1110,0,0,58,0,0,109,24,0,48,25,0,0
"John Wall","WAS",32,1104,0,0,13,1,0,38,0,0,17,6,3,0
"Jonas Valanciunas","MEM",49,1091,1,0,36,0,0,33,3,0,55,10,0,5
"Ante Zizic","CLE",59,1082,0,0,26,0,0,8,2,0,21,2,5,1
"Kenrich Williams","NOP",46,1079,1,0,47,0,0,33,9,0,9,1,4,3
"Devin Harris","DAL",68,1071,0,0,36,0,0,19,0,0,21,0,0,0
"Anthony Tolliver","MIN",65,1067,2,0,23,4,0,4,1,1,0,12,0,0
"Yogi Ferrell","SAC",71,1067,0,0,23,0,0,4,0,0,0,0,0,0
"Jonathon Simmons","PHI",56,1064,4,0,36,0,0,18,6,0,14,2,0,0
"Caris LeVert","BKN",40,1063,6,0,30,0,0,25,0,0,7,0,7,0
"Quinn Cook","GSW",74,1059,2,0,31,0,0,38,0,0,22,7,0,0
"Nerlens Noel","OKC",77,1055,1,0,29,2,0,26,0,0,24,5,0,0
"Ivica Zubac","LAC",59,1039,3,0,36,2,0,57,12,0,19,8,1,1
"Sterling Brown","MIL",58,1034,0,0,12,1,0,17,3,0,13,2,0,0
"Gorgui Dieng","MIN",76,1031,0,0,20,0,0,16,1,0,12,1,0,0
"Nik Stauskas","CLE",68,1015,0,0,14,0,0,0,0,0,0,0,0,0
"Alfonzo McKinnie","GSW",72,1003,4,0,21,2,0,9,6,2,32,16,0,0
"Tony Parker","CHA",56,1003,0,0,7,0,0,4,0,0,0,0,0,0
"Goran Dragic","MIA",36,991,0,0,17,0,0,18,0,0,21,3,0,0
"David Nwaba","CLE",51,984,1,0,9,0,0,19,2,1,19,5,2,4
"De'Anthony Melton","PHX",50,984,9,0,31,12,0,46,6,1,28,13,0,0
"Shabazz Napier","BKN",56,983,1,0,15,1,0,12,0,0,0,0,0,0
"Danuel House Jr.","HOU",39,979,3,0,29,0,0,10,0,0,12,0,5,0
"Ian Clark","NOP",60,973,7,0,28,0,0,17,0,0,15,0,0,0
"Thon Maker","DET",64,972,3,0,26,0,0,10,1,0,17,3,0,0
"Shaun Livingston","GSW",64,967,6,0,21,4,0,4,0,0,11,0,0,0
"Elie Okobo","PHX",53,958,4,0,39,5,0,43,0,0,25,13,0,0
"Jerian Grant","ORL",60,939,2,0,30,0,0,10,0,0,3,4,0,0
"Jahlil Okafor","NOP",59,935,4,0,38,4,0,42,2,0,13,6,0,0
"Dante Cunningham","SAS",64,928,1,0,27,2,0,10,3,0,1,7,0,0
"Daniel Theis","BOS",66,908,7,0,38,3,0,36,2,1,20,2,0,0
"Frank Ntilikina","NYK",43,904,1,0,54,0,0,40,9,0,35,16,0,0
"Cheick Diallo","NOP",64,896,0,0,23,5,0,17,3,0,16,0,2,0
"Chandler Hutchison","CHI",44,895,1,0,8,0,0,23,1,0,0,0,0,0
"D.J. Wilson","MIL",48,882,0,0,10,2,0,24,4,0,30,5,1,0
"Solomon Hill","NOP",44,878,3,0,36,2,0,34,0,0,21,0,2,0
"Zaza Pachulia","DET",68,878,3,1,43,3,1,26,11,0,20,11,0,5
"Meyers Leonard","POR",61,878,11,0,22,10,0,8,0,3,14,13,0,0
"Tyson Chandler","LAL",55,875,1,0,27,1,0,31,6,0,24,0,0,0
"Patrick Patterson","OKC",63,861,0,0,11,0,0,0,0,0,0,0,0,0
"CJ Miles","MEM",53,856,1,0,23,3,0,5,1,0,9,11,0,0
"Antonio Blakeney","CHI",57,829,0,0,10,0,0,0,0,0,3,0,0,0
"Dragan Bender","PHX",46,826,10,0,60,1,0,52,5,0,36,16,0,9
"Aron Baynes","BOS",51,821,18,0,55,6,1,46,11,0,30,11,0,0
"Harry Giles III","SAC",58,820,8,0,16,3,0,34,21,0,35,6,0,0
"Matthew Dellavedova","CLE",48,812,3,0,11,0,0,2,0,0,17,3,0,0
"Willy Hernangomez","CHA",58,812,3,0,34,4,0,16,17,1,8,10,0,5
"Omari Spellman","ATL",46,805,0,0,12,0,0,10,0,0,5,0,0,0
"Bruno Caboclo","MEM",34,800,0,0,29,5,0,33,0,0,17,4,0,0
"Dirk Nowitzki","DAL",51,795,1,0,26,0,0,23,5,0,6,0,0,0
"Sam Dekker","WAS",47,789,1,0,10,0,0,2,0,0,2,0,0,0
"Jordan Bell","GSW",68,788,7,0,11,0,0,17,0,0,16,0,0,0
"Luke Kornet","NYK",46,784,3,0,24,0,0,7,0,0,0,0,0,0
"Lance Thomas","NYK",46,783,4,3,25,1,0,25,9,0,8,5,0,0
"Bismack Biyombo","CHA",54,783,4,0,44,0,0,25,0,0,14,8,0,0
"DeMarcus Cousins","GSW",30,771,6,0,78,11,0,62,16,0,40,23,0,0
"Mo Bamba","ORL",47,766,0,0,20,0,0,10,2,0,12,2,0,0
"Troy Daniels","PHX",51,760,5,0,25,5,0,10,5,0,3,9,0,0
"Dwayne Bacon","CHA",43,759,1,0,28,0,0,14,0,0,36,2,2,0
"Frank Kaminsky","CHA",47,755,1,0,24,0,0,14,2,0,10,9,0,0
"J.J. Barea","DAL",38,752,2,0,22,0,0,3,0,0,4,0,0,0
"Marcin Gortat","LAC",47,751,2,0,50,3,0,46,1,0,0,0,0,0
