"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Bam Adebayo","MIA",75,2598,187,78,109,0.41711229946524064,39,7,39,22,17,4,2,2
"Trae Young","ATL",73,2541,300,226,74,0.7533333333333333,35,9,191,44,6,0,0,0
"Fred VanVleet","TOR",69,2535,140,90,50,0.6428571428571429,27,9,63,14,8,0,3,0
"Buddy Hield","IND",80,2482,139,92,47,0.6618705035971223,29,10,63,12,14,0,2,0
"RJ Barrett","NYK",73,2475,164,87,77,0.5304878048780488,35,10,52,21,16,0,6,0
"Jordan Poole","GSW",82,2458,252,114,138,0.4523809523809524,43,34,71,36,21,1,6,0
"Josh Hart","NYK",76,2454,117,68,49,0.5811965811965812,15,5,53,21,8,0,4,2
"Jabari Smith Jr.","HOU",79,2451,104,67,37,0.6442307692307693,32,4,35,6,12,0,0,1
"Trey Murphy III","NOP",79,2448,61,23,38,0.3770491803278688,6,9,17,11,5,0,2,0
"Darius Garland","CLE",69,2447,199,120,79,0.6030150753768844,43,13,77,19,21,0,9,0
"Tobias Harris","PHI",74,2436,89,38,51,0.42696629213483145,19,7,19,11,7,0,5,1
"De'Aaron Fox","SAC",73,2435,181,128,53,0.7071823204419889,59,12,69,21,9,0,1,0
"Donovan Mitchell","CLE",68,2432,180,125,55,0.6944444444444444,51,7,74,20,8,0,0,1
"Paolo Banchero","ORL",72,2430,200,117,83,0.585,63,15,54,25,15,0,4,0
"Jaden McDaniels","MIN",79,2416,112,61,51,0.5446428571428571,21,5,40,7,14,0,6,1
"Shai Gilgeous-Alexander","OKC",68,2416,192,124,68,0.6458333333333334,58,6,66,18,10,0,2,0
"Royce O'Neale","BKN",76,2409,114,65,49,0.5701754385964912,11,8,54,17,6,1,1,0
"Jaylen Brown","BOS",67,2405,197,96,101,0.4873096446700508,54,14,42,19,26,0,7,0
"Luka Doncic","DAL",66,2391,236,169,67,0.7161016949152542,56,8,113,28,10,0,1,0
"O.G. Anunoby","TOR",67,2386,132,59,73,0.44696969696969696,17,12,42,13,16,0,3,0
"Keegan Murray","SAC",80,2382,60,31,29,0.5166666666666667,7,4,24,8,10,1,1,0
"Kentavious Caldwell-Pope","DEN",76,2381,86,51,35,0.5930232558139535,12,8,39,15,3,0,3,0
"P.J. Washington","CHA",73,2380,110,69,41,0.6272727272727273,26,5,43,12,10,0,3,0
"Jalen Brunson","NYK",68,2379,142,90,52,0.6338028169014085,33,6,57,18,5,0,2,0
"Brook Lopez","MIL",78,2373,107,36,71,0.3364485981308411,13,1,23,5,19,6,0,1
"Josh Giddey","OKC",76,2367,211,144,67,0.6824644549763034,47,9,97,31,9,0,2,0
"Reggie Bullock","DAL",78,2364,37,19,18,0.5135135135135135,2,0,17,5,3,0,2,0
"Immanuel Quickley","NYK",81,2344,100,41,59,0.41,12,6,29,20,17,0,3,0
"Tyler Herro","MIA",67,2336,158,95,63,0.6012658227848101,24,8,71,19,14,0,6,0
"Nikola Jokic","DEN",69,2323,247,166,81,0.6720647773279352,57,11,109,33,4,3,2,0
"Patrick Williams","CHI",82,2323,101,35,66,0.3465346534653465,19,10,16,8,15,0,10,1
"Derrick White","BOS",82,2319,95,63,32,0.6631578947368421,20,5,43,11,6,0,3,1
"Jaden Ivey","DET",74,2304,237,147,90,0.620253164556962,45,14,102,35,15,1,4,0
"D'Angelo Russell","LAL",71,2304,186,115,71,0.6182795698924731,29,5,86,45,6,0,1,0
"Draymond Green","GSW",73,2297,204,109,95,0.5343137254901961,11,8,98,46,9,0,2,0
"Kenyon Martin Jr.","HOU",82,2292,91,35,56,0.38461538461538464,15,8,20,13,10,0,5,0
"Joel Embiid","PHI",66,2284,226,121,105,0.5353982300884956,73,18,48,27,20,1,0,0
"Bruce Brown","DEN",80,2280,123,68,55,0.5528455284552846,25,13,43,13,10,0,5,0
"Klay Thompson","GSW",69,2279,123,61,62,0.4959349593495935,19,5,42,15,22,0,7,0
"Jalen Williams","OKC",75,2276,123,56,67,0.45528455284552843,30,12,26,15,18,0,5,1
"Lauri Markkanen","UTA",66,2273,127,69,58,0.5433070866141733,46,7,23,8,6,0,0,0
"Luguentz Dort","OKC",74,2272,92,43,49,0.4673913043478261,22,8,21,10,8,1,6,1
"Max Strus","MIA",80,2272,70,41,29,0.5857142857142857,9,4,32,8,4,0,4,0
"Nic Claxton","BKN",76,2271,95,34,61,0.35789473684210527,15,6,19,2,12,2,2,2
"Jerami Grant","POR",63,2246,116,56,60,0.4827586206896552,31,9,25,12,10,0,2,0
"Kyrie Irving","DAL",60,2240,128,77,51,0.6015625,26,10,51,18,9,0,4,0
"Kyle Kuzma","WAS",64,2239,190,77,113,0.4052631578947368,30,22,47,18,25,0,8,0
"Caris LeVert","CLE",74,2237,116,73,43,0.6293103448275862,12,12,61,12,7,0,2,0
"Bennedict Mathurin","IND",78,2222,152,78,74,0.5131578947368421,39,10,39,17,9,0,5,0
"Terry Rozier","CHA",63,2221,134,74,60,0.5522388059701493,28,12,46,10,9,0,7,0
"Jarrett Allen","CLE",68,2220,93,44,49,0.4731182795698925,15,3,29,12,12,2,0,2
"Dillon Brooks","MEM",73,2214,104,56,48,0.5384615384615384,22,5,34,9,14,0,1,0
"Kevin Huerter","SAC",75,2203,97,53,44,0.5463917525773195,13,1,40,13,11,0,6,0
"Jrue Holiday","MIL",67,2183,197,137,60,0.6954314720812182,41,7,96,28,7,0,2,0
"Alperen Sengun","HOU",75,2171,193,102,91,0.5284974093264249,38,6,64,21,23,2,0,2
"Anfernee Simons","POR",62,2171,128,73,55,0.5703125,26,8,47,18,9,0,2,0
"Ivica Zubac","LAC",76,2170,117,58,59,0.49572649572649574,30,1,28,8,10,5,2,3
"Killian Hayes","DET",76,2154,173,107,66,0.6184971098265896,28,10,79,32,9,0,2,0
"Tim Hardaway Jr.","DAL",71,2152,60,31,29,0.5166666666666667,11,3,20,11,2,0,2,0
"De'Anthony Melton","PHI",77,2150,102,64,38,0.6274509803921569,17,9,47,11,4,0,1,0
"Rudy Gobert","MIN",70,2148,121,55,66,0.45454545454545453,35,5,20,7,14,1,0,3
"Jimmy Butler","MIA",64,2138,101,56,45,0.5544554455445545,17,8,39,16,7,0,2,1
"James Harden","PHI",58,2135,195,125,70,0.6410256410256411,33,7,92,26,9,0,2,0
"Jamal Murray","DEN",65,2133,145,100,45,0.6896551724137931,24,5,76,18,12,0,1,0
"John Collins","ATL",71,2130,79,41,38,0.5189873417721519,24,4,17,7,9,0,0,0
"Saddiq Bey","ATL",77,2129,71,26,45,0.36619718309859156,8,6,18,1,15,0,9,0
"Russell Westbrook","LAC",73,2126,255,151,104,0.592156862745098,33,18,118,51,13,0,3,1
"De'Andre Hunter","ATL",67,2126,82,45,37,0.5487804878048781,27,7,18,3,11,0,1,0
"Quentin Grimes","NYK",71,2121,69,37,32,0.5362318840579711,10,4,27,3,12,0,6,0
"Kristaps Porzingis","WAS",65,2120,137,71,66,0.5182481751824818,34,6,37,15,9,0,0,3
"Gary Trent Jr.","TOR",66,2118,55,23,32,0.41818181818181815,12,4,11,6,6,0,2,0
"Damian Lillard","POR",58,2107,191,132,59,0.6910994764397905,28,3,104,37,4,0,0,0
"Ayo Dosunmu","CHI",80,2098,99,57,42,0.5757575757575758,22,6,35,8,12,0,3,0
"Corey Kispert","WAS",74,2093,55,25,30,0.45454545454545453,7,2,18,5,10,0,2,0
"Malik Beasley","LAL",81,2093,90,57,33,0.6333333333333333,23,6,34,14,3,0,2,0
"Caleb Martin","MIA",71,2078,78,36,42,0.46153846153846156,15,4,21,9,9,0,6,0
"Andrew Nembhard","IND",75,2074,126,87,39,0.6904761904761905,18,2,69,15,9,0,1,0
"Keldon Johnson","SAS",63,2063,134,78,56,0.582089552238806,34,13,44,14,7,0,3,0
"Aaron Gordon","DEN",68,2055,98,53,45,0.5408163265306123,24,5,29,10,7,4,2,0
"Mason Plumlee","LAC",79,2053,117,53,64,0.452991452991453,22,3,31,18,7,1,0,3
"Grant Williams","BOS",79,2045,82,32,50,0.3902439024390244,14,6,18,9,9,0,6,1
"Deandre Ayton","PHX",67,2036,120,58,62,0.48333333333333334,39,2,19,4,13,4,2,2
"Mike Conley","MIN",67,2028,103,73,30,0.7087378640776699,15,4,58,18,2,0,1,0
"Kevin Porter Jr.","HOU",59,2024,188,125,63,0.6648936170212766,46,5,79,34,8,1,0,0
"Giannis Antetokounmpo","MIL",63,2024,246,90,156,0.36585365853658536,45,17,45,26,37,4,3,1
"Deni Avdija","WAS",76,2020,123,70,53,0.5691056910569106,23,7,47,15,3,0,2,0
"Tyrese Maxey","PHI",60,2016,80,34,46,0.425,8,5,26,10,6,0,6,0
"Dorian Finney-Smith","BKN",66,2009,62,39,23,0.6290322580645161,9,1,30,3,4,0,4,0
"Jordan Clarkson","UTA",61,1988,186,108,78,0.5806451612903226,34,15,74,23,20,0,5,0
"Dennis Schroder","LAL",66,1986,112,75,37,0.6696428571428571,17,7,58,19,2,0,1,0
"Tre Jones","SAS",68,1984,110,71,39,0.6454545454545455,21,3,50,20,6,0,3,0
"Grayson Allen","MIL",72,1972,72,50,22,0.6944444444444444,9,2,41,8,8,0,2,0
"Jonas Valanciunas","NOP",79,1968,159,66,93,0.41509433962264153,43,3,23,11,16,5,0,3
"Eric Gordon","LAC",69,1965,104,54,50,0.5192307692307693,15,9,39,17,11,0,4,0
"Kevon Looney","GSW",82,1958,45,19,26,0.4222222222222222,5,2,14,1,2,1,0,1
"Marcus Smart","BOS",61,1957,143,75,68,0.5244755244755245,15,7,60,27,10,1,2,0
"Kyle Anderson","MIN",69,1957,103,53,50,0.5145631067961165,14,7,39,15,12,0,1,0
"LeBron James","LAL",55,1954,178,114,64,0.6404494382022472,29,7,85,22,6,0,1,0
"Herbert Jones","NOP",66,1951,88,28,60,0.3181818181818182,8,5,20,20,14,0,5,0
"Ja Morant","MEM",61,1948,206,125,81,0.6067961165048543,37,9,88,23,28,0,3,0
"Torrey Craig","PHX",79,1948,73,37,36,0.5068493150684932,12,5,25,12,4,0,1,0
"Kelly Olynyk","UTA",68,1942,168,84,84,0.5,31,9,53,22,16,0,2,0
"Stephen Curry","GSW",56,1941,179,105,74,0.5865921787709497,22,4,83,28,20,0,4,0
"Tyus Jones","MEM",80,1940,74,56,18,0.7567567567567568,10,0,46,11,1,0,1,0
"Paul George","LAC",56,1939,176,104,72,0.5909090909090909,38,9,66,32,7,0,2,0
"Al Horford","BOS",63,1921,37,18,19,0.4864864864864865,5,0,13,4,1,0,0,0
"P.J. Tucker","PHI",75,1920,44,11,33,0.25,2,1,9,4,3,1,2,0
"Jalen McDaniels","PHI",80,1913,93,48,45,0.5161290322580645,20,10,28,8,10,0,1,0
"Jakob Poeltl","TOR",72,1906,125,71,54,0.568,27,5,44,16,4,0,1,0
"Anthony Davis","LAL",56,1905,122,54,68,0.4426229508196721,31,11,23,16,9,3,4,0
"Donte DiVincenzo","GSW",72,1894,112,60,52,0.5357142857142857,13,4,47,24,4,0,7,0
"Bojan Bogdanovic","DET",59,1893,135,89,46,0.6592592592592592,46,6,43,17,8,1,2,0
"Chris Paul","PHX",59,1889,114,86,28,0.7543859649122807,15,5,71,10,5,0,0,0
"Tyrese Haliburton","IND",56,1883,141,96,45,0.6808510638297872,27,6,69,16,5,0,5,0
"Jarred Vanderbilt","LAL",78,1880,97,48,49,0.4948453608247423,29,7,19,10,7,1,4,2
"Terance Mann","LAC",81,1872,80,49,31,0.6125,19,2,30,8,5,0,1,0
"Troy Brown Jr.","LAL",76,1860,49,28,21,0.5714285714285714,6,4,22,5,2,0,4,0
"Onyeka Okongwu","ATL",80,1849,81,27,54,0.3333333333333333,14,3,13,9,7,1,0,1
"Austin Reaves","LAL",64,1843,99,62,37,0.6262626262626263,24,3,38,11,12,0,2,0
"Desmond Bane","MEM",58,1842,126,57,69,0.4523809523809524,21,12,36,12,17,0,7,0
"Devin Booker","PHX",53,1835,145,86,59,0.593103448275862,28,12,58,17,10,0,0,0
"Myles Turner","IND",62,1825,103,37,66,0.3592233009708738,16,5,21,6,12,6,1,0
"Marcus Morris Sr.","LAC",65,1825,56,27,29,0.48214285714285715,13,3,14,4,11,0,0,0
"Bobby Portis","MIL",70,1819,81,37,44,0.4567901234567901,19,5,18,4,12,1,5,0
"Patrick Beverley","CHI",67,1817,60,31,29,0.5166666666666667,5,2,26,6,12,0,1,0
"Aaron Nesmith","IND",73,1816,75,40,35,0.5333333333333333,12,1,28,6,11,0,4,0
"Jevon Carter","MIL",81,1812,78,40,38,0.5128205128205128,11,7,29,15,6,0,5,0
"Michael Porter Jr.","DEN",62,1798,68,36,32,0.5294117647058824,16,4,20,6,10,0,3,1
"Naji Marshall","NOP",77,1792,97,52,45,0.5360824742268041,13,2,39,17,11,0,4,0
"Jaren Jackson Jr.","MEM",63,1787,107,43,64,0.40186915887850466,21,7,22,6,9,1,1,1
"Shaedon Sharpe","POR",80,1779,83,56,27,0.6746987951807228,26,4,30,2,7,0,2,1
"Markelle Fultz","ORL",60,1778,138,82,56,0.5942028985507246,25,8,57,16,9,0,2,1
"Tari Eason","HOU",82,1767,101,51,50,0.504950495049505,22,6,29,10,11,0,3,3
"Gabe Vincent","MIA",68,1759,92,57,35,0.6195652173913043,16,3,41,8,3,0,7,0
"Kawhi Leonard","LAC",52,1748,88,50,38,0.5681818181818182,24,5,26,8,14,1,0,0
"Malcolm Brogdon","BOS",67,1744,98,63,35,0.6428571428571429,28,6,35,7,8,0,2,0
"Christian Wood","DAL",67,1738,121,49,72,0.4049586776859504,26,3,23,10,19,2,0,1
"Coby White","CHI",74,1730,74,45,29,0.6081081081081081,16,2,29,9,9,0,4,0
"Clint Capela","ATL",65,1730,54,22,32,0.4074074074074074,9,1,13,4,6,2,0,4
"Malik Monk","SAC",77,1719,145,81,64,0.5586206896551724,19,13,62,25,10,0,1,0
"Kyle Lowry","MIA",55,1718,103,66,37,0.6407766990291263,12,4,54,16,9,0,4,0
"Nicolas Batum","LAC",78,1709,49,28,21,0.5714285714285714,5,0,23,7,5,0,1,0
"Walker Kessler","UTA",74,1703,58,19,39,0.3275862068965517,9,3,10,3,3,4,1,1
"Monte Morris","WAS",62,1696,60,46,14,0.7666666666666667,9,3,37,5,2,0,1,0
"Wendell Carter Jr.","ORL",57,1690,106,47,59,0.44339622641509435,24,4,23,12,8,0,1,1
"Santi Aldama","MEM",77,1682,60,30,30,0.5,17,3,13,6,10,0,0,0
"Bradley Beal","WAS",50,1673,145,91,54,0.6275862068965518,33,12,58,21,6,0,1,0
"Kevin Durant","PHX",47,1672,156,111,45,0.7115384615384616,35,8,76,15,5,0,2,0
"Jalen Duren","DET",67,1670,92,36,56,0.391304347826087,11,5,25,8,2,4,1,3
"Reggie Jackson","DEN",68,1657,115,64,51,0.5565217391304348,14,3,50,17,8,0,2,0
"Isaac Okoro","CLE",76,1652,42,17,25,0.40476190476190477,9,2,8,6,5,0,4,0
"Isaiah Hartenstein","NYK",82,1628,66,24,42,0.36363636363636365,5,2,19,14,7,0,0,2
"Daniel Gafford","WAS",78,1604,85,33,52,0.38823529411764707,22,2,11,10,3,0,3,0
"Mitchell Robinson","NYK",59,1589,41,16,25,0.3902439024390244,8,4,8,3,3,4,0,2
"Drew Eubanks","POR",78,1584,66,30,36,0.45454545454545453,10,3,20,6,6,0,1,0
"Gordon Hayward","CHA",50,1577,99,50,49,0.5050505050505051,21,3,29,16,17,0,1,0
"Alex Caruso","CHI",67,1575,77,52,25,0.6753246753246753,17,1,35,16,3,0,1,0
"Shake Milton","PHI",76,1567,94,46,48,0.48936170212765956,12,8,34,14,8,0,3,0
"Norman Powell","LAC",60,1567,101,60,41,0.594059405940594,32,8,28,7,8,0,2,0
"Cole Anthony","ORL",60,1552,91,52,39,0.5714285714285714,20,8,32,11,4,0,4,0
"Malaki Branham","SAS",66,1550,76,48,28,0.631578947368421,13,3,35,11,7,0,2,0
"Cedi Osman","CLE",77,1548,52,27,25,0.5192307692307693,14,2,13,8,5,0,3,0
"Kelly Oubre Jr.","CHA",48,1548,64,34,30,0.53125,21,7,13,9,3,0,2,0
"Josh Green","DAL",60,1539,72,41,31,0.5694444444444444,17,6,24,9,4,0,1,0
"Brandon Ingram","NOP",45,1538,148,89,59,0.6013513513513513,37,5,52,15,8,0,6,0
"Josh Richardson","NOP",65,1530,86,49,37,0.5697674418604651,9,5,40,8,9,0,4,0
"Joe Harris","BKN",74,1527,41,22,19,0.5365853658536586,2,1,20,6,3,0,2,0
"T.J. McConnell","IND",75,1526,143,91,52,0.6363636363636364,24,9,67,23,9,0,7,0
"Chris Boucher","TOR",76,1523,41,16,25,0.3902439024390244,11,6,5,2,3,0,3,0
"Georges Niang","PHI",78,1512,54,25,29,0.46296296296296297,5,2,20,7,6,0,2,0
"Bogdan Bogdanovic","ATL",54,1508,65,48,17,0.7384615384615385,15,2,33,6,5,0,2,0
"Damion Lee","PHX",74,1506,78,35,43,0.44871794871794873,18,5,17,7,15,0,2,0
"Bol Bol","ORL",70,1505,112,62,50,0.5535714285714286,35,12,27,9,16,0,2,0
"John Konchar","MEM",72,1494,37,27,10,0.7297297297297297,8,0,19,5,2,0,0,0
"Rui Hachimura","LAL",63,1466,53,28,25,0.5283018867924528,17,3,11,4,4,0,0,1
"Dwight Powell","DAL",76,1458,65,17,48,0.26153846153846155,9,5,8,7,4,1,1,1
"Jeremy Sochan","SAS",56,1458,97,54,43,0.5567010309278351,20,7,34,13,5,0,3,0
"Keita Bates-Diop","SAS",67,1452,56,30,26,0.5357142857142857,11,6,19,4,10,0,0,0
"Davion Mitchell","SAC",80,1447,62,36,26,0.5806451612903226,7,1,29,12,5,0,0,0
"Pat Connaughton","MIL",61,1443,33,19,14,0.5757575757575758,5,1,14,6,0,0,1,0
"Zach Collins","SAS",63,1441,129,56,73,0.43410852713178294,22,1,34,20,10,1,1,0
"Isaiah Stewart","DET",50,1414,68,23,45,0.3382352941176471,11,5,12,5,8,0,9,0
"AJ Griffin","ATL",72,1401,42,25,17,0.5952380952380952,14,1,11,6,5,0,3,0
"Isaiah Joe","OKC",73,1395,39,26,13,0.6666666666666666,11,2,15,8,1,0,1,0
"Jonathan Kuminga","GSW",67,1394,95,38,57,0.4,15,10,23,14,13,2,3,0
"Jusuf Nurkic","POR",52,1391,119,57,62,0.4789915966386555,24,9,33,10,8,0,0,1
"Dennis Smith Jr.","CHA",54,1390,82,49,33,0.5975609756097561,9,7,40,12,5,0,2,0
"Larry Nance Jr.","NOP",65,1381,42,17,25,0.40476190476190477,6,1,11,6,3,0,0,0
"Josh Okogie","PHX",72,1350,63,32,31,0.5079365079365079,11,4,21,9,9,0,4,0
"Devonte' Graham","SAS",73,1338,53,31,22,0.5849056603773585,10,3,21,11,2,0,1,0
"Terrence Ross","PHX",63,1330,43,28,15,0.6511627906976745,7,1,21,2,4,0,3,0
"Luke Kennard","MEM",59,1315,46,29,17,0.6304347826086957,13,1,16,7,2,0,1,0
"Doug McDermott","SAS",64,1314,58,28,30,0.4827586206896552,6,4,22,7,4,0,4,1
"Talen Horton-Tucker","UTA",65,1313,126,62,64,0.49206349206349204,16,8,46,14,10,0,3,0
"Jose Alvarado","NOP",61,1310,81,51,30,0.6296296296296297,15,5,36,10,3,0,2,0
"Aaron Wiggins","OKC",70,1297,55,32,23,0.5818181818181818,16,4,16,7,6,0,0,0
"Lonnie Walker IV","LAL",56,1297,46,23,23,0.5,8,2,15,3,9,0,3,0
"Sam Hauser","BOS",80,1290,30,21,9,0.7,11,1,10,3,0,0,2,0
"Jalen Smith","IND",68,1279,72,26,46,0.3611111111111111,15,7,11,8,7,1,4,0
"LaMelo Ball","CHA",36,1268,129,64,65,0.49612403100775193,13,4,51,20,10,0,7,0
"David Roddy","MEM",70,1258,57,31,26,0.543859649122807,13,2,18,3,7,0,3,1
"Jaylen Nowell","MIN",65,1252,65,43,22,0.6615384615384615,12,2,31,7,3,0,3,0
"Naz Reid","MIN",68,1251,92,40,52,0.43478260869565216,19,2,21,13,12,0,5,0
"Trey Lyles","SAC",74,1247,64,34,30,0.53125,5,2,29,5,5,0,7,0
"Jalen Suggs","ORL",53,1246,94,55,39,0.5851063829787234,15,6,40,15,4,0,1,0
"Kevin Love","MIA",62,1240,70,44,26,0.6285714285714286,8,0,36,8,5,2,0,0
"Cory Joseph","DET",62,1227,56,36,20,0.6428571428571429,10,2,26,8,1,0,0,0
"Delon Wright","WAS",50,1221,44,24,20,0.5454545454545454,13,3,11,7,6,0,1,0
"Nick Richards","CHA",65,1218,59,15,44,0.2542372881355932,10,2,5,5,3,0,0,0
"Seth Curry","BKN",61,1211,51,23,28,0.45098039215686275,5,4,18,6,7,0,1,0
"Ochai Agbaji","UTA",59,1209,41,15,26,0.36585365853658536,6,2,9,6,5,0,1,0
"Kenrich Williams","OKC",53,1206,32,17,15,0.53125,9,1,8,3,1,1,0,0
"Matisse Thybulle","POR",71,1200,24,11,13,0.4583333333333333,0,3,11,6,0,0,1,0
"Cameron Johnson","BKN",42,1200,37,25,12,0.6756756756756757,10,3,15,2,1,0,2,0
"Isaiah Livers","DET",52,1199,30,17,13,0.5666666666666667,5,0,12,2,3,0,5,0
"Anthony Lamb","GSW",62,1195,54,32,22,0.5925925925925926,8,3,24,9,3,0,0,0
"Taurean Prince","MIN",54,1192,69,40,29,0.5797101449275363,14,1,26,7,10,0,1,0
"Andrew Wiggins","GSW",37,1190,48,26,22,0.5416666666666666,9,3,17,6,3,0,0,0
"Jordan Nwora","IND",62,1188,66,41,25,0.6212121212121212,20,2,21,4,8,0,3,1
"Gary Harris","ORL",48,1184,28,12,16,0.42857142857142855,2,2,10,1,5,0,4,0
"Tre Mann","OKC",67,1183,62,35,27,0.5645161290322581,14,5,21,5,8,0,0,0
"Trendon Watford","POR",62,1182,71,36,35,0.5070422535211268,15,0,21,6,9,0,0,0
"Christian Braun","DEN",76,1181,35,15,20,0.42857142857142855,8,0,7,2,7,0,3,1
"Xavier Tillman","MEM",61,1180,44,23,21,0.5227272727272727,13,1,10,5,2,0,1,0
"Devin Vassell","SAS",38,1178,57,35,22,0.6140350877192983,8,3,27,9,2,0,3,0
"Collin Sexton","UTA",48,1145,85,46,39,0.5411764705882353,17,9,29,11,6,0,4,0
"Precious Achiuwa","TOR",55,1140,59,22,37,0.3728813559322034,16,5,6,2,9,1,0,1
"Steven Adams","MEM",42,1133,79,36,43,0.45569620253164556,7,3,29,11,4,0,1,1
"Alec Burks","DET",51,1122,58,26,32,0.4482758620689655,10,6,16,8,8,0,2,0
"Lamar Stevens","CLE",62,1120,27,14,13,0.5185185185185185,9,3,5,2,3,0,2,0
"Moritz Wagner","ORL",57,1109,68,22,46,0.3235294117647059,7,6,15,5,10,1,1,0
"Victor Oladipo","MIA",42,1106,87,58,29,0.6666666666666666,17,3,41,10,9,0,3,0
"Jordan Goodwin","WAS",62,1105,57,37,20,0.6491228070175439,9,3,28,6,4,0,0,0
"Ben Simmons","BKN",42,1105,97,46,51,0.4742268041237113,12,4,34,14,8,1,0,0
"Jeff Green","DEN",56,1091,46,17,29,0.3695652173913043,4,0,13,5,4,0,5,0
"Brandon Clarke","MEM",56,1090,55,20,35,0.36363636363636365,10,0,10,2,4,2,0,0
"Bones Hyland","LAC",56,1086,82,45,37,0.5487804878048781,12,4,33,16,6,0,3,0
"Oshae Brissett","IND",65,1083,34,18,16,0.5294117647058824,7,1,11,2,3,0,3,0
"Thomas Bryant","DEN",59,1081,38,15,23,0.39473684210526316,5,2,10,3,4,1,1,0
"Obi Toppin","NYK",67,1050,38,17,21,0.4473684210526316,7,1,10,4,3,0,3,0
"Joe Ingles","MIL",46,1044,55,36,19,0.6545454545454545,5,2,31,8,4,0,2,0
"Isaiah Jackson","IND",63,1042,51,19,32,0.37254901960784315,7,1,12,1,4,1,0,1
"Dyson Daniels","NOP",59,1042,57,40,17,0.7017543859649122,9,1,31,7,2,0,1,0
"Jalen Johnson","ATL",70,1042,41,16,25,0.3902439024390244,6,5,10,7,3,0,3,0
"Wenyen Gabriel","LAL",68,1024,46,17,29,0.3695652173913043,7,1,10,1,3,2,1,0
"Austin Rivers","MIN",52,1016,23,14,9,0.6086956521739131,5,1,9,1,4,0,1,0
"Hamidou Diallo","DET",56,996,71,29,42,0.4084507042253521,9,4,20,6,6,0,6,0
"Will Barton","TOR",56,993,48,25,23,0.5208333333333334,6,5,19,8,4,0,1,0
"Marvin Bagley III","DET",42,990,46,18,28,0.391304347826087,9,2,9,4,8,0,0,1
"Cam Reddish","POR",40,990,47,37,10,0.7872340425531915,23,2,14,3,2,0,2,0
"Jock Landale","PHX",69,979,59,23,36,0.3898305084745763,14,2,9,2,5,2,1,2
"Nassir Little","POR",54,976,36,22,14,0.6111111111111112,10,1,12,3,3,0,0,0
"Usman Garuba","HOU",75,970,47,17,30,0.3617021276595745,5,1,12,3,7,0,0,2
"Haywood Highsmith","MIA",54,969,45,25,20,0.5555555555555556,5,1,20,4,9,0,4,0
"JT Thor","CHA",69,969,44,27,17,0.6136363636363636,12,0,15,5,7,0,1,0
"Cameron Payne","PHX",48,968,81,41,40,0.5061728395061729,4,5,37,12,5,0,6,0
"Kendrick Nunn","WAS",70,963,66,50,16,0.7575757575757576,15,3,35,3,4,0,3,0
"Karl-Anthony Towns","MIN",29,957,86,40,46,0.46511627906976744,10,2,30,10,6,0,0,0
"Zion Williamson","NOP",29,956,99,53,46,0.5353535353535354,27,14,26,8,5,0,4,0
"Kevin Knox II","POR",63,952,50,25,25,0.5,18,2,7,4,9,0,3,1
