"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Jalen Smith","CHI",64,962,37,14,23,0.3783783783783784,5,2,9,4,2,0,1,0
"Gary Payton II","GSW",62,927,39,16,23,0.41025641025641024,3,1,13,6,2,0,1,0
"Brandon Miller","CHA",27,924,76,34,42,0.4473684210526316,16,10,18,14,2,0,1,0
"Bruce Brown","NOP",41,921,39,29,10,0.7435897435897436,17,2,12,6,0,1,0,0
"Immanuel Quickley","TOR",33,918,58,37,21,0.6379310344827587,10,4,27,7,1,0,2,0
"Trendon Watford","BKN",43,913,83,42,41,0.5060240963855421,23,6,19,10,8,0,1,0
"KJ Martin","UTA",43,912,24,14,10,0.5833333333333334,6,4,8,4,0,0,1,0
"Day'Ron Sharpe","BKN",50,909,63,31,32,0.49206349206349204,15,1,16,5,0,5,0,2
"Jaden Hardy","DAL",57,907,82,49,33,0.5975609756097561,25,9,24,8,4,0,3,0
"Tre Jones","CHI",46,905,35,22,13,0.6285714285714286,5,7,17,1,1,0,1,0
"Adem Bona","PHI",58,902,61,24,37,0.39344262295081966,10,8,14,4,1,0,1,0
"Jaden Ivey","DET",30,898,89,55,34,0.6179775280898876,23,5,32,10,5,0,3,0
"Kelly Olynyk","NOP",44,891,76,42,34,0.5526315789473685,10,6,32,12,3,1,0,1
"Chet Holmgren","OKC",32,877,56,37,19,0.6607142857142857,29,3,8,2,1,0,3,0
"Alec Burks","MIA",49,863,29,18,11,0.6206896551724138,3,0,15,6,0,0,0,0
"Neemias Queta","BOS",62,863,40,11,29,0.275,6,2,5,1,4,2,0,0
"Chris Boucher","TOR",50,862,29,14,15,0.4827586206896552,7,3,7,3,1,0,2,0
"Zion Williamson","NOP",30,857,90,51,39,0.5666666666666667,25,9,26,9,2,0,0,0
"Khris Middleton","WAS",37,843,56,37,19,0.6607142857142857,15,4,22,9,1,0,0,0
"KJ Simpson","CHA",36,842,56,35,21,0.625,14,3,21,5,4,0,4,0
"Shake Milton","LAL",57,836,40,25,15,0.625,9,3,16,6,0,0,2,0
"Dereck Lively II","DAL",36,833,41,21,20,0.5121951219512195,9,0,12,6,3,1,1,0
"Garrison Mathews","ATL",47,830,31,17,14,0.5483870967741935,4,2,13,4,2,0,4,0
"Cam Whitmore","HOU",51,827,46,30,16,0.6521739130434783,15,3,15,4,4,0,0,0
"Ryan Rollins","MIL",56,820,53,33,20,0.6226415094339622,7,4,26,8,1,0,0,0
"Marcus Sasser","DET",57,811,54,36,18,0.6666666666666666,13,3,23,9,3,0,0,0
"Steven Adams","HOU",57,795,54,31,23,0.5740740740740741,11,3,20,10,0,2,0,1
"Aaron Holiday","HOU",62,792,37,29,8,0.7837837837837838,10,0,19,3,0,0,0,0
"Karlo Matković","NOP",42,791,43,20,23,0.46511627906976744,5,1,15,7,1,0,0,1
"Caleb Houstan","ORL",58,788,13,4,9,0.3076923076923077,1,1,3,3,1,0,3,0
"Vasilije Micić","PHX",41,785,77,55,22,0.7142857142857143,17,4,38,7,7,0,0,0
"Jaylin Williams","OKC",47,784,35,21,14,0.6,6,0,15,5,0,0,0,0
"Pelle Larsson","MIA",55,782,24,16,8,0.6666666666666666,4,0,12,4,1,0,3,0
"Cam Thomas","BKN",25,781,62,40,22,0.6451612903225806,21,6,19,2,6,0,1,0
"Lindy Waters III","DET",52,777,20,9,11,0.45,4,2,5,6,0,0,0,0
"Lonzo Ball","CHI",35,777,41,27,14,0.6585365853658537,2,1,25,9,1,0,0,0
"Orlando Robinson","TOR",44,770,49,29,20,0.5918367346938775,14,2,15,2,2,2,1,1
"Eric Gordon","PHI",39,768,28,12,16,0.42857142857142855,4,3,8,8,2,0,1,0
"Gui Santos","GSW",56,762,42,27,15,0.6428571428571429,9,2,18,8,1,0,2,0
"Landry Shamet","NYK",50,762,22,13,9,0.5909090909090909,6,2,7,5,0,0,0,0
"Svi Mykhailiuk","UTA",38,760,52,36,16,0.6923076923076923,11,3,25,6,3,0,3,0
"Andre Drummond","PHI",40,751,55,19,36,0.34545454545454546,10,3,9,6,3,4,0,1
"Jabari Walker","POR",60,749,34,19,15,0.5588235294117647,10,2,9,1,2,0,3,0
"Jay Huff","MEM",64,748,34,13,21,0.38235294117647056,8,7,5,4,3,3,1,0
"Drew Eubanks","LAC",61,746,41,22,19,0.5365853658536586,7,4,15,5,3,0,0,0
"Talen Horton-Tucker","CHI",58,724,40,23,17,0.575,12,3,11,3,5,0,0,0
"Gary Harris","ORL",48,711,17,9,8,0.5294117647058824,2,1,7,1,2,0,2,0
"Micah Potter","UTA",38,705,31,12,19,0.3870967741935484,7,1,5,6,6,0,1,0
"Jett Howard","ORL",60,701,36,20,16,0.5555555555555556,5,2,15,7,1,0,3,0
"DeAndre Jordan","DEN",56,691,40,21,19,0.525,10,0,11,5,1,0,0,3
"Quinten Post","GSW",42,686,33,15,18,0.45454545454545453,6,2,9,4,3,0,0,0
"Blake Wesley","SAS",58,683,54,40,14,0.7407407407407407,13,2,27,5,2,0,5,0
"Sandro Mamukelashvili","SAS",61,681,26,19,7,0.7307692307692307,6,0,13,3,1,1,0,0
"Marcus Smart","WAS",34,680,54,38,16,0.7037037037037037,12,0,26,8,1,0,1,0
"Jalen Pickett","DEN",49,666,24,15,9,0.625,2,1,13,3,1,0,0,0
"Tosan Evbuomwan","BKN",28,665,39,20,19,0.5128205128205128,7,2,13,5,3,0,4,0
"Antonio Reeves","NOP",44,660,30,19,11,0.6333333333333333,5,2,14,6,0,0,1,0
"Kyle Lowry","PHI",35,659,21,14,7,0.6666666666666666,2,0,12,4,1,0,0,0
"Reed Sheppard","HOU",52,653,37,29,8,0.7837837837837838,6,4,23,1,1,0,2,0
"Herbert Jones","NOP",20,648,35,24,11,0.6857142857142857,10,1,14,6,2,0,0,0
"AJ Johnson","WAS",29,638,35,23,12,0.6571428571428571,6,2,17,4,3,0,0,0
"Maxi Kleber","DAL",34,637,23,14,9,0.6086956521739131,4,0,10,2,0,0,3,0
"Delon Wright","NYK",40,634,22,15,7,0.6818181818181818,7,1,8,4,0,0,0,0
"Jericho Sims","MIL",53,631,33,13,20,0.3939393939393939,10,2,3,4,2,0,1,0
"Josh Okogie","CHA",40,625,31,18,13,0.5806451612903226,6,1,12,6,1,0,3,0
"Daniel Theis","NOP",38,621,25,11,14,0.44,3,2,8,6,0,1,0,0
"Jeff Dowtin Jr.","PHI",41,621,15,10,5,0.6666666666666666,3,0,7,2,0,0,1,0
"Cory Joseph","ORL",50,612,18,12,6,0.6666666666666666,4,0,8,5,0,0,0,0
"Kessler Edwards","DAL",40,608,16,9,7,0.5625,3,1,6,2,2,0,1,0
"Zeke Nnaji","DEN",57,608,14,9,5,0.6428571428571429,4,0,5,0,1,0,0,0
"Pat Connaughton","MIL",41,603,24,16,8,0.6666666666666666,3,1,13,5,1,0,0,0
"Ajay Mitchell","OKC",36,597,29,16,13,0.5517241379310345,5,3,11,6,1,0,0,0
"Brandon Ingram","NOP",18,595,69,42,27,0.6086956521739131,21,5,21,7,0,1,1,0
"Jared McCain","PHI",23,592,37,28,9,0.7567567567567568,14,2,14,2,2,0,0,0
"Cam Reddish","LAL",33,589,12,7,5,0.5833333333333334,3,3,4,0,0,0,0,0
"Jae'Sean Tate","HOU",52,588,22,14,8,0.6363636363636364,8,0,6,0,1,1,0,0
"Olivier-Maxence Prosper","DAL",52,584,14,3,11,0.21428571428571427,1,2,2,4,3,0,0,0
"Jarred Vanderbilt","LAL",36,581,29,16,13,0.5517241379310345,4,2,12,1,1,1,4,0
"Joel Embiid","PHI",19,574,62,32,30,0.5161290322580645,18,4,14,11,3,1,0,0
"Monté Morris","PHX",45,571,21,17,4,0.8095238095238095,5,0,12,2,1,0,1,0
"Moritz Wagner","ORL",30,564,49,20,29,0.40816326530612246,14,3,6,6,7,1,1,0
"Malcolm Brogdon","WAS",24,564,38,22,16,0.5789473684210527,9,8,13,7,0,0,0,0
"John Konchar","MEM",46,558,16,10,6,0.625,4,2,6,2,1,0,0,0
"Dillon Jones","OKC",54,552,28,15,13,0.5357142857142857,5,4,10,4,1,0,2,0
"Dwight Powell","DAL",55,551,18,9,9,0.5,4,0,5,0,0,0,1,0
"Jordan Goodwin","LAL",29,543,26,17,9,0.6538461538461539,6,2,11,4,0,0,0,0
"Richaun Holmes","WAS",31,534,21,9,12,0.42857142857142855,7,0,2,2,1,1,0,0
"Mouhamed Gueye","ATL",33,533,15,6,9,0.4,3,3,3,3,1,0,1,0
"Bismack Biyombo","SAS",28,528,26,10,16,0.38461538461538464,6,2,4,3,2,1,0,0
"Jaylen Clark","MIN",40,522,8,4,4,0.5,1,0,3,0,0,0,2,0
"Rob Dillingham","MIN",49,516,53,34,19,0.6415094339622641,12,4,22,9,4,0,1,0
"Colby Jones","WAS",39,515,23,16,7,0.6956521739130435,3,0,13,3,2,0,1,0
"Craig Porter Jr.","CLE",51,513,38,23,15,0.6052631578947368,8,2,15,9,2,0,0,0
"Tristan Vukcevic","WAS",35,513,42,22,20,0.5238095238095238,14,1,8,7,4,0,0,0
"Elfrid Payton","NOP",24,511,59,46,13,0.7796610169491526,5,0,41,10,1,0,1,0
"Jamal Cain","NOP",37,502,22,17,5,0.7727272727272727,7,0,10,2,0,0,0,0
"Keaton Wallace","ATL",31,501,33,19,14,0.5757575757575758,5,2,14,9,1,0,1,0
"Jock Landale","HOU",42,500,21,12,9,0.5714285714285714,6,1,6,0,2,0,0,0
"Wendell Moore Jr.","CHA",36,499,27,20,7,0.7407407407407407,10,0,10,6,0,0,0,0
"Vince Williams Jr.","MEM",27,499,33,19,14,0.5757575757575758,5,3,14,8,1,0,0,0
"Brandon Williams","DAL",33,487,39,28,11,0.717948717948718,8,2,20,7,0,0,0,0
"A.J. Lawson","TOR",26,486,15,10,5,0.6666666666666666,3,2,7,3,0,0,0,0
"Grant Williams","CHA",16,479,28,13,15,0.4642857142857143,8,4,5,2,2,0,0,0
"Lonnie Walker IV","PHI",20,477,25,16,9,0.64,5,1,11,1,2,0,1,0
"Duop Reath","POR",46,469,16,12,4,0.75,7,0,5,1,0,0,0,1
"Reece Beekman","BKN",36,469,21,17,4,0.8095238095238095,4,2,13,2,0,0,0,0
"Kai Jones","DAL",40,468,18,13,5,0.7222222222222222,4,1,9,0,1,0,0,0
"Larry Nance Jr.","ATL",24,463,16,9,7,0.5625,0,0,9,3,2,0,0,0
"Collin Gillespie","PHX",33,461,17,10,7,0.5882352941176471,2,3,8,0,2,0,0,0
"Rayan Rupert","POR",52,460,30,22,8,0.7333333333333333,9,3,13,0,0,0,2,0
"GG Jackson","MEM",29,459,31,14,17,0.45161290322580644,10,3,4,3,5,0,4,1
"Jaylon Tyson","CLE",47,453,26,17,9,0.6538461538461539,9,4,8,1,3,0,1,0
"Bol Bol","PHX",36,448,20,15,5,0.75,6,1,9,1,3,0,0,0
"Paul Reed","DET",45,436,26,10,16,0.38461538461538464,8,1,2,7,2,0,0,1
"Colin Castleton","TOR",26,432,23,12,11,0.5217391304347826,7,0,5,3,4,1,1,0
"Trevelin Queen","ORL",31,430,22,13,9,0.5909090909090909,4,3,9,4,0,0,1,0
"Malaki Branham","SAS",47,427,34,16,18,0.47058823529411764,6,11,10,4,1,0,1,0
"Jordan Miller","LAC",37,420,26,19,7,0.7307692307692307,7,2,12,1,0,0,0,0
"Mo Bamba","NOP",32,413,20,8,12,0.4,4,0,4,2,1,0,2,0
"David Roddy","HOU",33,410,22,17,5,0.7727272727272727,7,1,10,2,1,0,0,0
"Taj Gibson","CHA",37,409,25,9,16,0.36,5,3,4,4,2,0,0,2
"Ousmane Dieng","OKC",37,405,18,11,7,0.6111111111111112,4,0,7,3,2,0,1,0
"Jordan Walsh","BOS",52,403,17,10,7,0.5882352941176471,2,2,8,0,5,0,0,0
"Hunter Tyson","DEN",51,400,14,7,7,0.5,4,2,3,1,2,0,1,0
"Anthony Gill","WAS",51,397,10,5,5,0.5,2,1,3,2,0,0,0,0
"Jeff Green","HOU",32,396,9,2,7,0.2222222222222222,1,1,1,3,1,0,1,0
"Devin Carter","SAC",36,396,18,13,5,0.7222222222222222,2,0,11,2,0,0,0,0
"Trey Jemison III","LAL",38,392,24,11,13,0.4583333333333333,6,1,5,0,1,0,1,0
"Reggie Jackson","PHI",31,384,17,9,8,0.5294117647058824,0,1,9,3,1,0,0,0
"Baylor Scheierman","BOS",31,384,12,4,8,0.3333333333333333,2,3,2,2,2,0,0,0
"Quenton Jackson","IND",28,381,16,9,7,0.5625,2,0,7,2,2,0,0,0
"Alex Len","LAL",46,380,20,9,11,0.45,3,1,6,3,1,1,0,0
"Johnny Furphy","IND",50,379,12,8,4,0.6666666666666666,4,1,4,0,0,0,0,0
"Charles Bassey","SAS",36,376,23,12,11,0.5217391304347826,8,1,4,2,2,0,1,0
"Dominick Barlow","ATL",35,375,5,2,3,0.4,2,0,0,1,1,0,0,0
"Danté Exum","DAL",20,372,22,14,8,0.6363636363636364,2,0,12,4,1,0,0,0
"Damion Baugh","CHA",15,370,31,20,11,0.6451612903225806,3,0,17,7,2,0,0,0
"Jaden Springer","UTA",43,365,16,9,7,0.5625,3,4,6,1,0,0,0,0
"Robert Williams III","POR",20,351,17,6,11,0.35294117647058826,1,3,5,3,0,0,0,0
"Doug McDermott","SAC",42,342,6,4,2,0.6666666666666666,1,0,3,0,0,0,0,0
"Christian Koloko","LAL",37,342,12,5,7,0.4166666666666667,3,2,2,1,0,0,0,3
"Terrence Shannon Jr.","MIN",32,339,15,6,9,0.4,3,2,3,2,1,0,2,0
"Keion Brooks Jr.","NOP",14,332,12,6,6,0.5,3,1,3,0,2,0,0,0
"Tristan Thompson","CLE",40,328,14,6,8,0.42857142857142855,3,1,3,2,1,0,1,0
"Maxwell Lewis","BKN",28,328,14,9,5,0.6428571428571429,5,3,4,0,2,0,0,0
"Patty Mills","LAC",29,321,16,13,3,0.8125,3,0,10,3,0,0,0,0
"Jevon Carter","CHI",36,321,11,6,5,0.5454545454545454,3,3,3,1,1,0,0,0
"Tre Mann","CHA",13,319,25,15,10,0.6,8,1,7,3,0,0,2,0
"Jalen Hood-Schifino","PHI",15,315,18,13,5,0.7222222222222222,7,2,6,1,1,0,0,0
"Jordan McLaughlin","SAS",46,314,17,14,3,0.8235294117647058,6,0,8,3,0,0,0,0
"Torrey Craig","BOS",26,314,8,5,3,0.625,2,0,3,2,0,0,0,0
"Matisse Thybulle","POR",15,312,13,10,3,0.7692307692307693,3,1,7,1,1,0,0,0
"Isaac Jones","SAC",40,304,16,10,6,0.625,6,0,4,3,0,0,1,0
"Tyler Kolek","NYK",41,296,18,9,9,0.5,2,0,7,8,0,0,0,0
"Mitchell Robinson","NYK",17,290,10,5,5,0.5,1,0,4,0,0,2,0,1
"Josh Minott","MIN",46,276,11,8,3,0.7272727272727273,2,0,6,1,1,0,0,0
"Kobe Brown","LAC",40,272,12,3,9,0.25,2,1,1,5,1,0,0,0
"Dru Smith","MIA",14,268,17,11,6,0.6470588235294118,6,1,5,3,0,0,0,0
"Isaiah Wong","CHA",20,265,18,12,6,0.6666666666666666,4,1,8,2,1,0,0,0
"Marvin Bagley III","MEM",31,265,12,8,4,0.6666666666666666,4,1,4,2,0,0,1,0
"Oscar Tshiebwe","UTA",14,255,10,4,6,0.4,1,1,3,0,3,1,0,0
"Drew Timme","BKN",9,254,15,10,5,0.6666666666666666,5,0,5,0,0,0,1,0
"Marcus Bagley","PHI",10,253,7,3,4,0.42857142857142855,0,0,3,2,0,0,1,0
"Cam Spencer","MEM",25,252,6,3,3,0.5,0,0,3,1,1,0,0,0
"Kevin Love","MIA",23,251,14,12,2,0.8571428571428571,1,0,11,1,0,0,0,0
"Pat Spencer","GSW",39,250,18,14,4,0.7777777777777778,4,1,10,2,0,0,0,0
"JT Thor","WAS",20,249,9,5,4,0.5555555555555556,2,0,3,2,0,0,1,0
"Branden Carlson","OKC",32,246,7,6,1,0.8571428571428571,4,0,2,0,0,0,0,0
"Dariq Whitehead","BKN",20,246,15,10,5,0.6666666666666666,6,0,4,3,1,0,0,0
"Johnny Davis","WAS",34,242,7,3,4,0.42857142857142855,0,2,3,0,2,0,0,0
"Bones Hyland","MIN",24,239,25,15,10,0.6,5,2,10,7,0,0,0,0
"Jaylen Martin","WAS",16,239,12,9,3,0.75,2,1,7,2,0,0,0,0
"Xavier Tillman","BOS",33,231,14,10,4,0.7142857142857143,7,1,3,0,1,0,1,0
"Garrett Temple","TOR",28,227,10,5,5,0.5,3,3,2,1,0,0,1,0
"Jared Rhoden","TOR",14,226,9,3,6,0.3333333333333333,0,1,3,4,1,0,0,0
"Luka Garza","MIN",38,219,12,5,7,0.4166666666666667,3,0,2,0,1,1,0,0
"Ariel Hukporti","NYK",25,217,21,14,7,0.6666666666666666,5,0,9,3,0,0,0,0
"Alex Reese","PHI",15,216,6,5,1,0.8333333333333334,0,0,5,0,0,0,0,0
"Dario Šarić","DEN",16,210,15,11,4,0.7333333333333333,3,0,8,2,1,0,0,0
"Adam Flagler","OKC",37,203,4,3,1,0.75,1,0,2,0,0,0,0,0
"Chuma Okeke","CLE",9,197,3,1,2,0.3333333333333333,1,1,0,0,0,0,1,0
"Drew Peterson","BOS",25,186,8,6,2,0.75,2,0,4,1,0,0,1,0
"Markelle Fultz","SAC",21,184,15,10,5,0.6666666666666666,1,0,9,2,0,0,0,0
"Lester Quinones","NOP",13,183,14,12,2,0.8571428571428571,2,0,10,1,1,0,0,0
"Bronny James","LAL",27,181,13,7,6,0.5384615384615384,1,3,6,2,0,0,1,0
"Enrique Freeman","IND",22,181,6,2,4,0.3333333333333333,0,0,2,3,0,0,0,0
"Cole Swider","TOR",10,170,4,4,0,1,0,0,4,0,0,0,0,0
"Jaylen Nowell","NOP",8,168,8,4,4,0.5,0,1,4,2,1,0,0,0
"Markieff Morris","LAL",15,164,5,3,2,0.6,2,1,1,1,0,0,0,0
"Killian Hayes","BKN",6,162,9,7,2,0.7777777777777778,1,0,6,1,0,0,1,0
"MarJon Beauchamp","NYK",35,156,15,7,8,0.4666666666666667,2,2,5,2,3,0,0,0
"Lamar Stevens","MEM",17,155,10,5,5,0.5,2,0,3,2,1,0,0,0
"Tyson Etienne","BKN",7,151,8,4,4,0.5,2,1,2,2,1,0,0,0
"Josh Richardson","MIA",8,150,8,4,4,0.5,1,0,3,1,0,0,0,0
"Nate Williams","HOU",20,147,14,8,6,0.5714285714285714,3,0,5,3,2,0,0,0
"Bruno Fernando","TOR",17,147,14,5,9,0.35714285714285715,1,0,4,2,3,0,0,0
"Damion Lee","PHX",25,144,10,7,3,0.7,2,1,5,1,0,0,0,0
"Oshae Brissett","PHI",6,142,8,6,2,0.75,4,1,2,1,0,0,0,0
"Pete Nance","MIL",13,138,4,1,3,0.25,0,0,1,1,1,0,0,0
"Elijah Harkless","UTA",10,138,3,1,2,0.3333333333333333,0,0,1,0,1,0,0,0
"Vlatko Čančar","DEN",13,136,11,8,3,0.7272727272727273,2,0,6,1,1,0,0,0
"Kylor Kelley","NOP",11,126,4,2,2,0.5,0,0,2,0,0,0,0,0
"Alex Ducas","OKC",21,125,4,2,2,0.5,0,0,2,0,0,0,1,0
"Spencer Jones","DEN",20,125,5,4,1,0.8,0,0,4,0,0,0,1,0
"Kobe Bufkin","ATL",10,124,8,4,4,0.5,0,2,4,0,1,0,1,0
"Tyler Smith","MIL",23,122,8,4,4,0.5,1,1,3,0,1,0,1,0
"De'Anthony Melton","GSW",6,121,10,4,6,0.4,2,1,2,0,0,0,4,0
"Moses Brown","DAL",13,119,11,5,6,0.45454545454545453,0,0,5,0,2,0,0,1
"TyTy Washington Jr.","PHX",16,118,3,1,2,0.3333333333333333,0,0,1,1,0,0,1,0
"Trey Alexander","DEN",23,116,5,1,4,0.2,1,0,0,1,1,0,0,0
"Sidy Cissoko","POR",22,114,11,7,4,0.6363636363636364,3,1,4,2,0,0,0,0
"Joe Ingles","MIN",19,114,9,5,4,0.5555555555555556,1,0,4,2,1,0,0,0
"Tony Bradley","IND",14,113,5,3,2,0.6,2,0,1,0,0,0,0,0
"Jaylen Sims","CHA",6,112,8,3,5,0.375,2,0,1,4,0,0,0,0
"Pacôme Dadiet","NYK",18,111,4,4,0,1,2,0,2,0,0,0,0,0
"Patrick Baldwin Jr.","LAC",24,107,5,5,0,1,3,0,2,0,0,0,0,0
"Chris Livingston","MIL",21,106,6,4,2,0.6666666666666666,2,1,2,0,0,0,0,0
"Jae Crowder","SAC",9,103,4,4,0,1,0,0,4,0,0,0,0,0
"Justin Minaya","POR",19,101,5,3,2,0.6,2,0,1,0,0,0,0,0
"Keshad Johnson","MIA",16,98,4,3,1,0.75,1,1,2,0,0,0,0,0
"Yuki Kawamura","MEM",22,93,5,3,2,0.6,1,1,2,1,0,0,0,0
"Luke Travers","CLE",12,88,8,8,0,1,4,0,4,0,0,0,0,0
"Stanley Umude","MIL",22,86,3,1,2,0.3333333333333333,0,0,1,1,0,0,0,0
