"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Caris LeVert","CLE",68,1958,346,843,195,151,134,57,4,45,106
"Royce O'Neale","PHX",79,1954,219,519,138,81,92,36,10,24,57
"Jonathan Kuminga","GSW",74,1950,163,414,75,88,36,31,8,22,66
"Donovan Mitchell","CLE",55,1943,333,808,191,142,146,40,5,45,97
"Trae Young","ATL",54,1942,583,1382,367,216,277,76,14,71,145
"Dorian Finney-Smith","BKN",68,1934,107,263,58,49,37,17,4,19,30
"Tyus Jones","WAS",66,1933,485,1155,300,185,210,67,23,63,122
"Jonas Valanciunas","NOP",82,1925,173,403,116,57,64,31,21,9,48
"Nickeil Alexander-Walker","MIN",82,1921,204,496,116,88,70,43,3,23,65
"Andrew Wiggins","GSW",71,1920,119,312,45,74,24,16,5,17,57
"Duncan Robinson","MIA",68,1906,192,443,133,59,63,61,9,21,38
"John Collins","UTA",68,1901,77,185,46,31,27,12,7,5,26
"Darius Garland","CLE",57,1901,373,878,241,132,184,48,9,40,92
"Isaiah Hartenstein","NYK",75,1896,188,446,118,70,73,33,12,27,43
"Eric Gordon","PHX",68,1893,139,330,87,52,55,26,6,18,34
"Jalen Johnson","ATL",56,1889,203,486,123,80,85,29,9,36,44
"Isaac Okoro","CLE",69,1887,132,313,83,49,50,24,9,17,32
"Clint Capela","ATL",73,1883,91,227,46,45,15,22,9,19,26
"Terance Mann","LAC",75,1873,119,286,71,48,41,22,8,17,31
"Malik Monk","SAC",72,1872,370,870,240,130,159,63,18,50,80
"Bruce Brown","TOR",67,1865,192,456,120,72,81,32,7,34,38
"Jamal Murray","DEN",59,1861,384,875,277,107,157,94,26,28,79
"RJ Barrett","TOR",58,1838,193,472,107,86,72,25,10,28,58
"Georges Niang","CLE",82,1831,98,245,49,49,31,18,0,13,36
"Jerami Grant","POR",54,1830,152,380,76,76,39,24,13,22,54
"Payton Pritchard","BOS",82,1826,281,696,147,134,102,32,13,42,92
"Rui Hachimura","LAL",68,1826,81,209,34,47,25,8,1,15,32
"Lauri Markkanen","UTA",55,1820,110,275,55,55,39,10,6,24,31
"Cole Anthony","ORL",81,1817,236,569,139,97,112,23,4,39,58
"Reggie Jackson","DEN",82,1817,308,720,204,104,113,64,27,32,72
"Daniel Gafford","DAL",74,1814,115,254,91,24,44,28,19,9,15
"Ivica Zubac","LAC",68,1795,93,227,52,41,30,13,9,9,32
"Deandre Ayton","POR",55,1784,90,222,48,42,30,7,11,11,31
"Derrick Jones Jr.","DAL",76,1783,75,190,35,40,21,8,6,14,26
"Kyle Anderson","MIN",79,1782,331,781,212,119,142,56,14,42,77
"Jalen Duren","DET",61,1778,147,334,107,40,55,31,21,14,26
"Bradley Beal","PHX",53,1767,265,643,152,113,71,57,24,43,70
"Scoot Henderson","POR",62,1765,336,823,185,151,105,57,23,52,99
"Kelly Olynyk","TOR",78,1759,347,786,255,92,186,54,15,25,67
"Nick Richards","CHA",67,1759,54,125,37,17,24,8,5,3,14
"Caleb Martin","MIA",64,1756,143,359,70,73,41,21,8,28,45
"Sam Hauser","BOS",79,1741,82,211,35,47,20,12,3,17,30
"Al Horford","BOS",65,1740,168,426,78,90,47,22,9,36,54
"Toumani Camara","POR",70,1739,87,213,48,39,26,14,8,9,30
"Obi Toppin","IND",82,1730,128,297,87,41,56,24,7,17,24
"Bilal Coulibaly","WAS",63,1715,110,268,62,48,46,16,0,7,41
"OG Anunoby","NYK",50,1702,107,254,67,40,36,22,9,11,29
"Jabari Walker","POR",72,1701,71,168,45,26,27,13,5,6,20
"Andrew Nembhard","IND",68,1697,280,669,171,109,107,49,15,28,81
"Cason Wallace","OKC",82,1692,120,282,78,42,58,18,2,10,32
"Trey Murphy III","NOP",57,1690,124,304,68,56,42,17,9,20,36
"Kristaps Porzingis","BOS",57,1690,115,281,64,51,46,9,9,17,34
"Kyle Lowry","PHI",60,1690,253,604,155,98,90,52,13,26,72
"Jordan Clarkson","UTA",55,1682,277,672,159,118,106,46,7,46,72
"De'Andre Hunter","ATL",57,1681,87,213,48,39,27,14,7,15,24
"Pat Connaughton","MIL",76,1676,161,395,88,73,45,28,15,25,48
"Christian Braun","DEN",82,1656,132,315,81,51,44,25,12,13,38
"Simone Fontecchio","DET",66,1644,101,233,70,31,39,26,5,15,16
"Ochai Agbaji","TOR",78,1642,83,201,48,35,29,14,5,12,23
"Julius Randle","NYK",46,1630,229,604,83,146,51,21,11,61,85
"Precious Achiuwa","NYK",74,1624,97,234,57,40,34,11,12,9,31
"Santi Aldama","MEM",61,1618,138,342,72,66,50,15,7,15,51
"Cameron Johnson","BKN",58,1599,138,348,66,72,44,17,5,23,49
"Malaki Branham","SAS",75,1594,156,377,91,65,57,26,8,16,49
"Paul Reed","PHI",82,1590,109,253,74,35,55,15,4,11,24
"Ausar Thompson","DET",63,1583,120,288,72,48,50,14,8,14,34
"Anfernee Simons","POR",46,1582,255,595,170,85,91,55,24,39,46
"Kevin Huerter","SAC",64,1562,166,392,106,60,59,39,8,24,36
"Bennedict Mathurin","IND",59,1538,119,290,67,52,36,27,4,16,36
"Evan Mobley","CLE",50,1532,160,389,91,69,63,26,2,23,46
"Chris Paul","GSW",58,1531,393,949,230,163,125,77,28,32,131
"Nicolas Batum","PHI",60,1529,128,290,94,34,55,28,11,13,21
"Russell Westbrook","LAC",68,1529,306,697,221,85,124,77,20,32,53
"Zach Collins","SAS",69,1526,194,442,140,54,88,34,18,15,39
"Josh Green","DAL",57,1505,130,320,70,60,53,12,5,23,37
"Walker Kessler","UTA",64,1493,60,156,24,36,10,12,2,15,21
"Draymond Green","GSW",55,1490,332,789,207,125,123,60,24,17,108
"Peyton Watson","DEN",80,1488,86,205,53,33,34,13,6,5,28
"Matisse Thybulle","POR",65,1487,90,212,58,32,35,16,7,13,19
"Khris Middleton","MIL",55,1487,292,666,210,82,164,39,7,25,57
"Bojan Bogdanovic","NYK",57,1478,97,237,54,43,34,13,7,17,26
"Julian Champagnie","SAS",74,1468,103,242,67,36,48,14,5,13,23
"Patrick Beverley","MIL",73,1463,212,509,127,85,73,35,19,22,63
"Amir Coffey","LAC",70,1460,76,190,38,38,28,7,3,13,25
"Isaiah Joe","OKC",78,1445,99,245,52,47,35,16,1,17,30
"Desmond Bane","MEM",42,1443,230,568,122,108,73,44,5,34,74
"Vince Williams Jr.","MEM",52,1436,175,430,95,80,61,29,5,26,54
"Isaiah Stewart","DET",46,1423,73,170,49,24,24,20,5,6,18
"Moritz Wagner","ORL",80,1415,96,235,53,43,36,7,10,8,35
"Tyler Herro","MIA",42,1407,188,451,113,75,57,45,11,23,52
"Wendell Carter Jr.","ORL",55,1406,95,225,60,35,40,16,4,8,27
"Onyeka Okongwu","ATL",55,1405,74,177,45,29,23,17,5,13,16
"Amen Thompson","HOU",62,1388,163,395,94,69,57,23,14,16,53
"Haywood Highsmith","MIA",66,1366,70,175,35,35,19,13,3,17,18
"Dyson Daniels","NOP",61,1358,164,384,108,56,61,30,17,16,40
"Andre Drummond","CHI",79,1351,37,87,24,13,13,5,6,8,5
"Marcus Sasser","DET",71,1351,236,573,135,101,77,46,12,27,74
"Kris Murray","POR",62,1348,80,200,40,40,26,12,2,12,28
"Miles McBride","NYK",68,1328,114,288,54,60,34,16,4,23,37
"Jakob Poeltl","TOR",50,1319,127,281,100,27,64,27,9,9,18
"Joel Embiid","PHI",39,1309,219,549,108,111,71,26,11,24,87
"Jeff Green","HOU",78,1307,70,171,39,31,25,8,6,5,26
"Cameron Payne","PHI",78,1304,205,487,128,77,84,30,14,23,54
"Gary Harris","ORL",54,1297,87,203,58,29,37,17,4,10,19
"Dereck Lively II","DAL",55,1294,60,150,30,30,10,13,7,10,20
"T.J. McConnell","IND",71,1291,390,935,235,155,171,51,13,55,100
"Aaron Holiday","HOU",78,1269,140,350,70,70,45,16,9,17,53
"Cedi Osman","SAS",72,1269,119,280,77,42,54,19,4,12,30
"Gradey Dick","TOR",60,1268,68,169,35,33,26,8,1,13,20
"Naji Marshall","NOP",66,1257,128,304,80,48,56,16,8,21,27
"Kris Dunn","UTA",66,1249,254,623,139,115,93,43,3,31,84
"Gordon Hayward","OKC",51,1245,158,375,99,59,65,26,8,20,39
"GG Jackson","MEM",48,1233,59,140,37,22,20,16,1,7,15
"Aaron Wiggins","OKC",78,1228,86,201,57,29,38,12,7,8,21
"Larry Nance Jr.","NOP",61,1216,113,272,67,46,36,12,19,12,34
"Duop Reath","POR",68,1214,67,155,46,21,25,12,9,3,18
"Alec Burks","NYK",66,1211,88,213,51,37,34,13,4,13,24
"Kevon Looney","GSW",74,1195,133,330,69,64,31,25,13,9,55
"David Roddy","PHX",65,1177,80,201,39,41,28,9,2,18,23
"Vasilije Micic","CHA",60,1176,262,637,149,113,105,36,8,29,84
"Patrick Williams","CHI",43,1174,66,166,32,34,21,5,6,12,22
"John Konchar","MEM",55,1173,110,277,53,57,32,17,4,14,43
"Joe Ingles","ORL",68,1169,203,447,162,41,122,28,12,13,28
"Drew Eubanks","PHX",75,1169,63,156,33,30,9,13,11,8,22
"Anthony Black","ORL",69,1164,91,219,54,37,36,13,5,10,27
"Jordan Hawkins","NOP",67,1161,70,167,43,27,27,13,3,13,14
"Trey Lyles","SAC",58,1158,72,178,38,34,20,15,3,9,25
"Moses Moody","GSW",66,1156,57,141,30,27,19,5,6,7,20
"Jae Crowder","MIL",50,1156,66,164,34,32,19,10,5,13,19
"Trayce Jackson-Davis","GSW",67,1130,82,204,42,40,16,19,7,9,31
"Malcolm Brogdon","POR",39,1121,214,517,125,89,74,29,22,16,73
"Dean Wade","CLE",54,1108,43,106,23,20,16,5,2,6,14
"Josh Richardson","MIA",43,1103,105,249,66,39,32,26,8,16,23
"Davion Mitchell","SAC",72,1101,134,330,72,62,49,18,5,16,46
"Dario Saric","GSW",64,1098,144,344,88,56,50,23,15,13,43
"James Wiseman","DET",63,1091,54,123,39,15,12,17,10,2,13
"Dante Exum","DAL",55,1088,157,380,91,66,62,21,8,17,49
"Sam Merrill","CLE",61,1069,108,263,61,47,40,16,5,20,27
"Shaedon Sharpe","POR",32,1059,94,232,50,44,28,13,9,12,32
"Dennis Smith Jr.","BKN",56,1059,203,491,118,85,85,27,6,27,58
"Jordan Goodwin","MEM",57,1056,155,367,98,57,50,37,11,15,42
"Marvin Bagley III","WAS",50,1053,55,128,37,18,19,8,10,6,12
"Torrey Craig","CHI",53,1049,58,131,43,15,24,13,6,4,11
"Dalano Banton","POR",54,1047,127,306,75,52,44,22,9,19,33
"Jalen Smith","IND",61,1047,63,139,50,13,28,16,6,1,12
"Ziaire Williams","MEM",51,1038,75,178,47,28,32,14,1,11,17
"Jae'Sean Tate","HOU",65,1031,64,164,28,36,18,4,6,9,27
"Kenrich Williams","OKC",69,1029,93,230,49,44,36,10,3,10,34
"Jose Alvarado","NOP",56,1028,117,275,76,41,48,20,8,12,29
"Quentin Grimes","DET",51,1025,66,164,34,32,20,12,2,12,20
"De'Anthony Melton","PHI",38,1023,114,261,81,33,66,11,4,9,24
"Daniel Theis","LAC",60,1015,61,148,35,26,18,9,8,7,19
"Lonnie Walker IV","BKN",58,1011,74,182,40,34,31,6,3,15,19
"Talen Horton-Tucker","UTA",51,1009,177,440,91,86,52,37,2,31,55
"Killian Hayes","DET",42,1008,205,490,125,80,71,40,14,33,47
"Jevon Carter","CHI",72,1004,94,222,60,34,29,18,13,10,24
"Luke Kennard","MEM",39,999,136,324,84,52,50,31,3,20,32
"Garrison Mathews","ATL",66,992,37,92,19,18,12,7,0,10,8
"Jaden Hardy","DAL",73,989,109,261,66,43,55,9,2,21,22
"Tre Mann","CHA",41,987,165,401,94,71,68,19,7,14,57
"Cam Reddish","LAL",48,984,48,111,33,15,22,8,3,5,10
"Luke Kornet","BOS",63,983,67,174,27,40,20,5,2,6,34
"Keon Ellis","SAC",57,978,85,212,43,42,30,10,3,19,23
"Xavier Tillman","BOS",54,974,77,195,36,41,25,7,4,11,30
"Josh Okogie","PHX",60,960,64,154,38,26,24,6,8,7,19
"Goga Bitadze","ORL",62,957,79,188,49,30,30,13,6,4,26
"Max Christie","LAL",67,944,60,152,28,32,17,8,3,6,26
"Kevin Love","MIA",55,924,115,260,85,30,53,32,0,11,19
"Day'Ron Sharpe","BKN",61,921,85,198,57,28,32,16,9,10,18
"Jonathan Isaac","ORL",58,914,30,68,22,8,15,3,4,1,7
"Markelle Fultz","ORL",43,910,120,291,69,51,51,9,9,19,32
"Doug McDermott","IND",64,904,70,168,42,28,25,13,4,8,20
"Jaylin Williams","OKC",69,897,110,269,61,49,24,15,22,18,31
"Nikola Jovic","MIA",46,896,90,223,47,43,35,9,3,11,32
"Bryce McGowens","CHA",59,882,51,124,29,22,13,8,8,7,15
"Cam Whitmore","HOU",47,880,33,74,25,8,20,3,2,4,4
"Jaxson Hayes","LAL",70,877,33,79,20,13,11,6,3,4,9
"Malachi Flynn","DET",69,877,130,313,77,53,43,24,10,19,34
"Blake Wesley","SAS",61,876,166,415,83,83,49,29,5,18,65
"Christian Wood","LAL",50,872,49,110,37,12,25,10,2,3,9
"Zach LaVine","CHI",25,872,98,237,57,41,19,21,17,14,27
"Maxi Kleber","DAL",43,871,68,171,33,35,19,10,4,15,20
"Justin Holiday","DEN",57,862,67,156,45,22,29,12,4,5,17
"Chimezie Metu","DET",51,859,46,111,27,19,21,5,1,3,16
"Trendon Watford","BKN",63,857,81,186,57,24,32,19,6,7,17
"Taylor Hendricks","UTA",40,856,32,74,22,10,10,10,2,2,8
"Dwight Powell","DAL",63,836,84,206,46,38,22,12,12,9,29
"Troy Brown Jr.","DET",59,827,60,146,34,26,21,11,2,12,14
"Marcus Morris Sr.","CLE",49,817,36,82,26,10,13,10,3,1,9
"Caleb Houstan","ORL",59,815,29,79,8,21,6,2,0,9,12
"Ben Sheppard","IND",57,814,53,124,35,18,19,14,2,6,12
"Jake LaRavia","MEM",35,806,58,136,38,20,20,18,0,4,16
"Bismack Biyombo","OKC",39,792,53,129,30,23,15,8,7,6,17
"JT Thor","CHA",63,781,29,73,14,15,11,2,1,3,12
"Isaiah Jackson","IND",59,771,50,111,39,11,21,13,5,4,7
"Mitchell Robinson","NYK",31,768,18,43,11,7,2,2,7,1,6
"Jock Landale","HOU",56,764,65,156,39,26,26,8,5,3,23
"Cody Martin","CHA",28,753,104,249,63,41,40,13,10,11,30
"KJ Martin","PHI",60,747,51,129,24,27,18,3,3,5,22
"Delon Wright","MIA",47,742,119,297,60,59,44,14,2,22,37
"Ish Smith","CHA",43,741,145,346,89,56,60,18,11,21,35
"Mo Bamba","PHI",57,740,41,102,21,20,10,8,3,5,15
"Nick Smith Jr.","CHA",51,729,59,149,28,31,19,7,2,8,23
"Landry Shamet","WAS",46,726,54,136,26,28,19,5,2,9,19
"Chris Duarte","SAC",59,719,44,101,31,13,17,11,3,4,9
"LaMelo Ball","CHA",22,711,176,396,132,44,86,37,9,12,32
"Jordan Nwora","TOR",52,711,62,139,47,15,33,13,1,6,9
"Chris Boucher","TOR",50,705,23,53,16,7,10,5,1,1,6
"Jacob Gilyard","BKN",41,698,137,344,67,70,47,18,2,17,53
"Bruno Fernando","ATL",45,682,46,114,24,22,7,9,8,6,16
"Dalen Terry","CHI",59,681,81,188,55,26,37,11,7,8,18
"Gary Payton II","GSW",44,680,48,119,25,23,17,6,2,4,19
"Mason Plumlee","LAC",46,674,55,127,38,17,20,12,6,6,11
"Davis Bertans","CHA",43,674,35,83,22,13,17,3,2,2,11
"Keita Bates-Diop","BKN",53,665,38,92,22,16,11,8,3,3,13
"Jalen Wilson","BKN",43,664,45,108,27,18,15,10,2,5,13
"Craig Porter Jr.","CLE",51,649,118,291,63,55,34,23,6,14,41
"Rayan Rupert","POR",39,633,62,154,32,30,18,10,4,6,24
"Oshae Brissett","BOS",55,630,44,116,16,28,12,2,2,8,20
"Danilo Gallinari","MIL",49,629,55,134,31,24,20,7,4,6,18
"Jordan McLaughlin","MIN",56,626,110,267,63,47,38,23,2,15,32
"Seth Curry","CHA",44,615,44,107,25,19,17,7,1,6,13
"AJ Green","MIL",56,614,30,72,18,12,10,4,4,1,11
"Johnny Davis","WAS",50,613,32,77,19,13,16,2,1,1,12
"MarJon Beauchamp","MIL",48,608,31,72,21,10,15,4,2,5,5
"Marcus Smart","MEM",20,605,86,210,48,38,37,7,4,13,25
"Mike Muscala","OKC",53,600,36,93,15,21,8,5,2,5,16
"Jericho Sims","NYK",45,585,25,60,15,10,7,5,3,2,8
"Brice Sensabaugh","UTA",32,584,55,129,36,19,22,11,3,11,8
"Jarred Vanderbilt","LAL",29,581,36,86,22,14,15,5,2,4,10
"Shake Milton","NYK",48,581,60,139,41,19,25,14,2,8,11
"Evan Fournier","DET",32,580,48,109,35,13,19,13,3,6,7
"Zeke Nnaji","DEN",58,576,32,78,18,14,8,6,4,1,13
"Trey Jemison","MEM",25,574,27,64,17,10,9,7,1,2,8
"Andre Jackson Jr.","MIL",57,572,50,126,24,26,18,4,2,9,17
"Jared Butler","WAS",40,566,126,295,83,43,61,18,4,13,30
"Kevin Knox II","DET",31,560,23,54,15,8,9,5,1,1,7
"Lamar Stevens","MEM",38,559,28,66,18,10,14,2,2,2,8
"Richaun Holmes","WAS",40,554,25,61,14,11,11,1,2,3,8
"Tristan Thompson","CLE",49,549,51,129,24,27,9,11,4,5,22
"Julian Strawther","DEN",50,545,47,111,30,17,17,8,5,7,10
"Omer Yurtseven","UTA",48,545,29,69,18,11,13,5,0,3,8
"Vit Krejci","ATL",22,541,50,127,23,27,17,5,1,11,16
"Bones Hyland","LAC",37,540,93,214,65,28,40,20,5,14,14
"Jalen McDaniels","TOR",50,538,37,90,21,16,14,4,3,7,9
"Scotty Pippen Jr.","MEM",21,527,98,246,48,50,32,13,3,17,33
"Sasha Vezenkov","SAC",42,511,19,49,8,11,3,3,2,3,8
"Danuel House Jr.","PHI",34,509,28,65,19,9,13,5,1,3,6
"Mark Williams","CHA",19,508,22,57,9,13,4,2,3,5,8
"Jaden Springer","BOS",49,507,44,104,28,16,19,6,3,3,13
"Patrick Baldwin Jr.","WAS",38,494,29,74,13,16,8,5,0,2,14
"Robert Covington","PHI",29,488,24,57,15,9,9,4,2,1,8
"P.J. Tucker","LAC",31,486,16,42,6,10,3,3,0,0,10
"Tari Eason","HOU",22,480,27,65,16,11,11,4,1,7,4
"Monte Morris","MIN",33,476,69,174,33,36,23,10,0,12,24
"Isaiah Livers","DET",23,469,25,60,15,10,9,5,1,5,5
"Bol Bol","PHX",42,469,17,41,10,7,7,2,1,1,6
"Anthony Gill","WAS",50,466,34,86,16,18,9,5,2,6,12
"Yuta Watanabe","MEM",34,464,15,36,9,6,6,3,0,3,3
"Nassir Little","PHX",45,458,21,54,9,12,2,5,2,4,8
"Sandro Mamukelashvili","SAS",46,451,49,116,31,18,23,8,0,2,16
"Alex Len","SAC",48,444,50,126,24,26,12,11,1,4,22
"Thomas Bryant","MIA",38,441,23,59,10,13,4,4,2,4,9
"Thaddeus Young","PHX",33,440,57,126,45,12,31,9,5,3,9
"Skylar Mays","LAL",38,433,85,204,51,34,23,17,11,14,20
"Chuma Okeke","ORL",47,432,20,52,8,12,6,1,1,4,8
"Dominick Barlow","SAS",33,420,36,85,23,13,9,13,1,2,11
